"","whale_easting","whale_northing","Event_ID","EvB_Wpt_Id","SwB_Wpt_ID","whale_depth_m","whale_dist_to_shore_m","Event_Date","DateTxt","Year","JulianDay","TimeTxt","CPA","ObType","ObOrder_CPA","ObOrder_Time","Ship","Observer","ObLocation","Approx","Count","IS_WW","WW_Speed","ship_azimuth","GPS_easting","GPS_northing","ship_speed","ship_bb_easting","ship_bb_northing","ship_bb_to_whale_azimuth","ship_bb_to_whale_dist","ship_bb_to_whale_bearing","Subarea1","Subarea2","Subarea3","ship_depth_m","ship_dist_to_shore_m","month","season","whale_direction","whale_orientation","whale_behavior","clouds","rain","wind","waves","visibility","val_beh","num_beh","num_obs","duplicate","new_beh","n_row"
"362",518164.9835,6330290.788,"2008-07-16-K","2008-07-16-K-120","2008-07-16-K-117",-613,4337.165921,"7/16/2008",20080716,2008,198,"21:36:39","Y","MultiOb",1,3,"Statendam","Karin","Starboard","n",2,"n",0,175.0827216,518642.2743,6331265.06,19.15091808,518645.4241,6331251.781,26.56238931,1074.397684,31.47966776,"Chatham","Outside","Outside",-612,3946.054619,7,1,"A-Away","9-Perpendicular","DF-Dive-fluke-up","100","none","light","calm","excellent","2",1,3,0,2,2
"363",516693.5143,6329630.932,"2008-07-16-K","2008-07-16-K-119","2008-07-16-K-119",-607,3342.193392,"7/16/2008",20080716,2008,198,"21:35:29","N","MultiOb",3,1,"Statendam","Karin","Starboard","y",1,"n",0,175.4407902,518585.5193,6331959.044,19.32165464,518588.5861,6331945.746,39.30621023,2991.597889,43.86542002,"Chatham","Outside","Outside",-621,3895.236671,7,1,"T-Toward","9-Perpendicular","DF-Dive-fluke-up","100","none","light","calm","excellent","2",1,3,0,2,3
"364",518572.719,6329654.125,"2008-07-16-K","2008-07-16-K-121","2008-07-16-K-119",-619,3828.484094,"7/16/2008",20080716,2008,198,"21:37:22","N","MultiOb",2,2,"Statendam","Karin","Starboard","y",1,"n",0,174.992873,518679.3843,6330849.286,18.64549323,518682.5549,6330836.012,5.309399952,1186.979587,10.31652693,"Chatham","Outside","Outside",-607,4003.227199,7,1,"A-Away","9-Perpendicular","DF-Dive-fluke-up","100","none","light","calm","excellent","2",1,3,0,2,3
"365",519256.3736,6329448.998,"2008-07-16-K","2008-07-16-K-122","2008-07-16-K-119",-618,3131.118847,"7/16/2008",20080716,2008,198,"21:38:10","Y","MultiOb",1,3,"Statendam","Karin","Starboard","y",1,"n",0,175.363311,518719.0531,6330383.427,18.95337147,518722.1379,6330370.133,329.8873125,1064.8461,-25.47599851,"Chatham","Outside","Outside",-605,3826.162155,7,1,"G-Against","0-Parallel","DF-Dive-fluke-up","100","none","light","calm","excellent","2",1,3,0,2,3
"366",438736.4593,6491087.062,"2008-07-16-N","2008-07-16-N-038","2008-07-16-N-038",-100,2476.332256,"7/16/2008",20080716,2008,198,"19:27:38","N","MultiOb",2,1,"Coral Princess","Nat","Starboard","y",1,"y",13,176.8937266,437551.711,6494547.429,13.13592993,437555.5194,6494532.614,341.0811881,3642.312737,-15.81253851,"Lower Bay","Middle Bay","Middle Bay",-141,1141.702692,7,1,"U-Unsure","U-Unsure","BL-Blowing","100","none","moderate","calm","good","1",1,2,0,1,2
"367",436741.9924,6489983.361,"2008-07-16-N","2008-07-16-N-039","2008-07-16-N-038",-81,1763.278444,"7/16/2008",20080716,2008,198,"19:36:22","Y","MultiOb",1,2,"Coral Princess","Nat","Starboard","y",1,"y",13,177.0575951,437796.1205,6490997.771,13.91385151,437799.8865,6490982.945,46.62336381,1455.440754,49.56576868,"Lower Bay","Middle Bay","Middle Bay",-83,1627.418729,7,1,"G-Against","0-Parallel","BL-Blowing","100","none","moderate","calm","good","1",1,2,0,1,2
"368",437018.3459,6488094.083,"2008-07-18-N","2008-07-18-N-013","2008-07-18-N-013",-87,2084.660918,"7/18/2008",20080718,2008,200,"15:46:42","N","MultiOb",2,1,"Volendam","Nat","Starboard","y",2,"y",13,170.578852,438362.6899,6492463.942,14.07091947,438365.9413,6492456.564,17.16621846,4565.879607,26.58736645,"Lower Bay","Middle Bay","Middle Bay",-112,1643.061293,7,1,"U-Unsure","U-Unsure","BL-Blowing","100","moderate","moderate","1'","poor","1",1,2,0,1,2
"369",436392.5816,6488515.195,"2008-07-18-N","2008-07-18-N-016","2008-07-18-N-013",-74,2064.586394,"7/18/2008",20080718,2008,200,"15:53:34","Y","MultiOb",1,2,"Volendam","Nat","Starboard","y",1,"y",13,182.7632624,438215.7161,6489563.544,13.21914245,438217.3373,6489555.647,60.30878446,2100.540972,57.54552204,"Lower Bay","Middle Bay","Middle Bay",-93,2850.079861,7,1,"G-Against","0-Parallel","BL-Blowing","100","moderate","moderate","1'","poor","1",1,2,0,1,2
"370",436410.7227,6490139.17,"2008-07-18-N","2008-07-18-N-014","2008-07-18-N-014",-80,1552.074751,"7/18/2008",20080718,2008,200,"15:49:27","N","MultiOb",2,1,"Volendam","Nat","Starboard","y",2,"y",13,185.3197494,438392.3995,6491278.685,13.84786975,438393.6668,6491270.723,60.28906626,2283.085491,54.96931687,"Lower Bay","Middle Bay","Middle Bay",-100,2096.048048,7,1,"W-With","0-Parallel","BL-Blowing","100","moderate","moderate","1'","poor","1",1,2,0,1,2
"371",436489.5243,6490594.981,"2008-07-18-N","2008-07-18-N-015","2008-07-18-N-014",-84,1113.78723,"7/18/2008",20080718,2008,200,"15:51:04","Y","MultiOb",1,2,"Volendam","Nat","Starboard","y",5,"y",13,186.9636973,438318.2506,6490591.79,13.74883132,438319.289,6490583.795,90.35028385,1829.798898,83.38658655,"Lower Bay","Middle Bay","Middle Bay",-50,2278.452016,7,1,"W-With","0-Parallel","BL-Blowing","100","moderate","moderate","1'","poor","1",1,2,0,1,2
"372",439500.8865,6490626.671,"2008-07-19-N","2008-07-19-N-005","2008-07-19-N-005",-80,2824.011365,"7/19/2008",20080719,2008,201,"6:49:11","N","MultiOb",3,1,"Island Princess","Nat","Port","y",1,"y",13,1.37335128,438364.5722,6487150.113,11.37629528,438367.0773,6487171.159,198.165497,3636.768612,16.79214572,"Lower Bay","Lower Bay","Lower Bay",-97,1949.522377,7,1,"U-Unsure","U-Unsure","BL-Blowing","100","none","light","2'","excellent","1",2,3,0,1,4
"373",438617.9427,6489298.802,"2008-07-19-N","2008-07-19-N-006","2008-07-19-N-005",-93,2756.250185,"7/19/2008",20080719,2008,201,"6:51:27","N","MultiOb",2,2,"Island Princess","Nat","Port","y",1,"y",13,0.541051403,438377.4335,6487948.591,11.63604076,438379.6327,6487969.671,190.164991,1350.325919,9.623939568,"Lower Bay","Middle Bay","Middle Bay",-97,2322.144915,7,1,"G-Against","0-Parallel","BL-Blowing","100","none","light","2'","excellent","1",2,3,0,1,4
"374",438310.7353,6488923.076,"2008-07-19-N","2008-07-19-N-007","2008-07-19-N-005",-98,2944.675944,"7/19/2008",20080719,2008,201,"6:52:33","Y","MultiOb",1,3,"Island Princess","Nat","Port","n",1,"y",13,0.621266769,438380.4535,6488346.956,11.67649672,438382.6822,6488368.033,172.6142777,559.6865924,-8.006989047,"Lower Bay","Middle Bay","Middle Bay",-98,2549.646969,7,1,"G-Against","0-Parallel","DF-Dive-fluke-up","100","none","light","2'","excellent","2",2,3,1,1,4
"375",438755.0625,6491623.437,"2008-07-19-N","2008-07-19-N-021","2008-07-19-N-021",-103,2259.252169,"7/19/2008",20080719,2008,201,"15:07:20","N","MultiOb",2,1,"Island Princess","Nat","Port","y",4,"y",13,163.3799691,437792.6089,6493696.866,13.61612998,437796.7275,6493676.076,334.9730883,2265.332047,-8.406880786,"Lower Bay","Middle Bay","Middle Bay",-128,1253.899276,7,1,"A-Away","90-Perpendicular","BL-Blowing","90","light","strong","1'","excellent","1",2,2,0,1,3
"376",438553.4758,6491739.64,"2008-07-19-N","2008-07-19-N-022","2008-07-19-N-021",-103,2027.165564,"7/19/2008",20080719,2008,201,"15:09:55","Y","MultiOb",1,2,"Island Princess","Nat","Port","y",1,"y",13,160.8027756,438130.0591,6492651.813,13.93586739,438135.1084,6492631.229,334.8622469,984.8664634,-5.940528715,"Lower Bay","Middle Bay","Middle Bay",-112,1390.626581,7,1,"WA-With/Aw","45-45-degrees","DN-Dive-no-fluke","90","light","strong","1'","excellent","3",2,2,1,1,3
"377",439543.4782,6490110.182,"2008-07-19-N","2008-07-19-N-023","2008-07-19-N-023",-84,2428.592575,"7/19/2008",20080719,2008,201,"15:11:24","N","MultiOb",3,1,"Island Princess","Nat","Port","y",2,"y",13,162.2416716,438335.5112,6492050.862,13.65820418,438340.0421,6492030.157,327.9206108,2265.957718,-14.32106076,"Lower Bay","Middle Bay","Middle Bay",-107,1706.198748,7,1,"U-Unsure","U-Unsure","DF-Dive-fluke-up","90","light","strong","1'","excellent","2",3,3,0,2,5
"378",437910.9356,6491244.27,"2008-07-19-N","2008-07-19-N-024","2008-07-19-N-023",-89,1639.890165,"7/19/2008",20080719,2008,201,"15:12:06","Y","MultiOb",1,2,"Island Princess","Nat","Port","y",1,"y",13,164.8266505,438419.8325,6491769.411,13.39710469,438423.4249,6491748.523,45.46412883,718.9689958,60.63747838,"Lower Bay","Middle Bay","Middle Bay",-102,1894.052052,7,1,"W-With","0-Parallel","DN-Dive-no-fluke","90","light","strong","1'","excellent","3",3,3,1,2,5
"379",437910.9356,6491244.27,"2008-07-19-N","2008-07-19-N-024","2008-07-19-N-023",-89,1639.890165,"7/19/2008",20080719,2008,201,"15:12:06","Y","MultiOb",1,2,"Island Princess","Nat","Port","y",1,"y",13,164.8266505,438419.8325,6491769.411,13.39710469,438423.4249,6491748.523,45.46412883,718.9689958,60.63747838,"Lower Bay","Middle Bay","Middle Bay",-102,1894.052052,7,1,"W-With","0-Parallel","DN-Dive-no-fluke","90","light","strong","1'","excellent","3",3,3,0,3,5
"380",438731.4203,6490024.54,"2008-07-19-N","2008-07-19-N-025","2008-07-19-N-023",-95,2929.843163,"7/19/2008",20080719,2008,201,"15:14:16","N","MultiOb",2,3,"Island Princess","Nat","Port","y",1,"y",13,181.604366,438511.8047,6490911.966,13.01012454,438509.2147,6490890.93,345.6152325,894.4307618,-15.98913347,"Lower Bay","Middle Bay","Middle Bay",-100,2317.029387,7,1,"A-Away","90-Perpendicular","BL-Blowing","90","light","strong","1'","excellent","1",3,3,1,3,5
"381",438980.4826,6493999.123,"2008-07-20-N","2008-07-20-N-029","2008-07-20-N-029",-62,2435.741323,"7/20/2008",20080720,2008,202,"15:32:54","N","MultiOb",3,1,"Ryndam","Nat","Starboard","y",1,"y",13,171.8891686,437311.3657,6495561.055,12.89749028,437315.2504,6495547.972,312.9262056,2274.188264,-38.962963,"Middle Bay","Middle Bay","Middle Bay",-231,1260.245977,7,1,"U-Unsure","U-Unsure","DF-Dive-fluke-up","100","light","moderate","1'","excellent","2",1,3,0,2,3
"382",439186.9014,6493131.869,"2008-07-20-N","2008-07-20-N-030","2008-07-20-N-029",-85,2463.823635,"7/20/2008",20080720,2008,202,"15:37:18","N","MultiOb",2,2,"Ryndam","Nat","Starboard","n",1,"y",13,168.0750627,437600.4814,6493909.049,12.24023576,437605.2277,6493896.253,295.793329,1756.694088,-52.28173377,"Lower Bay","Middle Bay","Middle Bay",-133,1056.248477,7,1,"W-With","0-Parallel","DF-Dive-fluke-up","100","light","moderate","1'","excellent","2",1,3,0,2,3
"383",438236.2094,6492382.595,"2008-07-20-N","2008-07-20-N-031","2008-07-20-N-029",-112,1528.363104,"7/20/2008",20080720,2008,202,"15:41:51","Y","MultiOb",1,3,"Ryndam","Nat","Starboard","n",1,"y",13,176.8996516,437865.4694,6492202.573,12.23980239,437868.1966,6492189.201,242.2777049,415.7337831,-114.6219467,"Lower Bay","Middle Bay","Middle Bay",-101,1212.51279,7,1,"W-With","0-Parallel","DF-Dive-fluke-up","100","light","moderate","1'","excellent","2",1,3,0,2,3
"384",463629.1293,6459018.266,"2008-07-21-K","2008-07-21-K-004","2008-07-21-K-004",-122,4559.487378,"7/21/2008",20080721,2008,203,"5:19:00","N","MultiOb",2,1,"Amsterdam","Karin","Port","y",1,"n",0,289.0005382,465100.9947,6458729.498,11.020062,465087.274,6458736.337,100.9429706,1485.149759,-8.057567543,"East Icy","Outside","Outside",-160,4938.689994,7,1,"A-Away","9-Perpendicular","BL-Blowing","100","none","none","calm","excellent","1",2,2,0,1,3
"385",463835.0738,6459039.425,"2008-07-21-K","2008-07-21-K-005","2008-07-21-K-004",-128,4646.05177,"7/21/2008",20080721,2008,203,"5:19:27","Y","MultiOb",1,2,"Amsterdam","Karin","Port","n",1,"n",0,288.5974449,464957.9731,6458778.118,10.91405671,464944.2046,6458784.861,102.9264471,1137.96916,-5.670997776,"East Icy","Outside","Outside",-160,4900.59024,7,1,"A-Away","9-Perpendicular","DF-Dive-fluke-up","100","none","none","calm","excellent","2",2,2,1,1,3
"386",454754.487,6461753.316,"2008-07-21-K","2008-07-21-K-010","2008-07-21-K-010",-119,1097.215668,"7/21/2008",20080721,2008,203,"5:49:10","N","MultiOb",2,1,"Amsterdam","Karin","Port","n",2,"n",0,290.8932218,455112.3555,6462396.278,11.87856374,455098.8682,6462403.568,27.90622654,735.8166164,-82.9869953,"Lower Bay","Outside","Outside",-117,1831.611056,7,1,"G-Against","0-Parallel","BL-Blowing","100","none","none","calm","excellent","1",1,2,0,1,2
"387",454753.4454,6461787.536,"2008-07-21-K","2008-07-21-K-011","2008-07-21-K-010",-119,1125.264766,"7/21/2008",20080721,2008,203,"5:49:41","Y","MultiOb",1,2,"Amsterdam","Karin","Port","n",2,"n",0,290.7290115,454935.7567,6462463.211,11.92247596,454922.2486,6462470.462,13.8838719,703.4790021,-96.84513961,"Lower Bay","Outside","Outside",-117,1803.721823,7,1,"G-Against","0-Parallel","BL-Blowing","100","none","none","calm","excellent","1",1,2,0,1,2
"388",454389.8501,6462226.699,"2008-07-21-K","2008-07-21-K-012","2008-07-21-K-012",-114,1386.656309,"7/21/2008",20080721,2008,203,"5:50:43","N","MultiOb",2,1,"Amsterdam","Karin","Port","n",1,"n",0,290.5254782,454579.6894,6462597.678,11.98334741,454566.1556,6462604.88,24.99462187,417.2583162,-85.53085629,"Lower Bay","Outside","Outside",-114,1793.536438,7,1,"W-With","0-Parallel","RE-Resting","100","none","none","calm","excellent","5",1,2,0,5,2
"389",454352.5178,6462251.837,"2008-07-21-K","2008-07-21-K-013","2008-07-21-K-012",-114,1403.471181,"7/21/2008",20080721,2008,203,"5:51:05","Y","MultiOb",1,2,"Amsterdam","Karin","Port","n",1,"n",0,290.4028605,454451.358,6462645.336,11.9500131,454437.8088,6462652.51,12.01715094,409.650087,-98.38570952,"Lower Bay","Outside","Outside",-110,1808.780166,7,1,"W-With","0-Parallel","RE-Resting","100","none","none","calm","excellent","5",1,2,0,5,2
"390",453678.3724,6462326.357,"2008-07-21-K","2008-07-21-K-014","2008-07-21-K-014",-103,1346.815283,"7/21/2008",20080721,2008,203,"5:51:38","N","MultiOb",2,1,"Amsterdam","Karin","Port","y",1,"n",0,290.3501617,454259.2476,6462716.689,11.97538193,454245.6918,6462723.85,54.98294847,692.7135054,-55.3672132,"Lower Bay","Outside","Outside",-109,1850.397298,7,1,"W-With","0-Parallel","BL-Blowing","100","none","none","calm","excellent","1",2,2,0,1,3
"391",453632.9425,6462461.262,"2008-07-21-K","2008-07-21-K-015","2008-07-21-K-014",-103,1473.601192,"7/21/2008",20080721,2008,203,"5:52:09","Y","MultiOb",1,2,"Amsterdam","Karin","Port","y",1,"n",0,289.8788904,454078.2997,6462783.647,11.92104573,454064.6855,6462790.696,52.65517038,543.0735255,-57.22371999,"Lower Bay","Outside","Outside",-106,1892.030135,7,1,"W-With","0-Parallel","DF-Dive-fluke-up","100","none","none","calm","excellent","2",2,2,1,1,3
"392",436579.897,6485809.014,"2008-07-21-K","2008-07-21-K-052","2008-07-21-K-049",-21,438.4099434,"7/21/2008",20080721,2008,203,"15:38:10","N","MultiOb",2,4,"Amsterdam","Karin","Port","y",1,"y",13,173.416466,438330.7768,6486775.552,11.6653237,438330.5327,6486760.223,61.48253963,1992.366179,68.06607365,"Lower Bay","Lower Bay","Lower Bay",-99,1858.559236,7,1,"G/A-Ag/Aw","4-45-degrees","BL-Blowing","100","none","strong","2'","excellent","1",2,5,0,1,3
"393",437399.9174,6486254.276,"2008-07-21-K","2008-07-21-K-053","2008-07-21-K-049",-92,1359.262163,"7/21/2008",20080721,2008,203,"15:39:13","Y","MultiOb",1,5,"Amsterdam","Karin","Port","y",1,"y",13,170.6436304,438387.7661,6486408.969,11.40564183,438388.2638,6486393.646,81.97345279,998.1246053,91.32982235,"Lower Bay","Lower Bay","Lower Bay",-100,1745.847366,7,1,"G/A-Ag/Aw","4-45-degrees","DF-Dive-fluke-up","100","none","strong","2'","excellent","2",2,5,1,1,3
"394",439528.2186,6475122.149,"2008-07-21-K","2008-07-21-K-056","2008-07-21-K-056",-51,1232.695058,"7/21/2008",20080721,2008,203,"16:10:46","N","MultiOb",5,1,"Amsterdam","Karin","Port","y",1,"y",13,156.2198765,442219.889,6477804.44,8.536708096,442224.1879,6477789.724,45.30331645,3792.651746,69.08343998,"Lower Bay","Lower Bay","Lower Bay",-54,2472.703157,7,1,"W-With","0-Parallel","BL-Blowing","90","none","moderate","2'","excellent","1",2,5,0,1,6
"395",440555.8709,6475770.397,"2008-07-21-K","2008-07-21-K-057","2008-07-21-K-056",-58,2287.101058,"7/21/2008",20080721,2008,203,"16:11:52","N","MultiOb",4,2,"Amsterdam","Karin","Port","y",1,"y",13,160.7759353,442326.6886,6477535.044,8.586464115,442329.8049,6477520.033,45.39509385,2491.599663,64.61915855,"Lower Bay","Lower Bay","Lower Bay",-54,2697.579425,7,1,"W-With","0-Parallel","BL-Blowing","90","none","moderate","2'","excellent","1",2,5,0,1,6
"396",441053.0449,6475615.254,"2008-07-21-K","2008-07-21-K-058","2008-07-21-K-056",-59,2756.869697,"7/21/2008",20080721,2008,203,"16:13:38","N","MultiOb",3,3,"Amsterdam","Karin","Port","y",1,"y",13,177.4222028,442419.554,6477075.537,8.644413945,442418.2397,6477060.263,43.37314838,1987.915368,45.95094562,"Lower Bay","Lower Bay","Lower Bay",-59,3121.641222,7,1,"W-With","0-Parallel","BL-Blowing","90","none","moderate","2'","excellent","1",2,5,0,1,6
"397",441207.7637,6475360.606,"2008-07-21-K","2008-07-21-K-059","2008-07-21-K-056",-60,2823.195711,"7/21/2008",20080721,2008,203,"16:15:03","N","MultiOb",2,4,"Amsterdam","Karin","Port","y",1,"y",13,183.3331342,442414.4897,6476696.117,8.651597505,442411.6093,6476681.059,42.35517986,1786.851472,39.02204565,"Lower Bay","Lower Bay","Lower Bay",-59,3493.435634,7,1,"W-With","0-Parallel","BL-Blowing","90","none","moderate","2'","excellent","1",2,5,0,1,6
"398",441357.1657,6475147.312,"2008-07-21-K","2008-07-21-K-060","2008-07-21-K-056",-60,2878.874563,"7/21/2008",20080721,2008,203,"16:16:41","Y","MultiOb",1,5,"Amsterdam","Karin","Port","y",1,"y",13,187.849083,442362.7553,6476260.22,8.778211989,442358.6983,6476245.435,42.36606418,1486.251359,34.51698118,"Lower Bay","Lower Bay","Lower Bay",-61,3930.913646,7,1,"W/A-Wi/Aw","4-45-degrees","DF-Dive-fluke-up","90","none","moderate","2'","excellent","2",2,5,1,1,6
"399",441174.4243,6471897.449,"2008-07-21-K","2008-07-21-K-066","2008-07-21-K-063",-58,1769.439587,"7/21/2008",20080721,2008,203,"16:29:50","N","MultiOb",2,3,"Amsterdam","Karin","Port","n",1,"y",13,190.039556,441932.9534,6472407.159,10.48664439,441928.3342,6472392.54,56.70713917,901.9401331,46.66758316,"Lower Bay","Lower Bay","Lower Bay",-56,2644.459653,7,1,"G/T-Ag/to","4-45-degrees","BL-Blowing","90","none","moderate","2'","excellent","1",2,4,0,1,3
"400",441324.1019,6471842.172,"2008-07-21-K","2008-07-21-K-067","2008-07-21-K-063",-58,1904.447769,"7/21/2008",20080721,2008,203,"16:30:28","Y","MultiOb",1,4,"Amsterdam","Karin","Port","n",1,"y",13,189.2573773,441897.0163,6472198.78,10.68486964,441892.5971,6472184.1,58.97474667,663.401248,49.71736942,"Lower Bay","Lower Bay","Lower Bay",-61,2545.125612,7,1,"W/A-Wi/Aw","4-45-degrees","DF-Dive-fluke-up","90","none","moderate","2'","excellent","2",2,4,1,1,3
"401",440363.3568,6470942.557,"2008-07-21-K","2008-07-21-K-069","2008-07-21-K-069",-52,868.4297123,"7/21/2008",20080721,2008,203,"16:32:39","N","MultiOb",2,1,"Amsterdam","Karin","Port","y",2,"y",13,195.4717508,441755.0416,6471502.011,10.55955085,441749.0593,6471487.895,68.51806653,1489.149054,53.04631573,"Lower Bay","Outside","Lower Bay",-58,2272.07897,7,1,"W-With","0-Parallel","BL-Blowing","90","none","moderate","2'","excellent","1",2,2,0,1,3
"402",440736.1903,6470837.054,"2008-07-21-K","2008-07-21-K-070","2008-07-21-K-069",-61,1255.18597,"7/21/2008",20080721,2008,203,"16:33:37","Y","MultiOb",1,2,"Amsterdam","Karin","Port","y",4,"y",13,199.7724707,441663.9222,6471210,10.3226595,441656.8982,6471196.373,68.68112038,988.3383654,48.90864972,"Lower Bay","Outside","Lower Bay",-60,2153.232207,7,1,"W-With","0-Parallel","DF-Dive-fluke-up","90","none","moderate","2'","excellent","2",2,2,1,1,3
"403",440633.4086,6469907.653,"2008-07-21-K","2008-07-21-K-072","2008-07-21-K-072",-21,1498.88352,"7/21/2008",20080721,2008,203,"16:37:29","N","MultiOb",4,1,"Amsterdam","Karin","Port","n",2,"n",0,206.8337536,441140.3167,6470061.663,10.67279175,441131.6707,6470049.003,74.16210232,517.9236724,47.32834875,"Lower Bay","Outside","Lower Bay",-65,1879.413428,7,1,"T-Toward","9-Perpendicular","BL-Blowing","90","none","moderate","2'","excellent","1",1,4,0,1,4
"404",440647.5938,6469772.538,"2008-07-21-K","2008-07-21-K-073","2008-07-21-K-072",-25,1580.89171,"7/21/2008",20080721,2008,203,"16:38:04","N","MultiOb",3,2,"Amsterdam","Karin","Port","n",1,"n",0,206.783333,441056.8584,6469896.882,10.38840199,441048.2236,6469884.214,74.42412402,415.9035765,47.64079104,"Lower Bay","Outside","Lower Bay",-65,1875.025736,7,1,"T-Toward","9-Perpendicular","BL-Blowing","90","none","moderate","2'","excellent","1",1,4,0,1,4
"405",440634.2931,6469691.577,"2008-07-21-K","2008-07-21-K-074","2008-07-21-K-072",-25,1613.038492,"7/21/2008",20080721,2008,203,"16:38:39","N","MultiOb",2,3,"Amsterdam","Karin","Port","n",1,"n",0,207.1287671,440973.4894,6469732.624,10.71012695,440964.7784,6469720.008,85.08297793,331.7059646,57.95421079,"Lower Bay","Outside","Lower Bay",-63,1880.49127,7,1,"W/A-Wi/Aw","4-45-degrees","BL-Blowing","90","none","moderate","2'","excellent","1",1,4,0,1,4
"406",440610.0446,6469564.589,"2008-07-21-K","2008-07-21-K-075","2008-07-21-K-072",-25,1664.599296,"7/21/2008",20080721,2008,203,"16:39:29","Y","MultiOb",1,4,"Amsterdam","Karin","Port","n",1,"n",0,208.1822301,440849.8066,6469495.385,9.774079602,440840.8651,6469482.932,109.4822218,244.8387699,81.29999166,"Lower Bay","Outside","Lower Bay",-25,1901.49867,7,1,"W-With","0-Parallel","BL-Blowing","90","none","moderate","2'","excellent","1",1,4,0,1,4
"407",433834.8194,6465299.269,"2008-07-21-K","2008-07-21-K-076","2008-07-21-K-076",-149,2039.192476,"7/21/2008",20080721,2008,203,"16:46:56","N","MultiOb",2,1,"Amsterdam","Karin","Port","y",4,"n",0,233.4339631,439320.326,6467730.111,10.25913846,439306.9263,6467722.662,66.11322646,5984.71277,12.67926338,"Lower Bay","Outside","Outside",-53,2782.903166,7,1,"U-Unsure","U - Unsure","DF-Dive-fluke-up","90","none","moderate","2'","excellent","2",2,2,0,2,3
"408",432832.0064,6462963.536,"2008-07-21-K","2008-07-21-K-077","2008-07-21-K-076",-160,1282.101938,"7/21/2008",20080721,2008,203,"17:00:47","Y","MultiOb",1,2,"Amsterdam","Karin","Port","y",3,"n",0,250.3152572,435244.8214,6466153.849,10.69891795,435229.836,6466150.612,36.95634845,3988.363382,-33.35890878,"West Icy","Outside","Lower Bay",-136,1386.096882,7,1,"G-Against","0-Parallel","BL-Blowing","90","none","moderate","2'","excellent","1",2,2,1,2,3
"409",423283.1933,6514682.821,"2008-07-21-N","2008-07-21-N-033","2008-07-21-N-033",-416,1553.161316,"7/21/2008",20080721,2008,203,"18:01:53","N","MultiOb",4,1,"Sapphire Princess","Nat","Starboard","y",1,"n",0,123.8255424,419177.4478,6516694.205,18.92326102,419206.8892,6516676.884,296.0671452,4537.900667,-7.758397255,"Middle Bay","West Arm","West Arm",-431,2712.242001,7,1,"T-Toward","90-Perpendicular","DN-Dive-no-fluke","100","none","moderate","1'","good","3",1,4,0,3,4
"410",423422.4089,6514208.912,"2008-07-21-N","2008-07-21-N-034","2008-07-21-N-033",-416,1999.007985,"7/21/2008",20080721,2008,203,"18:04:04","N","MultiOb",3,2,"Sapphire Princess","Nat","Starboard","y",1,"n",0,124.094667,420226.5441,6515987.707,18.97451231,420255.9039,6515970.248,299.0845598,3623.404569,-5.010107183,"Middle Bay","West Arm","West Arm",-376,2577.07472,7,1,"T-Toward","90-Perpendicular","DN-Dive-no-fluke","100","none","moderate","1'","good","3",1,4,0,3,4
"411",423556.5184,6513917.032,"2008-07-21-N","2008-07-21-N-035","2008-07-21-N-033",-416,2281.462424,"7/21/2008",20080721,2008,203,"18:06:04","N","MultiOb",2,3,"Sapphire Princess","Nat","Starboard","y",1,"n",0,123.5289087,421207.6647,6515333.951,18.90527128,421237.1954,6515316.783,301.1116973,2708.978039,-2.417211482,"Middle Bay","West Arm","West Arm",-404,2232.868479,7,1,"W-With","0-Parallel","DN-Dive-no-fluke","100","none","moderate","1'","good","3",1,4,0,3,4
"412",422974.8142,6514047.264,"2008-07-21-N","2008-07-21-N-036","2008-07-21-N-033",-413,2246.938496,"7/21/2008",20080721,2008,203,"18:08:38","Y","MultiOb",1,4,"Sapphire Princess","Nat","Starboard","n",1,"n",0,123.6974379,422455.4678,6514500.319,19.06932221,422484.9479,6514483.064,311.6572519,655.6603142,7.959813934,"Middle Bay","West Arm","West Arm",-400,2049.830754,7,1,"A-Away","90-Perpendicular","DN-Dive-no-fluke","100","none","moderate","1'","good","3",1,4,0,3,4
"413",438017.8023,6488167.329,"2008-07-21-N","2008-07-21-N-038","2008-07-21-N-038",-97,2743.073804,"7/21/2008",20080721,2008,203,"19:05:13","N","MultiOb",2,1,"Sapphire Princess","Nat","Starboard","y",1,"y",13,178.7861548,437703.6153,6490431.553,13.88983191,437706.3372,6490397.503,352.0495214,2251.818459,-6.736633389,"Lower Bay","Middle Bay","Middle Bay",-84,1870.699237,7,1,"U-Unsure","U-Unsure","BL-Blowing","100","none","moderate","1'","good","1",2,2,0,1,3
"414",436810.0277,6487437.226,"2008-07-21-N","2008-07-21-N-039","2008-07-21-N-038",-82,1429.545178,"7/21/2008",20080721,2008,203,"19:10:15","Y","MultiOb",1,2,"Sapphire Princess","Nat","Starboard","y",1,"y",13,172.6506689,437892.2283,6488279.696,13.73717771,437898.5739,6488246.132,53.38370583,1356.193908,60.73303696,"Lower Bay","Middle Bay","Middle Bay",-97,2784.229995,7,1,"U-Unsure","U-Unsure","SA-Surface-active","100","none","moderate","1'","good","6",2,2,1,1,3
