OBJECTID,Event_ID,EvB_Wpt_Id,SwB_Wpt_ID,Event_Date,CPA,ObType,ObOrder,ObOrder2,Year_,Ship,Observer,ObLocation,Approx,Species,Count_,IS_WW,WW_Speed,LAT,LONG_,Y_PROJ,X_PROJ,NDateS,NDateD,WptID,DateD,TimeD,DateTim,DateTxt,TimeTxt,TrkID,Vessel_Azi,X_GPS_UTM,Y_GPS_UTM,Vessel_Kts,X_BB_UTM,Y_BB_UTM,X_MM_UTM,Y_MM_UTM,BB_MM_Azi,BB_MM_Dist,BB_MM_Bear,Subarea1,Subarea2,Subarea3,VslDepth_m,VslDstSh_m,MMDepth_m,MMDstSh_m,RadComment,RadContact,RadioBy,RadioResp,RadioTime,R_Contact,Month_,season,Direction,Orientation,Behavior,Clouds,Rain,Wind,SeaState,Visibility,Shape
45,2007-08-08-K,2007-08-08-K-002,2007-08-08-K-002,8/8/2007,Y,Single,1,1,2007,Zuiderdam,Karin,Port,y,humpback whale,1,y,13,58.49141235,-136.057347,58.49141235,-136.057347,8/8/2007,8/8/2007,5840,8/8/2007,7:10:49,8/8/2007,20070808,07:10:49,885917,343.210162,438361.1797,6483907.653,14.40356845,438358.2952,6483920.675,437547.7293,6485734.693,155.9232539,1986.876211,-7.286908077,Lower Bay,Lower Bay,Lower Bay,-92,2303.401788,-91,1396.678195,,,,,,,8,1,,,,100,none,light,calm,excellent,
46,2012-06-22-N,2012-06-22-N-003,2012-06-22-N-002,6/22/2012,N,MultiOb,2,2,2012,Statendam,Nat,Port,n,humpback whale,1,y,13,58.48655303,0,58.48655303,-136.0508191,6/22/2012,6/22/2012,879,6/22/2012,7:26:17,6/22/2012,20120622,07:26:17,158299,341.5947907,438733.2496,6483360.681,11.21271573,438730.5691,6483375.07,438681.9873,6483707.61,351.6882663,336.0696603,10.09347562,Lower Bay,Lower Bay,Lower Bay,-88,2407.532372,-89,2324.378424,,,,,,,6,1,T-Toward,90-Perpendicular,BL-Blowing,30,none,light,calm,excellent,
47,2009-09-20-K,2009-09-20-K-043,2009-09-20-K-043,9/20/2009,Y,Single,1,1,2009,Volendam,Karin,Port,y,humpback whale,1,y,13,58.48655999,-136.0501423,58.48655999,-136.0501423,9/20/2009,9/20/2009,2299,9/20/2009,16:05:36,9/20/2009,20090920,16:05:36,157177,166.1747103,438772.7215,6483360.839,13.72585571,438772.8847,6483351.806,438397.971,6481396.328,190.8533181,1991.093944,24.67860779,Lower Bay,Lower Bay,Lower Bay,-88,2431.319961,-44,969.2620629,,,,,,,9,0,T-Toward,90-Perpendicular,DF-Dive-fluke-up,100,moderate,strong,4',good,
48,2012-08-19-N,2012-08-19-N-005,2012-08-19-N-005,8/19/2012,N,MultiOb,2,1,2012,Volendam,Nat,Starboard,y,humpback whale,2,y,13,58.48663358,0,58.48663358,-136.051525,8/19/2012,8/19/2012,1712,8/19/2012,7:19:21,8/19/2012,20120819,07:19:21,345056,339.5472527,438692.2336,6483370.292,8.948936684,438687.2812,6483377.848,439762.8894,6486385.825,19.6763013,3194.504325,40.12904857,Lower Bay,Lower Bay,Lower Bay,-88,2391.204348,-72,377.3604068,,,,,,,8,1,A-Away,90-Perpendicular,BL-Blowing,50,none,moderate,calm,excellent,
49,2008-07-02-K,2008-07-02-K-079,2008-07-02-K-074,7/2/2008,N,MultiOb,3,6,2008,Statendam,Karin,Starboard,y,humpback whale,2,y,20,58.48680281,-136.055236,58.48680281,-136.055236,7/2/2008,7/2/2008,400,7/2/2008,15:39:59,7/2/2008,20080702,15:39:59,38705,163.6125926,438476.1757,6483392.525,11.84296598,438481.9032,6483380.137,437204.1942,6483124.476,78.68491823,1303.036021,95.07232567,Lower Bay,Lower Bay,Lower Bay,-84,2226.631466,-39,952.2772024,,,,,,,7,1,T-Toward,0-Parallel,DF-Dive-fluke-up,5,none,light,calm,excellent,
50,2008-06-06-N,2008-06-06-N-047,2008-06-06-N-046,6/6/2008,Y,MultiOb,1,2,2008,Volendam,Nat,Starboard,n,humpback whale,1,y,20,58.48693625,-136.0548759,58.48693625,-136.0548759,6/6/2008,6/6/2008,694,6/6/2008,17:09:12,6/6/2008,20080606,17:09:12,115476,160.1508393,438497.4017,6483407.051,12.11749208,438501.9347,6483400.384,438627.09,6482951.777,344.4116312,465.7386718,4.260791901,Lower Bay,Lower Bay,Lower Bay,-84,2251.636768,-86,2021.716263,,,,,,,6,1,T-Toward,90-Perpendicular,DF-Dive-fluke-up,100,light,light,calm,excellent,
51,2008-06-18-K,2008-06-18-K-079,2008-06-18-K-079,6/18/2008,Y,Single,1,1,2008,Statendam,Karin,Port,y,humpback whale,2,n,0,57.48030304,-134.7688775,57.48030304,-134.7688775,6/18/2008,6/18/2008,238,6/18/2008,19:44:32,6/18/2008,20080618,19:44:32,25143,172.0832309,513858.8125,6370876.643,17.42289208,513858.691,6370862.996,512886.1677,6369129.145,29.28822401,1987.974138,37.20499309,Chatham,Outside,Outside,-407,3779.344119,-640,3471.141493,,,,,,,6,1,A-Away,9-Perpendicular,DF-Dive-fluke-up,100,light,moderate,2',excellent,
52,2008-07-16-K,2008-07-16-K-115,2008-07-16-K-115,7/16/2008,Y,Single,1,1,2008,Statendam,Karin,Starboard,n,humpback whale,2,n,0,57.50995846,-134.769667,57.50995846,-134.769667,7/16/2008,7/16/2008,793,7/16/2008,20:24:37,7/16/2008,20080716,20:24:37,66721,172.0598903,513800.2797,6374177.836,18.97641444,513804.1254,6374164.741,514233.4044,6373424.609,329.8861463,855.6148704,-22.17374399,Chatham,Outside,Outside,-504,3302.313258,-500,3588.594025,,,,,,,7,1,W-With,0-Parallel,BL-Blowing,100,none,light,2',excellent,
53,2008-08-20-K,2008-08-20-K-086,2008-08-20-K-086,8/20/2008,Y,Single,1,1,2008,Statendam,Karin,Port,y,humpback whale,0,n,0,57.51410239,-134.7648411,57.51410239,-134.7648411,8/20/2008,8/20/2008,1391,8/20/2008,20:21:56,8/20/2008,20080820,20:21:56,116669,174.3928141,514087.8219,6374640.145,19.15997772,514087.1505,6374626.514,513084.8272,6372909.889,30.2802948,1987.827125,35.88748068,Chatham,Outside,Outside,-501,3710.720281,-583,2445.687344,bridge radioed about 2 other whales,,,,,,8,1,G-Against,0-Parallel,BL-Blowing,80,none,moderate,4',excellent,
54,2008-08-20-K,2008-08-20-K-085,2008-08-20-K-085,8/20/2008,Y,Single,1,1,2008,Statendam,Karin,Port,y,humpback whale,1,n,0,57.53793474,-134.7694113,57.53793474,-134.7694113,8/20/2008,8/20/2008,1390,8/20/2008,20:17:30,8/20/2008,20080820,20:17:30,116616,173.4564353,513805.0227,6377292.327,19.82891042,513804.5742,6377278.687,514007.3931,6373297.476,357.083643,3986.373706,3.627207778,Chatham,Outside,Outside,-602,4698.632828,-523,3356.117642,,,,,,,8,1,U-Unsure,U - Unsure,BL-Blowing,80,none,moderate,4',excellent,
55,2008-08-20-K,2008-08-20-K-084,2008-08-20-K-083,8/20/2008,Y,MultiOb,1,2,2008,Statendam,Karin,Port,y,humpback whale,1,n,0,57.60585641,-134.7842559,57.60585641,-134.7842559,8/20/2008,8/20/2008,1389,8/20/2008,20:05:01,8/20/2008,20080820,20:05:01,116466,172.9093322,512892.2714,6384850.799,19.54236648,512891.9531,6384837.156,514025.9979,6385832.864,228.7163815,1509.136377,-124.1929507,Chatham,Outside,Outside,-623,4194.341605,-568,5558.079131,,,,,,,8,1,W-With,0-Parallel,DN-Dive-no-fluke,80,none,moderate,4',excellent,
56,2010-08-15-K,2010-08-15-K-101,2010-08-15-K-099,8/15/2010,Y,MultiOb,1,3,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,57.60927564,0,57.60927564,-134.7848877,8/15/2010,8/15/2010,399,8/15/2010,20:48:23,8/15/2010,20100815,20:48:23,28889,173.1141031,512853.3084,6385231.328,19.16028175,512852.2592,6385223.335,512238.2987,6384574.438,223.415377,893.3160724,50.30127388,Chatham,Outside,Outside,-598,4263.715103,-520,3489.096681,,,,,,,8,1,W-With,0-Parallel,LF-Lunge-feed,10,none,strong,3',excellent,
57,2010-08-15-K,2010-08-15-K-100,2010-08-15-K-099,8/15/2010,N,MultiOb,2,2,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,57.61645272,0,57.61645272,-134.7864135,8/15/2010,8/15/2010,398,8/15/2010,20:47:02,8/15/2010,20100815,20:47:02,28872,173.243295,512759.6219,6386030.035,19.10459976,512758.5547,6386022.044,512286.1009,6384927.529,203.3477307,1192.130313,30.10443564,Chatham,Outside,Outside,-572,4413.480317,-486,3634.051252,,,,,,,8,1,T-Toward,90-Perpendicular,BL-Blowing,10,none,strong,3',excellent,
58,2008-08-20-K,2008-08-20-K-083,2008-08-20-K-083,8/20/2008,N,MultiOb,2,1,2008,Statendam,Karin,Port,y,humpback whale,1,n,0,57.61904667,-134.788251,57.61904667,-134.788251,8/20/2008,8/20/2008,1388,8/20/2008,20:02:32,8/20/2008,20080820,20:02:32,116436,170.2334529,512648.9501,6386318.465,19.36027572,512649.2691,6386304.821,514527.0886,6385631.164,289.7351712,1994.998777,-60.49828164,Chatham,Outside,Outside,-573,4403.083253,-598,5552.74344,,,,,,,8,1,U-Unsure,U - Unsure,BL-Blowing,80,none,moderate,4',excellent,
59,2010-08-15-K,2010-08-15-K-099,2010-08-15-K-099,8/15/2010,N,MultiOb,3,1,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,57.63037532,0,57.63037532,-134.7895414,8/15/2010,8/15/2010,397,8/15/2010,20:44:22,8/15/2010,20100815,20:44:22,28840,173.0864734,512567.9556,6387579.4,18.93796986,512566.9102,6387571.406,512115.1276,6385631.404,193.1092486,1991.912314,20.02277527,Chatham,Outside,Outside,-518,4738.369635,-600,3674.133138,,,,,,,8,1,A-Away,90-Perpendicular,DF-Dive-fluke-up,10,none,strong,3',excellent,
60,2008-08-31-K,2008-08-31-K-113,2008-08-31-K-112,8/31/2008,Y,MultiOb,1,2,2008,Ryndam,Karin,Starboard,y,humpback whale,2,n,0,57.63926215,-134.8087671,57.63926215,-134.8087671,8/31/2008,8/31/2008,1581,8/31/2008,20:09:44,8/31/2008,20080831,20:09:44,129715,174.0354622,511417.0698,6388565.34,20.0661976,511420.4618,6388552.121,512416.7789,6388546.144,270.3436787,996.3350731,-83.69178348,Chatham,Outside,Outside,-564,4001.063925,-577,4912.997518,,,,,,,8,1,A-Away,9-Perpendicular,DF-Dive-fluke-up,100,none,moderate,3',excellent,
61,2008-08-31-K,2008-08-31-K-112,2008-08-31-K-112,8/31/2008,N,MultiOb,2,1,2008,Ryndam,Karin,Starboard,y,humpback whale,2,n,0,57.64444803,-134.8097127,57.64444803,-134.8097127,8/31/2008,8/31/2008,1580,8/31/2008,20:08:47,8/31/2008,20080831,20:08:47,129704,174.3468296,511358.9932,6389142.507,19.95882266,511362.3133,6389129.269,513954.4167,6387637.992,299.9124818,2990.469429,-54.43434781,Chatham,Outside,Outside,-570,4062.022146,-580,5705.955387,,,,,,,8,1,U-Unsure,U - Unsure,BL-Blowing,100,none,moderate,3',excellent,
62,2008-08-06-K,2008-08-06-K-091,2008-08-06-K-091,8/6/2008,Y,Single,1,1,2008,Statendam,Karin,Starboard,y,humpback whale,1,n,0,57.65850549,-134.8046267,57.65850549,-134.8046267,8/6/2008,8/6/2008,1154,8/6/2008,19:41:17,8/6/2008,20080806,19:41:17,95302,170.9445056,511658.0859,6390708.34,20.56404497,511662.1858,6390695.323,508634.6922,6388089.394,49.27962657,3994.569138,58.33512096,Chatham,Outside,Outside,-567,4790.315153,-554,1327.406958,,,,,,,8,1,W-With,0-Parallel,DF-Dive-fluke-up,60,none,light,3',excellent,
63,2010-08-15-K,2010-08-15-K-098,2010-08-15-K-094,8/15/2010,Y,MultiOb,1,3,2010,Volendam,Karin,Port,n,humpback whale,1,n,0,57.65968733,0,57.65968733,-134.7975765,8/15/2010,8/15/2010,396,8/15/2010,20:38:41,8/15/2010,20100815,20:38:41,28772,166.1332874,512078.3825,6390841.144,18.99251048,512078.3126,6390833.083,511940.9082,6390365.89,196.3889476,486.979292,30.25566022,Chatham,Outside,Outside,-566,5227.450905,-570,4918.987753,"adjust course, later confirmed this with captain",,,Changed course,,,8,1,A-Away,90-Perpendicular,DF-Dive-fluke-up,10,none,strong,3',excellent,
64,2010-08-15-K,2010-08-15-K-097,2010-08-15-K-095,8/15/2010,Y,MultiOb,1,2,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,57.66388684,0,57.66388684,-134.7993096,8/15/2010,8/15/2010,395,8/15/2010,20:37:52,8/15/2010,20100815,20:37:52,28762,169.4380293,511973.5905,6391308.355,18.99708431,511973.056,6391300.311,512444.847,6391142.048,108.5441033,497.6283389,-60.89392599,Chatham,Outside,Outside,-558,5347.142442,-533,5687.183737,,,,,,,8,1,T-Toward,90-Perpendicular,DF-Dive-fluke-up,10,none,strong,3',excellent,
65,2010-08-15-K,2010-08-15-K-096,2010-08-15-K-094,8/15/2010,N,MultiOb,2,2,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,57.66835095,0,57.66835095,-134.8005545,8/15/2010,8/15/2010,394,8/15/2010,20:37:01,8/15/2010,20100815,20:37:01,28752,173.6231892,511897.8569,6391805.112,19.04673228,511896.7367,6391797.128,510904.1728,6391694.059,264.0716151,997.9009493,90.44842588,Chatham,Outside,Outside,-550,5530.57068,-567,4615.200007,"adjust course, later confirmed this with captain",,,Changed course,,,8,1,A-Away,90-Perpendicular,DF-Dive-fluke-up,10,none,strong,3',excellent,
66,2008-06-18-K,2008-06-18-K-078,2008-06-18-K-077,6/18/2008,Y,MultiOb,1,2,2008,Statendam,Karin,Port,y,humpback whale,1,n,0,57.67077299,-134.8092316,57.67077299,-134.8092316,6/18/2008,6/18/2008,237,6/18/2008,19:05:14,6/18/2008,20080618,19:05:14,24671,174.2048882,511379.4691,6392073.261,17.15492999,511378.8424,6392059.628,510815.1594,6390683.533,22.27524803,1487.068817,28.07035985,Chatham,Outside,Outside,-557,5216.579132,-463,4031.381727,,,,,,,6,1,T-Toward,9-Perpendicular,BL-Blowing,100,none,moderate,2',excellent,
67,2010-08-15-K,2010-08-15-K-095,2010-08-15-K-095,8/15/2010,N,MultiOb,2,1,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,57.67194754,0,57.67194754,-134.8011879,8/15/2010,8/15/2010,393,8/15/2010,20:36:20,8/15/2010,20100815,20:36:20,28744,174.5497448,511858.8965,6392205.398,19.00415666,511857.6473,6392197.433,512500.1713,6391574.124,134.1303665,895.1827309,-40.41937829,Chatham,Outside,Outside,-544,5697.621524,-524,5936.339407,,,,,,,8,1,A-Away,90-Perpendicular,DN-Dive-no-fluke,10,none,strong,3',excellent,
68,2008-06-11-K,2008-06-11-K-063,2008-06-11-K-063,6/11/2008,Y,Single,1,1,2008,Statendam,Karin,Starboard,y,humpback whale,2,n,0,57.67446136,-134.8055704,57.67446136,-134.8055704,6/11/2008,6/11/2008,62,6/11/2008,18:31:23,6/11/2008,20080611,18:31:23,6932,174.1223531,511596.6802,6392484.496,19.68344548,511600.0521,6392471.272,511214.951,6391669.591,25.65811396,889.3787012,31.53576082,Chatham,Outside,Outside,-557,5516.949116,-567,4871.794742,,,,,,,6,1,T-Toward,9-Perpendicular,DF-Dive-fluke-up,75,none,light,2',excellent,
69,2010-08-15-K,2010-08-15-K-094,2010-08-15-K-094,8/15/2010,N,MultiOb,3,1,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,57.67450679,0,57.67450679,-134.8016215,8/15/2010,8/15/2010,392,8/15/2010,20:35:50,8/15/2010,20100815,20:35:50,28738,174.2907357,511832.1999,6392490.236,18.94126204,511830.9868,6392482.266,509842.1854,6392291.281,264.5147058,1997.950461,90.22397011,Chatham,Outside,Outside,-541,5748.043785,-433,3768.788797,"adjust course, later confirmed this with captain",,,Changed course,,,8,1,WT-With/To,45-45-degrees,DF-Dive-fluke-up,10,none,strong,3',excellent,
70,2008-06-18-K,2008-06-18-K-077,2008-06-18-K-077,6/18/2008,N,MultiOb,2,1,2008,Statendam,Karin,Port,y,humpback whale,2,n,0,57.67824965,-134.8106608,57.67824965,-134.8106608,6/18/2008,6/18/2008,236,6/18/2008,19:03:41,6/18/2008,20080618,19:03:41,24653,173.8701245,511291.8921,6392905.376,17.41991986,511291.3451,6392891.74,511114.1082,6390913.347,5.119250199,1986.315804,11.24912571,Chatham,Outside,Outside,-557,5334.795018,-573,4405.270169,,,,,,,6,1,W-With,4-45-degrees,BL-Blowing,100,none,moderate,2',excellent,
71,2010-08-15-K,2010-08-15-K-093,2010-08-15-K-093,8/15/2010,Y,Single,1,1,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,57.67914223,0,57.67914223,-134.8024758,8/15/2010,8/15/2010,391,8/15/2010,20:34:57,8/15/2010,20100815,20:34:57,28727,174.845972,511779.7428,6393006.137,18.85044924,511778.4525,6392998.179,512041.1237,6392041.036,164.6539831,992.5319065,-10.1919889,Chatham,Outside,Outside,-543,5830.178774,-544,5772.840264,,,,,,,8,1,W-With,0-Parallel,DF-Dive-fluke-up,10,none,strong,3',excellent,
72,2008-08-03-K,2008-08-03-K-110,2008-08-03-K-110,8/3/2008,Y,Single,1,1,2008,Ryndam,Karin,Port,y,humpback whale,2,n,0,57.68373325,-134.8205323,57.68373325,-134.8205323,8/3/2008,8/3/2008,1056,8/3/2008,20:00:47,8/3/2008,20080803,20:00:47,87028,175.1069706,510701.5539,6393514.249,20.21747942,510700.7127,6393500.628,512193.5374,6393668.431,263.5865154,1502.226213,-91.52045527,Chatham,Outside,Outside,-553,4797.48396,-463,5926.481019,,,,,,,8,1,W-With,0-Parallel,LF-Lunge-feed,100,light,moderate,1',good,
73,2010-08-15-K,2010-08-15-K-092,2010-08-15-K-090,8/15/2010,Y,MultiOb,1,2,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,57.68965364,0,57.68965364,-134.8043304,8/15/2010,8/15/2010,390,8/15/2010,20:32:56,8/15/2010,20100815,20:32:56,28703,174.335022,511665.7594,6394176.023,18.90904049,511664.5401,6394168.054,512408.8188,6393668.476,123.8704377,896.3973687,-50.46458436,Chatham,Outside,Outside,-558,5683.793423,-463,5740.795451,,,,,,,8,1,W-With,0-Parallel,LF-Lunge-feed,10,none,strong,3',excellent,
74,2010-08-15-K,2010-08-15-K-091,2010-08-15-K-091,8/15/2010,Y,Single,1,1,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,57.70025977,0,57.70025977,-134.80616,8/15/2010,8/15/2010,389,8/15/2010,20:30:54,8/15/2010,20100815,20:30:54,28679,174.3079516,511553.303,6395356.463,18.93321638,511552.0875,6395348.493,512574.1171,6393636.672,149.1610049,1993.708726,-25.14694663,Chatham,Outside,Outside,-534,5639.004127,-345,5614.338427,,,,,,,8,1,T-Toward,90-Perpendicular,SA-Surface-active,10,none,strong,3',excellent,
75,2010-08-15-K,2010-08-15-K-090,2010-08-15-K-090,8/15/2010,N,MultiOb,2,1,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,57.70499823,0,57.70499823,-134.807049,8/15/2010,8/15/2010,388,8/15/2010,20:30:00,8/15/2010,20100815,20:30:00,28668,173.7493392,511498.8156,6395883.833,18.97384694,511497.6778,6395875.852,512162.2259,6394538.609,153.5747363,1493.265569,-20.17460286,Chatham,Outside,Outside,-525,5486.389284,-391,5513.002312,,,,,,,8,1,A-Away,90-Perpendicular,DN-Dive-no-fluke,10,none,strong,3',excellent,
76,2008-08-31-K,2008-08-31-K-111,2008-08-31-K-111,8/31/2008,Y,Single,1,1,2008,Ryndam,Karin,Starboard,y,humpback whale,1,n,0,57.72157839,-134.8232907,57.72157839,-134.8232907,8/31/2008,8/31/2008,1579,8/31/2008,19:54:46,8/31/2008,20080831,19:54:46,129535,175.2172466,510526.0885,6397727.026,20.29157452,510529.2071,6397713.74,512171.6915,6398456.257,245.6737244,1802.522255,-109.5435222,Chatham,Outside,Outside,-514,5258.382923,-503,4396.880701,,,,,,,8,1,G-Against,0-Parallel,DF-Dive-fluke-up,100,none,moderate,3',excellent,
77,2008-08-31-K,2008-08-31-K-110,2008-08-31-K-110,8/31/2008,Y,Single,1,1,2008,Ryndam,Karin,Starboard,y,humpback whale,1,n,0,57.72794779,-134.8242628,57.72794779,-134.8242628,8/31/2008,8/31/2008,1578,8/31/2008,19:53:38,8/31/2008,20080831,19:53:38,129522,174.9816799,510466.3479,6398435.968,20.24173122,510469.5211,6398422.695,512442.215,6398745.381,260.7100467,1998.911493,-94.27163318,Chatham,Outside,Outside,-511,5281.026503,-497,4103.227151,,,,,,,8,1,G-Against,0-Parallel,BL-Blowing,100,none,moderate,3',excellent,
78,2008-08-20-K,2008-08-20-K-082,2008-08-20-K-080,8/20/2008,N,MultiOb,2,3,2008,Statendam,Karin,Port,y,humpback whale,1,n,0,57.7436269,-134.822002,57.7436269,-134.822002,8/20/2008,8/20/2008,1387,8/20/2008,19:39:08,8/20/2008,20080820,19:39:08,116155,174.5336136,510596.4059,6400181.847,19.82959471,510595.701,6400168.218,512410.4456,6401023.896,244.7554442,2006.360688,-109.7781694,Chatham,Outside,Outside,-505,5332.04144,-501,4081.737986,,,,,,,8,1,W-With,0-Parallel,DF-Dive-fluke-up,80,none,moderate,4',excellent,
79,2008-08-20-K,2008-08-20-K-081,2008-08-20-K-080,8/20/2008,Y,MultiOb,1,2,2008,Statendam,Karin,Port,y,humpback whale,1,n,0,57.74756748,-134.8226709,57.74756748,-134.8226709,8/20/2008,8/20/2008,1386,8/20/2008,19:38:25,8/20/2008,20080820,19:38:25,116147,175.0247623,510555.4392,6400620.441,19.82310112,510554.6175,6400606.818,512525.6054,6400964.29,259.7201939,2003.142278,-95.30456845,Chatham,Outside,Outside,-506,5362.001336,-512,3958.106727,,,,,,,8,1,A-Away,9-Perpendicular,DF-Dive-fluke-up,80,none,moderate,4',excellent,
80,2008-08-20-K,2008-08-20-K-080,2008-08-20-K-080,8/20/2008,N,MultiOb,3,1,2008,Statendam,Karin,Port,y,humpback whale,1,n,0,57.75741119,-134.8244552,57.75741119,-134.8244552,8/20/2008,8/20/2008,1385,8/20/2008,19:36:36,8/20/2008,20080820,19:36:36,116125,173.9248646,510446.3876,6401716.05,19.70647093,510445.8276,6401702.414,513313.7327,6400833.939,286.8476485,2996.519319,-67.07721605,Chatham,Outside,Outside,-511,5583.709258,-512,3159.275489,,,,,,,8,1,G-Against,0-Parallel,BL-Blowing,80,none,moderate,4',excellent,
81,2010-07-25-K,2010-07-25-K-007,2010-07-25-K-007,7/25/2010,Y,MultiOb,1,1,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,58.2435257,0,58.2435257,-135.427619,7/25/2010,7/25/2010,116,7/25/2010,4:51:13,7/25/2010,20100725,04:51:13,7037,286.4684024,474895.7181,6455902.808,11.4291561,474888.7955,6455906.94,471228.3877,6454305.802,246.3744372,3995.27574,-40.09396523,East Icy,Outside,Outside,-249,6046.674711,-172,4359.85289,,,,,,,7,1,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up,100,none,moderate,calm,excellent,
82,2009-07-06-K,2009-07-06-K-058,2009-07-06-K-058,7/6/2009,N,MultiOb,3,1,2009,Zaandam,Karin,Port,y,humpback whale,1,n,0,58.23599347,-136.483204,58.23599347,-136.483204,7/6/2009,7/6/2009,1097,7/6/2009,18:52:04,7/6/2009,20090706,18:52:04,76146,219.4197912,412910.8653,6455943.013,12.47774323,412899.6683,6455932.541,411894.6642,6453120.406,199.6659336,2986.324718,-19.75385757,West Icy,Outside,Lower Bay,-227,5053.352654,-230,5129.914885,,,,,,,7,1,WT-With/To,45-45-degrees,BL-Blowing,10,none,moderate,2',excellent,
83,2010-07-25-K,2010-07-25-K-008,2010-07-25-K-007,7/25/2010,Y,MultiOb,1,2,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,58.24399349,0,58.24399349,-135.4305909,7/25/2010,7/25/2010,117,7/25/2010,4:51:43,7/25/2010,20100725,04:51:43,7043,287.2206438,474721.5818,6455956.001,11.44607136,474714.714,6455960.224,471033.6008,6454407.28,247.1266786,3995.27574,-40.09396523,East Icy,Outside,Outside,-249,6186.382171,-172,4448.972313,,,,,,,7,1,T-Toward,90-Perpendicular,DF-Dive-fluke-up,100,none,moderate,calm,excellent,
84,2010-07-25-K,2010-07-25-K-009,2010-07-25-K-007,7/25/2010,N,MultiOb,2,3,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,58.24486161,0,58.24486161,-135.4360045,7/25/2010,7/25/2010,118,7/25/2010,4:52:40,7/25/2010,20100725,04:52:40,7055,287.1514198,474404.3961,6456054.698,11.40252875,474397.5232,6456058.912,471043.9953,6453885.033,237.0472163,3996.486126,-50.1042035,East Icy,Outside,Outside,-259,6445.661613,-151,3927.675321,,,,,,,7,1,A-Away,90-Perpendicular,DF-Dive-fluke-up,100,none,moderate,calm,excellent,
85,2009-05-24-K,2009-05-24-K-013,2009-05-24-K-013,5/24/2009,Y,Single,1,1,2009,Volendam,Karin,Starboard,n,humpback whale,1,n,0,58.24827522,-135.4457726,58.24827522,-135.4457726,5/24/2009,5/24/2009,123,5/24/2009,5:38:57,5/24/2009,20090524,05:38:57,12303,293.6891238,473833.4795,6456438.507,18.85714811,473825.524,6456439.814,473373.5761,6455776.793,214.2802928,802.4046292,-79.408831,East Icy,Outside,Outside,-258,6869.062144,-241,6304.098949,,,,,,,5,0,WA-With/Aw,45-45-degrees,DF-Dive-fluke-up,100,none,moderate,calm,excellent,
86,2009-08-03-K,2009-08-03-K-070,2009-08-03-K-070,8/3/2009,Y,Single,1,1,2009,Zaandam,Karin,Starboard,y,humpback whale,1,n,0,58.24135814,-136.4495085,58.24135814,-136.4495085,8/3/2009,8/3/2009,1594,8/3/2009,18:00:13,8/3/2009,20090803,18:00:13,112783,210.1889006,414902.0189,6456497.16,14.13661692,414896.1043,6456483.015,412210.2774,6455172.659,243.9932526,2988.427831,33.80435198,West Icy,Outside,Outside,-180,3778.980478,-216,4640.612491,,,,,,,8,1,W-With,0-Parallel,DF-Dive-fluke-up,100,none,strong,3',good,
87,2010-07-25-K,2010-07-25-K-010,2010-07-25-K-010,7/25/2010,N,MultiOb,2,1,2010,Volendam,Karin,Port,y,humpback whale,1,n,0,58.24943746,0,58.24943746,-135.4652229,7/25/2010,7/25/2010,119,7/25/2010,4:57:44,7/25/2010,20100725,04:57:44,7115,289.4738269,472692.6663,6456575.625,11.3844816,472685.9698,6456580.114,471400.6449,6455813.771,239.1955342,1496.443164,-50.27829274,East Icy,Outside,Outside,-244,6849.599613,-202,5877.175129,,,,,,,7,1,W-With,0-Parallel,BL-Blowing,100,none,moderate,calm,excellent,
