cruise_event_ID,unique_event_ID,same_whale_ID,event_date,CPA,ob_type,ob_order_CPA,ob_order_time,year,ship,observer,observer_location,approx,species,count,IS_WW,WW_Speed,LAT,LONG,Y_PROJ,X_PROJ,NDateS,NDateD,waypoint_ID,DateD,TimeD,DateTime,DateTxt,TimeTxt,track_ID,vessel_azimuth,X_GPS_UTM,Y_GPS_UTM,ship_speed,X_ship_UTM,Y_ship_UTM,X_whale_UTM,Y_whale_UTM,ship_whale_azimuth,ship_whale_dist,ship_whale_bearing,subarea_1,subarea_2,subarea_3,ship_depth_m,ship_dist_shore_m,whale_depth_m,whale_dist_shore_m,radio_comm,radio_contact,radio_by,radio_resp,radio_time,radio_y_n,month,season,whale_direction,whale_orientation,whale_behavior,clouds,rain,wind,waves,visibility,shape_fn,val_beh,num_beh,num_obs,duplicate
2008-07-07-K,2008-07-07-K-011,2008-07-07-K-009,7/7/2008,Y,MultiOb,1,3,2008,Amsterdam,Karin,Port,n,humpback whale,2,n,0,58.30825729,-135.7942975,58.30825729,-135.7942975,7/7/2008,7/7/2008,468,7/7/2008,1/0/1900,7/7/2008,20080707,6:06:42,44158,285.6344055,453454.5346,6463304.764,13.43769981,453440.436,6463310.787,452787.3716,6462539.981,40.27290714,1010.264574,-65.36149838,Lower Bay,Outside,Outside,-104,2311.702521,-99,1572.517672,,,,,,,7,1,G/A-Ag/Aw,4-45-degrees,DF-Dive-fluke-up,90,none,moderate,calm,excellent,NA,2,2,3,0
2008-07-07-K,2008-07-07-K-012,2008-07-07-K-012,7/7/2008,N,MultiOb,2,1,2008,Amsterdam,Karin,Port,y,humpback whale,2,n,0,58.31466677,-135.8463317,58.31466677,-135.8463317,7/7/2008,7/7/2008,469,7/7/2008,1/0/1900,7/7/2008,20080707,6:14:16,44249,282.9584055,450414.417,6464055.499,12.81951208,450400.0526,6464060.857,446956.5892,6463514.018,80.97649897,3486.613362,-21.98190657,Lower Bay,Outside,Outside,-72,3833.948022,-31,5594.699283,,,,,,,7,1,A-Away,9-Perpendicular,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,2,0
2008-07-07-K,2008-07-07-K-014,2008-07-07-K-012,7/7/2008,Y,MultiOb,1,2,2008,Amsterdam,Karin,Port,y,humpback whale,2,n,0,58.31651984,-135.8626512,58.31651984,-135.8626512,7/7/2008,7/7/2008,471,7/7/2008,1/0/1900,7/7/2008,20080707,6:16:46,44279,282.602844,449460.9527,6464273.942,12.49298051,449446.5553,6464279.21,447110.2747,6463423.008,69.87308673,2488.230051,-32.72975725,Lower Bay,Outside,Outside,-63,4438.183931,-33,5416.575595,,,,,,,7,1,W/A-Wi/Aw,4-45-degrees,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,2,0
2008-07-07-K,2008-07-07-K-013,2008-07-07-K-013,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,y,humpback whale,2,n,0,58.31530371,-135.8518724,58.31530371,-135.8518724,7/7/2008,7/7/2008,470,7/7/2008,1/0/1900,7/7/2008,20080707,6:15:07,44259,283.0745969,450090.7024,6464130.506,12.76241855,450076.3489,6464135.892,446165.5593,6464900.588,101.0637298,3984.850612,-2.010867094,Lower Bay,Outside,Outside,-66,4023.451682,-39,6329.98814,,,,,,,7,1,A-Away,9-Perpendicular,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,1,0
2008-07-07-K,2008-07-07-K-015,2008-07-07-K-015,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,n,humpback whale,1,n,0,58.31867885,-135.882371,58.31867885,-135.882371,7/7/2008,7/7/2008,472,7/7/2008,1/0/1900,7/7/2008,20080707,6:19:50,44316,281.6644671,448308.8471,6464529.282,12.53641396,448294.3654,6464534.314,448124.9541,6463797.173,12.94308904,756.3574271,-88.72137809,Lower Bay,Outside,Outside,-47,5312.175865,-60,4880.468037,,,,,,,7,1,G-Against,0-Parallel,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,1,0
2008-07-07-K,2008-07-07-K-016,2008-07-07-K-016,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.31892922,-135.8848662,58.31892922,-135.8848662,7/7/2008,7/7/2008,473,7/7/2008,1/0/1900,7/7/2008,20080707,6:20:14,44320,281.3839386,448163.044,6464559.075,12.47839968,448148.9326,6464565.996,447443.4278,6464018.772,52.20106208,892.8560053,-49.18287654,Lower Bay,Outside,Outside,-47,5430.337146,-33,5526.53616,,,,,,,7,1,G-Against,0-Parallel,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,1,0
2008-07-07-K,2008-07-07-K-017,2008-07-07-K-017,7/7/2008,N,MultiOb,2,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.31990168,-135.8952212,58.31990168,-135.8952212,7/7/2008,7/7/2008,474,7/7/2008,1/0/1900,7/7/2008,20080707,6:21:49,44339,281.8226613,447557.8917,6464675.361,12.48821455,447543.8337,6464682.39,446388.5444,6464107.556,63.5465742,1290.398094,-38.27608713,Lower Bay,Outside,Outside,-32,5922.501753,-36,6401.969153,,,,,,,7,1,G/A-Ag/Aw,4-45-degrees,BL-Blowing,90,none,moderate,calm,excellent,NA,1,2,2,0
2008-07-07-K,2008-07-07-K-019,2008-07-07-K-017,7/7/2008,Y,MultiOb,1,2,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.32061431,-135.9009873,58.32061431,-135.9009873,7/7/2008,7/7/2008,476,7/7/2008,1/0/1900,7/7/2008,20080707,6:22:44,44350,286.0692258,447221.1892,6464759.205,12.33496756,447207.1367,6464765.335,446500.7192,6464065.882,45.28383462,994.1127957,-60.78539114,Lower Bay,Outside,Outside,-33,6214.334736,-36,6286.955147,,,,,,,7,1,G-Against,0-Parallel,LF-Lunge-feed,90,none,moderate,calm,excellent,NA,4,2,2,0
2008-07-07-K,2008-07-07-K-018,2008-07-07-K-018,7/7/2008,N,MultiOb,3,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.3202554,-135.8983125,58.3202554,-135.8983125,7/7/2008,7/7/2008,475,7/7/2008,1/0/1900,7/7/2008,20080707,6:22:18,44345,283.9415979,447377.3335,6464717.153,12.41439589,447363.545,6464724.698,446178.2331,6464761.122,91.76014713,1185.871411,-12.18145081,Lower Bay,Outside,Outside,-32,6076.523215,-39,6468.610808,,,,,,,7,1,G-Against,0-Parallel,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,3,0
2008-07-07-K,2008-07-07-K-021,2008-07-07-K-018,7/7/2008,N,MultiOb,2,2,2008,Amsterdam,Karin,Port,n,humpback whale,1,n,0,58.32204301,-135.909172,58.32204301,-135.909172,7/7/2008,7/7/2008,478,7/7/2008,1/0/1900,7/7/2008,20080707,6:24:04,44366,290.7245711,446743.906,6464924.712,12.27597118,446730.3973,6464931.961,446346.023,6464818.843,73.60130737,400.6735201,-37.12326372,Lower Bay,Outside,Outside,-37,6289.932898,-39,6404.653634,,,,,,,7,1,G-Against,0-Parallel,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,3,0
2008-07-07-K,2008-07-07-K-022,2008-07-07-K-018,7/7/2008,Y,MultiOb,1,3,2008,Amsterdam,Karin,Port,n,humpback whale,1,n,0,58.32283141,-135.9132304,58.32283141,-135.9132304,7/7/2008,7/7/2008,479,7/7/2008,1/0/1900,7/7/2008,20080707,6:24:44,44374,291.223884,446507.3771,6465015.704,12.34602395,446493.9321,6465023.071,446369.7165,6464812.38,30.5220466,244.5814746,-80.7018374,Lower Bay,Outside,Outside,-37,6198.506364,-39,6410.578148,,,,,,,7,1,G-Against,0-Parallel,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,3,0
2008-07-07-K,2008-07-07-K-020,2008-07-07-K-020,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,n,humpback whale,2,n,0,58.32132803,-135.9053369,58.32132803,-135.9053369,7/7/2008,7/7/2008,477,7/7/2008,1/0/1900,7/7/2008,20080707,6:23:26,44359,289.4984327,446967.4709,6464842.084,12.23558497,446953.8102,6464849.043,446378.177,6464142.275,39.16139373,911.523065,-70.33703898,Lower Bay,Outside,Outside,-33,6378.473007,-36,6430.900578,,,,,,,7,1,A-Away,9-Perpendicular,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,1,0
2008-07-07-K,2008-07-07-K-023,2008-07-07-K-023,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.32546878,-135.9266318,58.32546878,-135.9266318,7/7/2008,7/7/2008,480,7/7/2008,1/0/1900,7/7/2008,20080707,6:26:55,44401,291.9886698,445726.4594,6465320.055,12.336538,445713.1139,6465327.6,445235.0359,6464566.212,32.12485093,899.0384241,-79.86381887,Lower Bay,Outside,Outside,-39,5946.676217,-42,5954.715384,,,,,,,7,1,G-Against,0-Parallel,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,1,0
2008-07-07-K,2008-07-07-K-026,2008-07-07-K-026,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.35533978,-135.9681826,58.35533978,-135.9681826,7/7/2008,7/7/2008,483,7/7/2008,1/0/1900,7/7/2008,20080707,6:39:01,44546,0.382312326,443340.7377,6468679.9,12.66972312,443344.839,6468695.073,440523.4902,6469710.866,109.8008113,2998.640583,-70.58150102,Lower Bay,Outside,Outside,-70,3941.754492,-25,1510.488272,,,,,,,7,1,T-Toward,9-Perpendicular,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,1,0
2008-07-07-K,2008-07-07-K-027,2008-07-07-K-027,7/7/2008,N,MultiOb,4,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,y,20,58.38042967,-135.9628764,58.38042967,-135.9628764,7/7/2008,7/7/2008,484,7/7/2008,1/0/1900,7/7/2008,20080707,6:46:13,44632,13.82499997,443691.2201,6471468.765,12.53518053,443698.7364,6471482.569,441358.8782,6472368.741,110.7431271,2502.046529,-83.08187287,Lower Bay,Outside,Lower Bay,-71,2441.731775,-58,2098.975315,,,,,,,7,1,W-With,0-Parallel,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,4,0
2008-07-07-K,2008-07-07-K-028,2008-07-07-K-027,7/7/2008,N,MultiOb,3,2,2008,Amsterdam,Karin,Port,y,humpback whale,1,y,20,58.38973249,-135.9584796,58.38973249,-135.9584796,7/7/2008,7/7/2008,485,7/7/2008,1/0/1900,7/7/2008,20080707,6:48:56,44665,14.93099281,443963.0897,6472500.803,12.77425533,443968.9385,6472514.975,442822.5599,6472873.586,107.3707696,1201.160196,-87.5602232,Lower Bay,Lower Bay,Lower Bay,-70,2246.309052,-63,3446.738772,,,,,,,7,1,W/T-Wit/To,4-45-degrees,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,4,0
2008-07-07-K,2008-07-07-K-029,2008-07-07-K-027,7/7/2008,N,MultiOb,2,3,2008,Amsterdam,Karin,Port,y,humpback whale,2,y,20,58.39463021,-135.9561675,58.39463021,-135.9561675,7/7/2008,7/7/2008,486,7/7/2008,1/0/1900,7/7/2008,20080707,6:50:21,44682,14.73444289,444106.0083,6473044.158,12.78454664,444113.7427,6473057.84,443017.0835,6473199.135,97.34157392,1105.723928,-97.39286897,Lower Bay,Lower Bay,Lower Bay,-71,2263.560015,-65,3343.289504,,,,,,,7,1,W/T-Wit/To,4-45-degrees,BL-Blowing,90,none,moderate,calm,excellent,NA,1,1,4,0
2008-07-07-K,2008-07-07-K-030,2008-07-07-K-027,7/7/2008,Y,MultiOb,1,4,2008,Amsterdam,Karin,Port,y,humpback whale,2,y,20,58.40909368,-135.9559252,58.40909368,-135.9559252,7/7/2008,7/7/2008,487,7/7/2008,1/0/1900,7/7/2008,20080707,6:55:38,44745,332.9188266,444143.0577,6474654.22,7.63915275,444137.9186,6474668.664,443215.3258,6474281.274,67.22282731,1000.623943,-85.6959993,Lower Bay,Lower Bay,Lower Bay,-65,2898.530569,-63,3567.55901,,,,,,,7,1,W-With,0-Parallel,BL-Blowing,60,none,moderate,calm,excellent,NA,1,1,4,0
2008-07-07-K,2008-07-07-K-042,2008-07-07-K-042,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,y,20,58.49454878,-136.0508271,58.49454878,-136.0508271,7/7/2008,7/7/2008,499,7/7/2008,1/0/1900,7/7/2008,20080707,7:26:00,45110,355.8492724,438746.7057,6484250.88,14.27720515,438747.6003,6484266.185,434818.2731,6488785.987,138.9976646,5989.008258,-36.85160786,Lower Bay,Lower Bay,Lower Bay,-90,1875.489566,-58,909.7507999,,,,,,,7,1,A-Away,0-Parallel,DF-Dive-fluke-up,60,none,moderate,calm,excellent,NA,2,1,1,0
2008-07-07-K,2008-07-07-K-043,2008-07-07-K-043,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,y,20,58.50865695,-136.0521767,58.50865695,-136.0521767,7/7/2008,7/7/2008,500,7/7/2008,1/0/1900,7/7/2008,20080707,7:29:37,45153,0.531620563,438692.635,6485822.822,14.09314883,438696.7759,6485837.984,436647.2975,6487260.309,124.7604038,2494.668298,-55.77121677,Lower Bay,Lower Bay,Lower Bay,-98,1376.809043,-82,1189.581282,,,,,,,7,1,T-Toward,9-Perpendicular,DF-Dive-fluke-up,60,none,moderate,calm,excellent,NA,2,1,1,0
2008-07-07-K,2008-07-07-K-046,2008-07-07-K-046,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,y,humpback whale,2,y,20,58.52119233,-136.053269,58.52119233,-136.053269,7/7/2008,7/7/2008,503,7/7/2008,1/0/1900,7/7/2008,20080707,7:32:49,45191,356.3267395,438650.8768,6487219.428,14.30312389,438651.8989,6487234.725,437173.2867,6486961.547,79.53248023,1503.635602,-96.79425928,Lower Bay,Lower Bay,Lower Bay,-95,1734.618204,-81,1413.328902,,,,,,,7,1,G-Against,0-Parallel,DF-Dive-fluke-up,60,none,moderate,calm,excellent,NA,2,1,1,0
2008-07-07-K,2008-07-07-K-047,2008-07-07-K-047,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,n,humpback whale,1,y,20,58.52328957,-136.0536045,58.52328957,-136.0536045,7/7/2008,7/7/2008,504,7/7/2008,1/0/1900,7/7/2008,20080707,7:33:22,45198,355.9788295,438634.9972,6487453.228,13.90268364,438635.9264,6487468.531,437608.6139,6487292.5,80.2767854,1042.284792,-95.70204405,Lower Bay,Lower Bay,Lower Bay,-95,1863.113949,-91,1957.390341,,,,,,,7,1,W-With,0-Parallel,DF-Dive-fluke-up,60,none,moderate,calm,excellent,NA,2,1,1,0
2008-07-07-K,2008-07-07-K-062,2008-07-07-K-062,7/7/2008,N,MultiOb,3,1,2008,Amsterdam,Karin,Port,n,humpback whale,1,n,0,58.69034274,-136.2050412,58.69034274,-136.2050412,7/7/2008,7/7/2008,519,7/7/2008,1/0/1900,7/7/2008,20080707,8:11:05,45651,322.1140831,430149.3805,6506199.949,18.78134538,430143.2033,6506214.402,428352.0769,6506297.287,92.64951596,1793.043126,-49.4645671,Middle Bay,Middle Bay,Middle Bay,-324,1994.906028,-284,1625.398992,,,,,,,7,1,W-With,0-Parallel,BL-Blowing,100,none,moderate,1',excellent,NA,1,2,3,0
2008-07-07-K,2008-07-07-K-065,2008-07-07-K-062,7/7/2008,N,MultiOb,2,2,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.69891115,-136.2209612,58.69891115,-136.2209612,7/7/2008,7/7/2008,522,7/7/2008,1/0/1900,7/7/2008,20080707,8:13:20,45678,311.2837163,429244.0077,6507170.594,19.18697494,429233.9052,6507182.126,428363.4719,6506985.036,77.24181412,892.4676048,-54.0419022,Middle Bay,Middle Bay,Middle Bay,-338,2553.028413,-321,2311.896397,,,,,,,7,1,U-Unsure,U - Unsure,BL-Blowing,100,none,moderate,1',excellent,NA,1,2,3,0
2008-07-07-K,2008-07-07-K-066,2008-07-07-K-062,7/7/2008,Y,MultiOb,1,3,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.70231604,-136.2280881,58.70231604,-136.2280881,7/7/2008,7/7/2008,523,7/7/2008,1/0/1900,7/7/2008,20080707,8:14:17,45689,316.21358,428837.9702,6507557.215,19.0354412,428828.8961,6507569.573,428124.4045,6507095.589,56.06724355,849.0988634,-80.14633649,Middle Bay,Middle Bay,Middle Bay,-352,2904.030353,-318,2442.280796,,,,,,,7,1,U-Unsure,U - Unsure,LF-Lunge-feed,100,none,moderate,1',excellent,NA,4,2,3,0
2008-07-07-K,2008-07-07-K-063,2008-07-07-K-063,7/7/2008,N,MultiOb,2,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.69317122,-136.2093901,58.69317122,-136.2093901,7/7/2008,7/7/2008,520,7/7/2008,1/0/1900,7/7/2008,20080707,8:11:46,45659,320.912815,429902.9939,6506519.393,19.1249941,429894.9626,6506532.452,429157.8431,6507023.898,123.69184,885.925689,-17.22097499,Middle Bay,Middle Bay,Middle Bay,-326,2130.98615,-335,2385.82381,,,,,,,7,1,T-Toward,9-Perpendicular,BL-Blowing,100,none,moderate,1',excellent,NA,1,1,2,0
2008-07-07-K,2008-07-07-K-064,2008-07-07-K-063,7/7/2008,Y,MultiOb,1,2,2008,Amsterdam,Karin,Port,n,humpback whale,1,n,0,58.69572493,-136.2139532,58.69572493,-136.2139532,7/7/2008,7/7/2008,521,7/7/2008,1/0/1900,7/7/2008,20080707,8:12:26,45667,314.7691796,429643.679,6506808.486,19.19375149,429634.2963,6506820.61,429325.4147,6507008.133,121.2619756,361.3480517,-13.507204,Middle Bay,Middle Bay,Middle Bay,-328,2297.560696,-328,2397.36954,,,,,,,7,1,T-Toward,9-Perpendicular,BL-Blowing,100,none,moderate,1',excellent,NA,1,1,2,0
2008-07-07-K,2008-07-07-K-069,2008-07-07-K-069,7/7/2008,N,MultiOb,4,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.76119103,-136.337831,58.76119103,-136.337831,7/7/2008,7/7/2008,526,7/7/2008,1/0/1900,7/7/2008,20080707,14:22:03,46641,127.7875521,422610.2312,6514233.563,17.00311659,422621.0181,6514222.669,422445.3354,6509736.61,2.242666873,4489.497353,54.45511477,Middle Bay,West Arm,West Arm,-367,2216.311104,-159,2416.496035,,,,,,,7,1,U-Unsure,U - Unsure,BL-Blowing,100,none,none,2',excellent,NA,1,1,4,0
2008-07-07-K,2008-07-07-K-070,2008-07-07-K-069,7/7/2008,N,MultiOb,3,2,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.75817112,-136.3300311,58.75817112,-136.3300311,7/7/2008,7/7/2008,527,7/7/2008,1/0/1900,7/7/2008,20080707,14:23:08,46654,127.9462865,423054.7201,6513888.366,16.96378658,423064.2469,6513875.865,423122.2612,6509588.923,359.2246766,4287.334717,51.27839007,Middle Bay,West Arm,West Arm,-400,2388.822967,-89,1751.544612,,,,,,,7,1,W/A-Wi/Aw,4-45-degrees,BL-Blowing,100,none,none,2',excellent,NA,1,1,4,0
2008-07-07-K,2008-07-07-K-071,2008-07-07-K-069,7/7/2008,N,MultiOb,2,3,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.75407572,-136.3195176,58.75407572,-136.3195176,7/7/2008,7/7/2008,528,7/7/2008,1/0/1900,7/7/2008,20080707,14:24:35,46671,127.999144,423653.9206,6513420.389,16.87211,423664.6672,6513409.455,423586.7302,6509921.066,1.279880338,3489.25946,53.28073636,Middle Bay,West Arm,West Arm,-359,2758.143584,-109,1279.861799,,,,,,,7,1,W/A-Wi/Aw,4-45-degrees,BL-Blowing,100,none,none,2',excellent,NA,1,1,4,0
2008-07-07-K,2008-07-07-K-074,2008-07-07-K-069,7/7/2008,Y,MultiOb,1,4,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.74494104,-136.2961813,58.74494104,-136.2961813,7/7/2008,7/7/2008,531,7/7/2008,1/0/1900,7/7/2008,20080707,14:27:51,46711,130.9228898,424984.3586,6512377.045,16.7667872,424993.2234,6512364.066,425030.7732,6510977.895,358.4483034,1386.679467,47.52541356,Middle Bay,West Arm,West Arm,-295,2455.510151,-130,1069.688562,,,,,,,7,1,G/A-Ag/Aw,4-45-degrees,BL-Blowing,100,light,none,2',excellent,NA,1,1,4,0
2008-07-07-K,2008-07-07-K-072,2008-07-07-K-072,7/7/2008,N,MultiOb,2,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.75169652,-136.3133573,58.75169652,-136.3133573,7/7/2008,7/7/2008,529,7/7/2008,1/0/1900,7/7/2008,20080707,14:25:27,46682,127.8183725,424005.1279,6513148.504,16.67235768,424015.9089,6513137.604,424065.8347,6511950.135,357.5924855,1188.518711,49.77411303,Middle Bay,West Arm,West Arm,-336,2847.500563,-200,2241.267144,,,,,,,7,1,T-Toward,9-Perpendicular,BL-Blowing,100,none,none,2',excellent,NA,1,1,2,0
2008-07-07-K,2008-07-07-K-073,2008-07-07-K-072,7/7/2008,Y,MultiOb,1,2,2008,Amsterdam,Karin,Port,n,humpback whale,1,n,0,58.74739895,-136.3022758,58.74739895,-136.3022758,7/7/2008,7/7/2008,530,7/7/2008,1/0/1900,7/7/2008,20080707,14:27:00,46700,127.7505518,424636.9859,6512657.529,16.90827766,424646.5554,6512645.061,424791.4663,6512377.688,331.5431073,304.1167957,23.79255547,Middle Bay,West Arm,West Arm,-204,2645.144422,-204,2478.135471,,,,,,,7,1,G-Against,0-Parallel,BL-Blowing,100,light,none,2',excellent,NA,1,1,2,0
2008-07-07-K,2008-07-07-K-075,2008-07-07-K-075,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,n,0,58.58289069,-136.0653987,58.58289069,-136.0653987,7/7/2008,7/7/2008,532,7/7/2008,1/0/1900,7/7/2008,20080707,15:11:32,47235,177.4257597,438053.378,6494099.695,16.99405921,438050.0647,6494084.331,435942.1694,6491308.177,37.20890141,3485.721229,39.7831417,Lower Bay,Middle Bay,Middle Bay,-132,1510.572538,-68,337.6775579,,,,,,,7,1,T-Toward,9-Perpendicular,BL-Blowing,100,light,none,2',excellent,NA,1,1,1,0
2008-07-07-K,2008-07-07-K-077,2008-07-07-K-077,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,y,13,58.52582132,-136.0549968,58.52582132,-136.0549968,7/7/2008,7/7/2008,534,7/7/2008,1/0/1900,7/7/2008,20080707,15:26:45,47417,176.1501245,438558.3356,6487736.37,9.852047048,438557.3607,6487721.07,438556.3303,6487699.343,2.715174777,21.75116479,6.565050238,Lower Bay,Middle Bay,Middle Bay,-94,2052.652177,-94,2043.169616,,,,,,,7,1,G-Against,0-Parallel,BL-Blowing,100,moderate,light,calm,excellent,NA,1,1,1,0
2008-07-07-K,2008-07-07-K-079,2008-07-07-K-079,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,y,20,58.49335134,-136.0528872,58.49335134,-136.0528872,7/7/2008,7/7/2008,536,7/7/2008,1/0/1900,7/7/2008,20080707,15:37:03,47541,167.7939428,438624.5386,6484119.445,11.24669756,438625.7975,6484104.166,437068.0961,6482863.554,51.46487579,1991.369078,63.67093302,Lower Bay,Lower Bay,Lower Bay,-90,2075.587905,-30,722.4924301,,,,,,,7,1,T-Toward,9-Perpendicular,BL-Blowing,100,moderate,light,calm,excellent,NA,1,1,1,0
2008-07-07-K,2008-07-07-K-080,2008-07-07-K-080,7/7/2008,N,MultiOb,3,1,2008,Amsterdam,Karin,Port,y,humpback whale,1,y,20,58.4889666,-136.0508654,58.4889666,-136.0508654,7/7/2008,7/7/2008,537,7/7/2008,1/0/1900,7/7/2008,20080707,15:38:29,47558,167.1598339,438734.7542,6483629.433,11.32969183,438736.1821,6483614.169,437584.064,6482667.307,50.58511204,1491.282591,63.42527813,Lower Bay,Lower Bay,Lower Bay,-89,2363.756104,-18,1191.647128,,,,,,,7,1,T-Toward,9-Perpendicular,BL-Blowing,100,moderate,light,calm,excellent,NA,1,2,3,0
2008-07-07-K,2008-07-07-K-081,2008-07-07-K-080,7/7/2008,N,MultiOb,2,2,2008,Amsterdam,Karin,Port,y,humpback whale,2,y,20,58.48589019,-136.0494558,58.48589019,-136.0494558,7/7/2008,7/7/2008,538,7/7/2008,1/0/1900,7/7/2008,20080707,15:39:29,47570,167.374852,438811.5793,6483285.642,11.4821307,438810.9983,6483269.936,437981.6604,6482727.96,56.83522561,990.7264559,69.46037359,Lower Bay,Lower Bay,Lower Bay,-88,2383.590306,-56,1467.671775,,,,,,,7,1,T-Toward,9-Perpendicular,BL-Blowing,100,moderate,light,calm,excellent,NA,1,2,3,0
2008-07-07-K,2008-07-07-K-082,2008-07-07-K-080,7/7/2008,Y,MultiOb,1,3,2008,Amsterdam,Karin,Port,n,humpback whale,2,y,20,58.484118,-136.0486447,58.484118,-136.0486447,7/7/2008,7/7/2008,539,7/7/2008,1/0/1900,7/7/2008,20080707,15:40:03,47577,167.197223,438855.7857,6483087.601,11.44228449,438857.2037,6483072.336,438169.4545,6482676.84,60.09861424,793.3572171,72.90139129,Lower Bay,Lower Bay,Lower Bay,-86,2265.537828,-70,1523.229273,,,,,,,7,1,T-Toward,9-Perpendicular,DF-Dive-fluke-up,100,moderate,light,calm,excellent,NA,2,2,3,0
2008-07-07-K,2008-07-07-K-085,2008-07-07-K-085,7/7/2008,N,MultiOb,2,1,2008,Amsterdam,Karin,Port,y,humpback whale,2,y,20,58.42236618,-135.9689685,58.42236618,-135.9689685,7/7/2008,7/7/2008,542,7/7/2008,1/0/1900,7/7/2008,20080707,16:58:22,48517,191.6719164,443402.2329,6476142.796,9.738599371,443395.2405,6476128.72,439739.5349,6472739.207,47.16380651,4985.276244,35.49189014,Lower Bay,Lower Bay,Lower Bay,-60,3499.04217,-54,930.2176567,,,,,,,7,1,A-Away,9-Perpendicular,BL-Blowing,100,none,none,1',excellent,NA,1,1,2,0
2008-07-07-K,2008-07-07-K-086,2008-07-07-K-085,7/7/2008,Y,MultiOb,1,2,2008,Amsterdam,Karin,Port,y,humpback whale,1,y,20,58.4125674,-135.9726628,58.4125674,-135.9726628,7/7/2008,7/7/2008,543,7/7/2008,1/0/1900,7/7/2008,20080707,17:01:54,48559,193.1687198,443170.6775,6475054.982,10.37188229,443163.3198,6475041.093,442271.4069,6475087.957,93.0077256,893.1432951,79.83900578,Lower Bay,Lower Bay,Lower Bay,-61,3927.108342,-62,3735.303672,,,,,,,7,1,G-Against,0-Parallel,BL-Blowing,100,none,none,1',excellent,NA,1,1,2,0
2008-07-07-K,2008-07-07-K-087,2008-07-07-K-087,7/7/2008,Y,Single,1,1,2008,Amsterdam,Karin,Port,n,humpback whale,2,y,20,58.403582,-135.9764792,58.403582,-135.9764792,7/7/2008,7/7/2008,544,7/7/2008,1/0/1900,7/7/2008,20080707,17:05:05,48597,193.5401596,442933.1814,6474057.842,10.40705348,442925.7338,6474044.001,441814.2118,6473760.107,75.67239723,1147.203975,62.13223761,Lower Bay,Lower Bay,Lower Bay,-63,3724.569268,-59,3185.072158,,,,,,,7,1,A-Away,0-Parallel,DF-Dive-fluke-up,100,none,none,1',excellent,NA,2,1,1,0
