cruise_event_ID,unique_event_ID,same_whale_ID,event_date,CPA,ob_type,ob_order_CPA,ob_order_time,year,ship,observer,observer_location,approx,species,count,IS_WW,WW_Speed,LAT,LONG,Y_PROJ,X_PROJ,NDateS,NDateD,waypoint_ID,DateD,TimeD,DateTime,DateTxt,TimeTxt,track_ID,vessel_azimuth,X_GPS_UTM,Y_GPS_UTM,ship_speed,X_ship_UTM,Y_ship_UTM,X_whale_UTM,Y_whale_UTM,ship_whale_azimuth,ship_whale_dist,ship_whale_bearing,subarea_1,subarea_2,subarea_3,ship_depth_m,ship_dist_shore_m,whale_depth_m,whale_dist_shore_m,radio_comm,radio_contact,radio_by,radio_resp,radio_time,radio_y_n,month,season,whale_direction,whale_orientation,whale_behavior,clouds,rain,wind,waves,visibility,shape_fn,val_beh,num_beh,num_obs,duplicate
2011-09-12-N,2011-09-12-N-033,2011-09-12-N-031,9/12/2011,N,MultiOb,2,3,2011,Diamond Princess,Nat,Starboard,y,humpback whale,1,y,13,58.50729204,0,58.50729204,-136.0606957,9/12/2011,9/12/2011,2172,9/12/2011,1/0/1900,9/12/2011,20110912,18:43:41,395600,175.1407984,438193.8864,6485678.667,12.30541861,438201.5875,6485647.106,438681.106,6483842.299,165.1208532,1867.421517,-10.01994522,Lower Bay,Lower Bay,Lower Bay,-98,1878.650429,-89,2223.069904,,,,,,,9,0,A-Away,90-Perpendicular,BL-Blowing,95,none,light,calm,excellent,NA,1,2,4,0
2011-09-12-N,2011-09-12-N-034,2011-09-12-N-031,9/12/2011,Y,MultiOb,1,4,2011,Diamond Princess,Nat,Starboard,n,humpback whale,1,y,13,58.50296698,0,58.50296698,-136.0596022,9/12/2011,9/12/2011,2173,9/12/2011,1/0/1900,9/12/2011,20110912,18:44:57,395616,171.2153299,438250.0019,6485196.138,12.35006486,438259.8456,6485165.178,438468.5264,6483782.053,171.4201368,1398.77878,0.204806873,Lower Bay,Lower Bay,Lower Bay,-98,1886.344924,-87,2363.950836,,,,,,,9,0,A-Away,90-Perpendicular,SA-Surface-active,95,none,light,calm,excellent,NA,6,2,4,0
2011-09-14-N,2011-09-14-N-004,2011-09-14-N-004,9/14/2011,N,MultiOb,2,1,2011,Zuiderdam,Nat,Starboard,n,humpback whale,1,n,0,58.61064903,0,58.61064903,-136.0756128,9/14/2011,9/14/2011,2178,9/14/2011,1/0/1900,9/14/2011,20110914,7:27:04,396263,330.2129949,437509.0445,6497199.629,18.00081362,437500.2048,6497211.046,437247.1936,6497463.434,314.929336,357.3714598,-15.28365887,Middle Bay,Middle Bay,Middle Bay,-236,2045.876472,-244,1888.341824,,,,,,,9,0,GA-Ag/Away,45-45-degrees,BL-Blowing,100,heavy,moderate,1',poor,NA,1,2,2,0
2011-09-14-N,2011-09-14-N-005,2011-09-14-N-004,9/14/2011,Y,MultiOb,1,2,2011,Zuiderdam,Nat,Starboard,n,humpback whale,1,n,0,58.61213649,0,58.61213649,-136.0774164,9/14/2011,9/14/2011,2179,9/14/2011,1/0/1900,9/14/2011,20110914,7:27:25,396268,327.3361073,437406.9273,6497366.916,18.00579052,437397.5257,6497377.875,437279.704,6497432.682,294.9465229,129.9454531,-32.38958444,Middle Bay,Middle Bay,Middle Bay,-236,2013.242788,-244,1911.561319,,,,,,,9,0,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up,100,heavy,moderate,1',poor,NA,2,2,2,0
2011-09-14-N,2011-09-14-N-025,2011-09-14-N-025,9/14/2011,Y,Single,1,1,2011,Zuiderdam,Nat,Starboard,y,humpback whale,1,n,0,58.77267793,0,58.77267793,-136.3649364,9/14/2011,9/14/2011,2199,9/14/2011,1/0/1900,9/14/2011,20110914,14:03:37,401022,127.7947847,421068.4512,6515544.045,17.27198118,421080.9769,6515536.862,422171.5161,6516966.375,37.339089,1797.994366,-90.45569569,Middle Bay,West Arm,West Arm,-359,2212.984114,-354,527.5009417,,,,,,,9,0,W-With,0-Parallel,RE-Resting,100,moderate,strong,1',good,NA,5,1,1,0
2011-09-16-N,2011-09-16-N-003,2011-09-16-N-003,9/16/2011,Y,Single,1,1,2011,Statendam,Nat,Starboard,y,humpback whale,1,n,0,58.79462837,0,58.79462837,-136.3760817,9/16/2011,9/16/2011,2206,9/16/2011,1/0/1900,9/16/2011,20110916,8:36:16,403177,306.1169545,420474.2001,6518001.015,16.53098383,420461.3079,6518007.946,419988.7669,6519420.22,341.4999661,1489.231668,35.38301162,Middle Bay,West Arm,West Arm,-151,876.8448976,-75,226.5191242,,,,,,,9,0,G-Against,0-Parallel,DF-Dive-fluke-up,100,none,moderate,calm,good,NA,2,1,1,0
2011-09-16-N,2011-09-16-N-030,2011-09-16-N-030,9/16/2011,Y,Single,1,1,2011,Statendam,Nat,Starboard,y,humpback whale,1,n,0,58.72369082,0,58.72369082,-136.2589951,9/16/2011,9/16/2011,2233,9/16/2011,1/0/1900,9/16/2011,20110916,14:22:09,407328,138.316192,427091.8814,6509970.155,17.25974449,427103.0178,6509960.656,427496.8917,6508011.647,168.5750096,1988.409628,30.25881757,Middle Bay,Middle Bay,Middle Bay,-383,2043.35328,-271,3021.511251,,,,,,,9,0,G-Against,0-Parallel,BL-Blowing,100,none,light,calm,excellent,NA,1,1,1,0
2011-09-16-N,2011-09-16-N-031,2011-09-16-N-031,9/16/2011,Y,Single,1,1,2011,Statendam,Nat,Starboard,y,humpback whale,1,n,0,58.54773489,0,58.54773489,-136.0582043,9/16/2011,9/16/2011,2234,9/16/2011,1/0/1900,9/16/2011,20110916,15:06:37,407861,182.6615535,438409.983,6490179.031,17.45727032,438411.3075,6490164.453,437713.6442,6488850.535,207.9673799,1487.653911,25.30582644,Lower Bay,Middle Bay,Middle Bay,-84,2588.025727,-98,3101.3494,,,,,,,9,0,WA-With/Aw,45-45-degrees,DF-Dive-fluke-up,100,none,light,calm,excellent,NA,2,1,1,0
2011-09-18-N,2011-09-18-N-022,2011-09-18-N-022,9/18/2011,Y,Single,1,1,2011,Amsterdam,Nat,Starboard,n,humpback whale,1,n,0,58.70446986,0,58.70446986,-136.234513,9/18/2011,9/18/2011,2286,9/18/2011,1/0/1900,9/18/2011,20110918,18:08:03,419496,138.58744,428470.1189,6507803.845,17.38136946,428482.3347,6507793.018,429104.9466,6508191.536,57.37772565,739.2308199,-81.20971436,Middle Bay,Middle Bay,Middle Bay,-326,3118.450409,-317,3540.068738,,,,,,,9,0,WT-With/To,45-45-degrees,RE-Resting,100,light,strong,2',good,NA,5,1,1,0
2011-09-18-N,2011-09-18-N-023,2011-09-18-N-023,9/18/2011,Y,Single,1,1,2011,Amsterdam,Nat,Starboard,y,humpback whale,1,n,0,58.69942429,0,58.69942429,-136.2256311,9/18/2011,9/18/2011,2287,9/18/2011,1/0/1900,9/18/2011,20110918,18:09:29,419513,138.6092192,428974.4459,6507232.661,17.38479695,428986.6576,6507221.83,429679.9009,6504834.306,163.8087769,2486.133129,25.19955768,Middle Bay,Middle Bay,Middle Bay,-338,2563.830417,-327,692.6677025,,,,,,,9,0,W-With,0-Parallel,BL-Blowing,100,light,strong,2',good,NA,1,1,1,0
2011-09-19-N,2011-09-19-N-027,2011-09-19-N-027,9/19/2011,Y,Single,1,1,2011,Coral Princess,Nat,Starboard,y,humpback whale,1,y,13,58.51332366,0,58.51332366,-136.0605124,9/19/2011,9/19/2011,2316,9/19/2011,1/0/1900,9/19/2011,20110919,18:03:29,427163,178.6334456,438215.1628,6486350.019,10.50737565,438217.5438,6486334.071,439342.2789,6482512.137,163.6016733,3983.99413,-15.03177236,Lower Bay,Lower Bay,Lower Bay,-100,1907.482176,-88,2288.048136,,,,,,,9,0,WA-With/Aw,45-45-degrees,DF-Dive-fluke-up,100,moderate,moderate,1',poor,NA,2,1,1,0
2011-09-21-N,2011-09-21-N-017,2011-09-21-N-017,9/21/2011,Y,Single,1,1,2011,Zuiderdam,Nat,Starboard,y,humpback whale,1,n,0,58.74374502,0,58.74374502,-136.2919054,9/21/2011,9/21/2011,2334,9/21/2011,1/0/1900,9/21/2011,20110921,14:04:31,432350,127.4697707,425229.2347,6512239.11,18.18917024,425242.5946,6512231.39,424778.9534,6510808.368,198.0463699,1496.647261,70.57659921,Middle Bay,West Arm,West Arm,-337,2335.168024,-146,927.2017973,,,,,,,9,0,G-Against,0-Parallel,BL-Blowing,100,heavy,moderate,1',poor,NA,1,1,1,0
2012-05-02-N,2012-05-02-N-005,2012-05-02-N-005,5/2/2012,Y,Single,1,1,2012,Zaandam,Nat,Starboard,y,humpback whale,1,n,0,58.6998464,0,58.6998464,-136.2163686,5/2/2012,5/2/2012,5,5/2/2012,1/0/1900,5/2/2012,20120502,10:50:38,596,321.677605,429512.0249,6507269.882,17.51561188,429500.4104,6507281.351,429120.309,6508924.068,346.9718476,1686.119107,25.29424264,Middle Bay,Middle Bay,Middle Bay,-295,2702.193302,-263,4049.886174,,,,,,,5,0,WT-With/To,45-45-degrees,DF-Dive-fluke-up,100,none,light,1',good,NA,2,1,1,0
2012-05-02-N,2012-05-02-N-006,2012-05-02-N-006,5/2/2012,Y,Single,1,1,2012,Zaandam,Nat,Starboard,y,humpback whale,1,n,0,58.73242166,0,58.73242166,-136.2702009,5/2/2012,5/2/2012,6,5/2/2012,1/0/1900,5/2/2012,20120502,10:59:29,702,314.0502895,426461.4233,6510954.43,17.59266463,426448.3893,6510964.256,424178.4941,6511973.257,293.965839,2484.050637,-20.08445056,Middle Bay,Middle Bay,Middle Bay,-254,1784.318976,-152,2223.122306,,,,,,,5,0,A-Away,90-Perpendicular,DF-Dive-fluke-up,100,none,light,1',good,NA,2,1,1,0
2012-05-02-N,2012-05-02-N-007,2012-05-02-N-007,5/2/2012,Y,Single,1,1,2012,Zaandam,Nat,Starboard,y,humpback whale,1,n,0,58.76181322,0,58.76181322,-136.3435231,5/2/2012,5/2/2012,7,5/2/2012,1/0/1900,5/2/2012,20120502,11:09:17,820,308.6683126,422282.3732,6514309.421,17.84850898,422268.475,6514317.982,420502.9957,6514580.697,278.4639014,1784.919247,-30.20441115,Middle Bay,West Arm,West Arm,-400,2303.530283,-196,3258.94088,,,,,,,5,0,GT-Ag/To,45-45-degrees,DN-Dive-no-fluke,100,none,light,1',good,NA,3,1,1,0
2012-05-02-N,2012-05-02-N-019,2012-05-02-N-019,5/2/2012,Y,Single,1,1,2012,Zaandam,Nat,Starboard,n,humpback whale,1,n,0,58.89387757,0,58.89387757,-136.791101,5/2/2012,5/2/2012,19,5/2/2012,1/0/1900,5/2/2012,20120502,16:58:14,5007,107.2876736,396788.4852,6529616.76,16.61797518,396804.5477,6529613.855,397734.9699,6530224.68,56.71500276,1113.010342,-50.57267088,West Arm,West Arm,West Arm,-316,1246.755232,-163,1058.213743,,,,,,,5,0,WT-With/To,45-45-degrees,DF-Dive-fluke-up,100,none,moderate,calm,good,NA,2,1,1,0
2012-05-05-N,2012-05-05-N-002,2012-05-05-N-002,5/5/2012,N,MultiOb,2,1,2012,Carnival Spirit,Nat,Starboard,y,humpback whale,1,n,0,58.59322876,0,58.59322876,-136.0670213,5/5/2012,5/5/2012,28,5/5/2012,1/0/1900,5/5/2012,20120505,7:46:07,6574,354.5262013,437977.3356,6495252.178,18.36628934,437971.6368,6495269.715,436643.3545,6500070.915,344.5355585,4981.551709,-9.99064272,Middle Bay,Middle Bay,Middle Bay,-198,1733.932128,-255,2593.793452,,,,,,,5,0,T-Toward,90-Perpendicular,DF-Dive-fluke-up,100,none,moderate,1',excellent,NA,2,1,2,0
2012-05-05-N,2012-05-05-N-005,2012-05-05-N-002,5/5/2012,Y,MultiOb,1,2,2012,Carnival Spirit,Nat,Starboard,n,humpback whale,1,n,0,58.61893128,0,58.61893128,-136.0814313,5/5/2012,5/5/2012,31,5/5/2012,1/0/1900,5/5/2012,20120505,7:51:23,6638,334.0446698,437185.8814,6498127.164,18.58239726,437174.4068,6498141.598,437019.9994,6498355.856,324.2211714,264.0987043,-9.82349839,Middle Bay,Middle Bay,Middle Bay,-248,2113.995935,-245,2124.357349,,,,,,,5,0,A-Away,90-Perpendicular,DF-Dive-fluke-up,100,none,moderate,1',excellent,NA,2,1,2,0
2012-05-05-N,2012-05-05-N-004,2012-05-05-N-004,5/5/2012,Y,Single,1,1,2012,Carnival Spirit,Nat,Starboard,y,humpback whale,1,n,0,58.61695038,0,58.61695038,-136.0794947,5/5/2012,5/5/2012,30,5/5/2012,1/0/1900,5/5/2012,20120505,7:50:57,6632,334.3264557,437294.8158,6497904.81,18.48600052,437283.4123,6497919.3,437097.102,6499894.944,354.612736,1984.41032,20.28628033,Middle Bay,Middle Bay,Middle Bay,-248,2092.508408,-256,2236.949141,,,,,,,5,0,A-Away,90-Perpendicular,DF-Dive-fluke-up,100,none,moderate,1',excellent,NA,2,1,1,0
2012-05-05-N,2012-05-05-N-006,2012-05-05-N-006,5/5/2012,Y,Single,1,1,2012,Carnival Spirit,Nat,Starboard,n,humpback whale,1,n,0,58.63815358,0,58.63815358,-136.1081857,5/5/2012,5/5/2012,32,5/5/2012,1/0/1900,5/5/2012,20120505,7:55:58,6693,320.5202658,435667.3077,6500292.623,18.84087006,435652.7758,6500303.973,436021.0013,6500788.112,37.25580677,608.2604273,76.73554098,Middle Bay,Middle Bay,Middle Bay,-268,2961.045594,-265,3031.599784,,,,,,,5,0,G-Against,0-Parallel,DF-Dive-fluke-up,100,none,moderate,1',excellent,NA,2,1,1,0
2012-05-05-N,2012-05-05-N-023,2012-05-05-N-023,5/5/2012,Y,Single,1,1,2012,Carnival Spirit,Nat,Starboard,y,humpback whale,1,n,0,58.82183955,0,58.82183955,-136.4925555,5/5/2012,5/5/2012,49,5/5/2012,1/0/1900,5/5/2012,20120505,14:13:17,11220,129.1393266,413811.2054,6521174.57,18.27049218,413827.6913,6521166.311,416375.9523,6516882.508,149.2533005,4984.43625,20.1139739,West Arm,West Arm,West Arm,-430,1504.480475,-264,770.174102,,,,,,,5,0,A-Away,90-Perpendicular,DF-Dive-fluke-up,100,none,strong,1',excellent,NA,2,1,1,0
2012-05-05-N,2012-05-05-N-025,2012-05-05-N-025,5/5/2012,Y,Single,1,1,2012,Carnival Spirit,Nat,Starboard,y,humpback whale,1,n,0,58.69877377,0,58.69877377,-136.2114935,5/5/2012,5/5/2012,51,5/5/2012,1/0/1900,5/5/2012,20120505,14:50:25,11666,139.4994667,429792.3614,6507145.347,19.40912465,429807.0932,6507134.257,429053.7829,6505839.885,210.1989342,1497.623253,70.69946753,Middle Bay,Middle Bay,Middle Bay,-265,2650.130831,-331,1199.106393,,,,,,,5,0,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up,100,none,moderate,calm,excellent,NA,2,1,1,0
2012-05-05-N,2012-05-05-N-026,2012-05-05-N-026,5/5/2012,N,MultiOb,2,1,2012,Carnival Spirit,Nat,Starboard,y,humpback whale,1,n,0,58.63453436,0,58.63453436,-136.1060941,5/5/2012,5/5/2012,52,5/5/2012,1/0/1900,5/5/2012,20120505,15:06:10,11855,144.9724049,435782.0764,6499887.674,19.44837741,435795.6834,6499875.23,436797.3837,6497713.076,155.1422759,2382.921807,10.16987106,Middle Bay,Middle Bay,Middle Bay,-271,2609.732397,-247,1566.950181,,,,,,,5,0,A-Away,90-Perpendicular,BL-Blowing,100,none,moderate,calm,excellent,NA,1,2,2,0
2012-05-05-N,2012-05-05-N-027,2012-05-05-N-026,5/5/2012,Y,MultiOb,1,2,2012,Carnival Spirit,Nat,Starboard,y,humpback whale,1,n,0,58.63004694,0,58.63004694,-136.0998597,5/5/2012,5/5/2012,53,5/5/2012,1/0/1900,5/5/2012,20120505,15:07:11,11867,145.1079472,436135.8282,6499382.118,19.47863097,436149.4057,6499369.642,436572.7055,6497739.296,165.4452172,1684.402721,20.33727003,Middle Bay,Middle Bay,Middle Bay,-245,2347.543736,-247,1390.271415,,,,,,,5,0,A-Away,90-Perpendicular,DF-Dive-fluke-up,100,none,moderate,calm,excellent,NA,2,2,2,0
2012-05-05-N,2012-05-05-N-028,2012-05-05-N-028,5/5/2012,N,MultiOb,2,1,2012,Carnival Spirit,Nat,Starboard,n,humpback whale,1,n,0,58.61754533,0,58.61754533,-136.0845855,5/5/2012,5/5/2012,54,5/5/2012,1/0/1900,5/5/2012,20120505,15:09:56,11900,150.4421686,437000.1882,6497975.816,19.40272026,437012.5471,6497962.132,437613.8677,6497615.165,119.9852864,694.2424023,-30.45688217,Middle Bay,Middle Bay,Middle Bay,-248,1879.845285,-241,2283.018081,,,,,,,5,0,A-Away,90-Perpendicular,BL-Blowing,100,none,moderate,calm,excellent,NA,1,2,2,0
2012-05-05-N,2012-05-05-N-029,2012-05-05-N-028,5/5/2012,Y,MultiOb,1,2,2012,Carnival Spirit,Nat,Starboard,n,humpback whale,1,n,0,58.61535061,0,58.61535061,-136.0821184,5/5/2012,5/5/2012,55,5/5/2012,1/0/1900,5/5/2012,20120505,15:10:24,11906,151.3171098,437139.5472,6497729.154,19.50769334,437151.6957,6497715.283,437618.1339,6497542.396,110.3373457,497.4478752,-40.97976418,Middle Bay,Middle Bay,Middle Bay,-241,1884.768302,-241,2266.862857,,,,,,,5,0,WA-With/Aw,45-45-degrees,DF-Dive-fluke-up,100,none,moderate,calm,excellent,NA,2,2,2,0
2012-05-06-N,2012-05-06-N-002,2012-05-06-N-002,5/6/2012,Y,Single,1,1,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.53408756,0,58.53408756,-136.0616131,5/6/2012,5/6/2012,59,5/6/2012,1/0/1900,5/6/2012,20120506,7:25:03,12290,355.8648552,438187.574,6488662.751,16.65268803,438184.9439,6488671.394,437377.2779,6489248.551,305.549526,992.6903726,-50.31532919,Lower Bay,Middle Bay,Middle Bay,-98,2903.966525,-94,2664.530547,,,,,,,5,0,WT-With/To,45-45-degrees,DF-Dive-fluke-up,100,moderate,strong,1',poor,NA,2,1,1,0
2012-05-06-N,2012-05-06-N-003,2012-05-06-N-003,5/6/2012,Y,Single,1,1,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.5866172,0,58.5866172,-136.0736452,5/6/2012,5/6/2012,60,5/6/2012,1/0/1900,5/6/2012,20120506,7:36:14,12425,346.8695776,437580.5563,6494522.223,17.36003592,437576.6072,6494530.348,437331.6619,6495282.349,341.9582898,790.8881386,-4.911287808,Lower Bay,Middle Bay,Middle Bay,-141,1160.174735,-205,1135.01319,,,,,,,5,0,W-With,0-Parallel,DF-Dive-fluke-up,100,moderate,strong,1',poor,NA,2,1,1,0
2012-05-06-N,2012-05-06-N-006,2012-05-06-N-006,5/6/2012,Y,Single,1,1,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.73543479,0,58.73543479,-136.2659132,5/6/2012,5/6/2012,63,5/6/2012,1/0/1900,5/6/2012,20120506,8:12:12,12856,316.4855119,426715.9773,6511285.196,18.33471736,426708.4609,6511290.207,425992.4866,6511820.267,306.513797,890.8326388,-9.971714939,Middle Bay,Middle Bay,Middle Bay,-406,2137.092926,-401,2070.64808,,,,,,,5,0,A-Away,90-Perpendicular,DN-Dive-no-fluke,100,heavy,strong,calm,poor,NA,3,1,1,0
2012-05-06-N,2012-05-06-N-007,2012-05-06-N-007,5/6/2012,Y,Single,1,1,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.73845227,0,58.73845227,-136.2719041,5/6/2012,5/6/2012,64,5/6/2012,1/0/1900,5/6/2012,20120506,8:13:03,12866,314.2523851,426375.5658,6511627.708,18.45118007,426367.8598,6511632.423,425852.2689,6511920.797,299.2186002,590.7566109,-15.03378489,Middle Bay,West Arm,West Arm,-406,1990.503274,-406,2098.651222,,,,,,,5,0,A-Away,90-Perpendicular,DF-Dive-fluke-up,100,heavy,strong,calm,poor,NA,2,1,1,0
2012-05-06-N,2012-05-06-N-018,2012-05-06-N-018,5/6/2012,N,MultiOb,3,1,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.6539875,0,58.6539875,-136.151935,5/6/2012,5/6/2012,75,5/6/2012,1/0/1900,5/6/2012,20120506,14:57:56,17725,141.3265837,433157.9837,6502098.255,19.62126086,433165.0503,6502092.626,435020.9685,6501370.911,111.2496751,1991.307307,-30.07690865,Middle Bay,Middle Bay,Middle Bay,-313,3164.291917,-252,3894.565209,,,,,,,5,0,T-Toward,90-Perpendicular,SA-Surface-active,100,moderate,moderate,1',good,NA,6,2,3,0
2012-05-06-N,2012-05-06-N-019,2012-05-06-N-018,5/6/2012,N,MultiOb,2,2,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.6517357,0,58.6517357,-136.1483689,5/6/2012,5/6/2012,76,5/6/2012,1/0/1900,5/6/2012,20120506,14:58:28,17731,141.5072306,433360.6086,6501844.004,19.6677347,433367.6575,6501838.354,434536.3822,6501604.636,101.3086494,1191.864723,-40.19858117,Middle Bay,Middle Bay,Middle Bay,-314,3111.547792,-233,3799.400655,,,,,,,5,0,WA-With/Aw,45-45-degrees,DF-Dive-fluke-up,100,moderate,moderate,1',good,NA,2,2,3,0
2012-05-06-N,2012-05-06-N-020,2012-05-06-N-018,5/6/2012,Y,MultiOb,1,3,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.64643264,0,58.64643264,-136.1399889,5/6/2012,5/6/2012,77,5/6/2012,1/0/1900,5/6/2012,20120506,14:59:44,17747,141.6509149,433836.8326,6501245.297,19.67701452,433843.8673,6501239.629,434307.2102,6501617.434,50.80656425,597.8488691,-90.84435066,Middle Bay,Middle Bay,Middle Bay,-312,3026.0842,-227,3623.773835,,,,,,,5,0,A-Away,90-Perpendicular,DF-Dive-fluke-up,100,moderate,moderate,1',good,NA,2,2,3,0
2012-05-06-N,2012-05-06-N-021,2012-05-06-N-021,5/6/2012,Y,Single,1,1,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.62433157,0,58.62433157,-136.1055771,5/6/2012,5/6/2012,78,5/6/2012,1/0/1900,5/6/2012,20120506,15:04:55,17809,142.2885273,435793.3785,6498751.256,19.93120669,435800.3497,6498745.509,437643.8899,6497992.738,112.2116187,1991.307307,-30.07690865,Middle Bay,Middle Bay,Middle Bay,-266,1640.772783,-243,2447.913031,,,,,,,5,0,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up,100,moderate,moderate,1',good,NA,2,1,1,0
2012-05-06-N,2012-05-06-N-022,2012-05-06-N-022,5/6/2012,Y,Single,1,1,2012,Volendam,Nat,Starboard,n,humpback whale,1,n,0,58.59538852,0,58.59538852,-136.0747387,5/6/2012,5/6/2012,79,5/6/2012,1/0/1900,5/6/2012,20120506,15:10:53,17880,161.1632335,437532.6215,6495499.791,20.48551154,437537.3589,6495492.098,438015.0665,6495664.374,70.16918265,507.8222355,-90.99405088,Middle Bay,Middle Bay,Middle Bay,-231,1413.323663,-223,1916.475022,,,,,,,5,0,W-With,0-Parallel,DF-Dive-fluke-up,100,moderate,moderate,1',good,NA,2,1,1,0
2012-05-10-N,2012-05-10-N-002,2012-05-10-N-002,5/10/2012,Y,Single,1,1,2012,Norwegian Pearl,Nat,Starboard,y,humpback whale,1,y,20,58.51065829,0,58.51065829,-136.0628573,5/10/2012,5/10/2012,82,5/10/2012,1/0/1900,5/10/2012,20120510,6:22:38,18181,357.4866987,438073.8662,6486055.433,16.98974284,438069.3175,6486067.845,438125.9266,6487254.199,2.731904637,1187.703425,5.245205965,Lower Bay,Lower Bay,Lower Bay,-97,1949.902904,-97,2209.842622,,,,,,,5,0,GT-Ag/To,45-45-degrees,DF-Dive-fluke-up,100,light,moderate,calm,excellent,NA,2,1,1,0
2012-05-10-N,2012-05-10-N-003,2012-05-10-N-003,5/10/2012,Y,Single,1,1,2012,Norwegian Pearl,Nat,Starboard,y,humpback whale,2,n,0,58.66489059,0,58.66489059,-136.1590922,5/10/2012,5/10/2012,83,5/10/2012,1/0/1900,5/10/2012,20120510,6:56:52,18592,321.1722222,432763.6825,6503319.295,18.22403816,432752.6664,6503326.603,431799.3557,6505071.387,331.3487926,1988.233045,10.17657042,Middle Bay,Middle Bay,Middle Bay,-318,3185.728752,-328,2626.000494,,,,,,,5,0,A-Away,90-Perpendicular,DF-Dive-fluke-up,100,light,moderate,1',good,NA,2,1,1,0
2012-05-10-N,2012-05-10-N-006,2012-05-10-N-006,5/10/2012,Y,Single,1,1,2012,Norwegian Pearl,Nat,Starboard,n,humpback whale,1,n,0,58.76670071,0,58.76670071,-136.3408661,5/10/2012,5/10/2012,86,5/10/2012,1/0/1900,5/10/2012,20120510,7:24:12,18920,309.9831056,422446.9464,6514850.479,18.64710863,422434.7216,6514855.51,422376.6506,6515651.244,355.8260718,797.8499672,45.8429662,Middle Bay,West Arm,West Arm,-416,1768.050695,-414,1211.969972,,,,,,,5,0,W-With,0-Parallel,DF-Dive-fluke-up,100,light,moderate,2',good,NA,2,1,1,0
2012-05-10-N,2012-05-10-N-026,2012-05-10-N-026,5/10/2012,Y,Single,1,1,2012,Norwegian Pearl,Nat,Starboard,y,humpback whale,1,n,0,58.81673338,0,58.81673338,-136.4702096,5/10/2012,5/10/2012,106,5/10/2012,1/0/1900,5/10/2012,20120510,12:43:36,22753,128.5678616,415088.9722,6520577.551,16.36792216,415101.3175,6520572.823,415386.2665,6519107.392,168.9963067,1492.877513,40.42844508,West Arm,West Arm,West Arm,-426,1124.782813,-337,1652.091912,,,,,,,5,0,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up,100,light,moderate,1',good,NA,2,1,1,0
2012-05-10-N,2012-05-10-N-028,2012-05-10-N-028,5/10/2012,Y,Single,1,1,2012,Norwegian Pearl,Nat,Starboard,y,humpback whale,1,n,0,58.64642266,0,58.64642266,-136.1206614,5/10/2012,5/10/2012,108,5/10/2012,1/0/1900,5/10/2012,20120510,13:36:29,23388,144.6246191,434958.4852,6501225.287,17.15539925,434969.0412,6501217.329,435429.8382,6500231.518,154.9472323,1088.189787,10.32261325,Middle Bay,Middle Bay,Middle Bay,-252,3737.1726,-284,2830.620257,,,,,,,5,0,T-Toward,90-Perpendicular,DN-Dive-no-fluke,100,light,moderate,1',good,NA,3,1,1,0
2012-05-13-N,2012-05-13-N-009,2012-05-13-N-009,5/13/2012,Y,Single,1,1,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.62824357,0,58.62824357,-136.1067212,5/13/2012,5/13/2012,118,5/13/2012,1/0/1900,5/13/2012,20120513,7:38:56,24235,322.7158129,435734.1204,6499187.892,17.97908169,435727.1923,6499193.69,436927.5127,6500096.493,53.05189753,1501.939433,90.3360846,Middle Bay,Middle Bay,Middle Bay,-278,1968.868956,-256,2316.37165,,,,,,,5,0,G-Against,0-Parallel,BL-Blowing,95,none,moderate,1',excellent,NA,1,1,1,0
2012-05-13-N,2012-05-13-N-010,2012-05-13-N-010,5/13/2012,N,MultiOb,3,1,2012,Volendam,Nat,Starboard,y,humpback whale,1,n,0,58.7085251,0,58.7085251,-136.2288443,5/13/2012,5/13/2012,119,5/13/2012,1/0/1900,5/13/2012,20120513,7:59:01,24476,322.4590768,428806.8248,6508249.296,18.58601583,428799.8708,6508255.063,427419.6987,6510909.3,332.5260985,2991.629985,10.06702169,Middle Bay,Middle Bay,Middle Bay,-335,3589.231358,-401,2329.587741,,,,,,,5,0,U-Unsure,U-Unsure,BL-Blowing,95,none,moderate,1',excellent,NA,1,2,3,0
