"","X","cruise_event_ID","unique_event_ID","same_whale_ID","event_date","CPA","ob_type","ob_order_CPA","ob_order_time","year","ship","observer","observer_location","approx","species","count","IS_WW","WW_Speed","LAT","LONG","Y_PROJ","X_PROJ","NDateS","NDateD","waypoint_ID","DateD","TimeD","DateTime","DateTxt","TimeTxt","track_ID","vessel_azimuth","X_GPS_UTM","Y_GPS_UTM","ship_speed","X_ship_UTM","Y_ship_UTM","X_whale_UTM","Y_whale_UTM","ship_whale_azimuth","ship_whale_dist","ship_whale_bearing","subarea_1","subarea_2","subarea_3","ship_depth_m","ship_dist_shore_m","whale_depth_m","whale_dist_shore_m","radio_comm","radio_contact","radio_by","radio_resp","radio_time","radio_y_n","month","season","whale_direction","whale_orientation","whale_behavior","clouds","rain","wind","waves","visibility","shape_fn","val_beh","num_beh","num_obs","duplicate","new_beh","n_row"
"1",687,"2008-05-06-N","2008-05-06-N-005","2008-05-06-N-005","5/6/2008","N","MultiOb",2,1,2008,"Veendam","Nat","Port","y","humpback whale",1,"n",0,58.77701162,-136.3841526,58.77701162,-136.3841526,"5/6/2008","5/6/2008",5,"5/6/2008","1/0/1900","5/6/2008",20080506,"08:43:08",1089,308.2830132,419967.2809,6516049.321,16.80260678,419958.7781,6516059.854,419124.7731,6517131.57,142.1100944,1357.990972,13.82708124,"Middle Bay","West Arm","West Arm",-395,2663.083017,-428,2459.471221,"","","","","","",5,0,"A-Away","9-Perpendicular","BL-Blowing","80","none","light","calm","excellent",NA,"1",2,2,0,1,3
"2",688,"2008-05-06-N","2008-05-06-N-006","2008-05-06-N-005","5/6/2008","Y","MultiOb",1,2,2008,"Veendam","Nat","Port","y","humpback whale",1,"n",0,58.78178621,-136.3962777,58.78178621,-136.3962777,"5/6/2008","5/6/2008",6,"5/6/2008","1/0/1900","5/6/2008",20080506,"08:44:50",1110,308.5516909,419277.3434,6516595.432,16.82681997,419268.8901,6516606.004,418868.1061,6517613.441,158.3060868,1084.231147,29.75439585,"Middle Bay","West Arm","West Arm",-429,2707.977801,-430,2352.305564,"","","","","","",5,0,"A-Away","9-Perpendicular","DF-Dive-fluke-up","80","none","light","calm","excellent",NA,"2",2,2,1,1,3
"3",696,"2008-05-11-N","2008-05-11-N-018","2008-05-11-N-018","5/11/2008","N","MultiOb",4,1,2008,"Ryndam","Nat","Starboard","y","humpback whale",2,"n",0,58.64472474,-136.128862,58.64472474,-136.128862,"5/11/2008","5/11/2008",118,"5/11/2008","1/0/1900","5/11/2008",20080511,"07:48:02",19157,325.1059834,434479.3817,6501044.229,17.17357139,434468.6262,6501054.406,438519.9376,6503183.594,242.2756005,4576.741462,97.16961713,"Middle Bay","Middle Bay","Middle Bay",-308,3440.607757,-51,445.8261926,"","","","","","",5,0,"T-Toward","9-Perpendicular","BL-Blowing","90","none","light","calm","excellent",NA,"1",2,4,0,1,6
"4",697,"2008-05-11-N","2008-05-11-N-019","2008-05-11-N-018","5/11/2008","N","MultiOb",2,2,2008,"Ryndam","Nat","Starboard","y","humpback whale",2,"n",0,58.65624575,-136.1447143,58.65624575,-136.1447143,"5/11/2008","5/11/2008",119,"5/11/2008","1/0/1900","5/11/2008",20080511,"07:50:58",19193,325.7347509,433581.2342,6502342.503,17.56705485,433570.591,6502352.798,433853.2566,6502586.575,230.4076867,366.812946,84.67293584,"Middle Bay","Middle Bay","Middle Bay",-317,3627.705083,-255,3991.354175,"","","","","","",5,0,"A-Away","9-Perpendicular","DF-Dive-fluke-up","90","none","light","calm","excellent",NA,"2",2,4,1,1,6
"5",697,"2008-05-11-N","2008-05-11-N-019","2008-05-11-N-018","5/11/2008","N","MultiOb",2,2,2008,"Ryndam","Nat","Starboard","y","humpback whale",2,"n",0,58.65624575,-136.1447143,58.65624575,-136.1447143,"5/11/2008","5/11/2008",119,"5/11/2008","1/0/1900","5/11/2008",20080511,"07:50:58",19193,325.7347509,433581.2342,6502342.503,17.56705485,433570.591,6502352.798,433853.2566,6502586.575,230.4076867,366.812946,84.67293584,"Middle Bay","Middle Bay","Middle Bay",-317,3627.705083,-255,3991.354175,"","","","","","",5,0,"A-Away","9-Perpendicular","DF-Dive-fluke-up","90","none","light","calm","excellent",NA,"2",2,4,0,2,6
"6",698,"2008-05-11-N","2008-05-11-N-020","2008-05-11-N-018","5/11/2008","N","MultiOb",3,3,2008,"Ryndam","Nat","Starboard","n","humpback whale",2,"n",0,58.66434585,-136.1556472,58.66434585,-136.1556472,"5/11/2008","5/11/2008",120,"5/11/2008","1/0/1900","5/11/2008",20080511,"07:53:01",19217,326.3634745,432962.464,6503255.199,17.41093568,432951.9344,6503265.609,433341.0217,6504101.475,204.9615114,921.9873805,58.59803688,"Middle Bay","Middle Bay","Middle Bay",-317,3381.771544,-308,3839.740689,"","","","","","",5,0,"T-Toward","9-Perpendicular","DF-Dive-fluke-up","90","none","light","calm","excellent",NA,"2",2,4,0,2,6
"7",699,"2008-05-11-N","2008-05-11-N-023","2008-05-11-N-018","5/11/2008","Y","MultiOb",1,4,2008,"Ryndam","Nat","Starboard","n","humpback whale",2,"n",0,58.67249591,-136.163985,58.67249591,-136.163985,"5/11/2008","5/11/2008",123,"5/11/2008","1/0/1900","5/11/2008",20080511,"07:54:57",19240,338.9086181,432494.5771,6504170.943,17.20343585,432486.5602,6504183.392,432432.5572,6504352.088,162.2491199,177.1291004,3.340501826,"Middle Bay","Middle Bay","Middle Bay",-320,3002.708686,-318,2981.005578,"","","","","","",5,0,"W-With","0-Parallel","BL-Blowing","90","none","light","calm","excellent",NA,"1",2,4,1,2,6
"8",702,"2008-05-11-N","2008-05-11-N-100","2008-05-11-N-100","5/11/2008","N","MultiOb",3,1,2008,"Ryndam","Nat","Starboard","y","humpback whale",2,"n",0,58.64472474,-136.128862,58.64472474,-136.128862,"5/11/2008","5/11/2008",118,"5/11/2008","1/0/1900","5/11/2008",20080511,"07:48:02",19157,325.1059834,434479.3817,6501044.229,17.17357139,434468.6262,6501054.406,438519.9376,6503183.594,242.2756005,4576.741462,97.16961713,"Middle Bay","Middle Bay","Middle Bay",-308,3440.607757,-51,445.8261926,"","","","","","",5,0,"T-Toward","9-Perpendicular","BL-Blowing","90","none","light","calm","excellent",NA,"1",2,3,0,1,4
"9",703,"2008-05-11-N","2008-05-11-N-021","2008-05-11-N-100","5/11/2008","N","MultiOb",2,2,2008,"Ryndam","Nat","Starboard","n","humpback whale",2,"n",0,58.66759879,-136.1597026,58.66759879,-136.1597026,"5/11/2008","5/11/2008",121,"5/11/2008","1/0/1900","5/11/2008",20080511,"07:53:49",19227,331.4583997,432733.492,6503621.423,17.37140573,432723.9285,6503632.727,433141.8862,6504142.267,219.3608193,659.0292947,67.90241959,"Middle Bay","Middle Bay","Middle Bay",-319,3190.204853,-315,3646.276755,"","","","","","",5,0,"T-Toward","9-Perpendicular","BL-Blowing","90","none","light","calm","excellent",NA,"1",2,3,0,1,4
"10",704,"2008-05-11-N","2008-05-11-N-022","2008-05-11-N-100","5/11/2008","Y","MultiOb",1,3,2008,"Ryndam","Nat","Starboard","y","humpback whale",2,"n",0,58.67008117,-136.1620827,58.67008117,-136.1620827,"5/11/2008","5/11/2008",122,"5/11/2008","1/0/1900","5/11/2008",20080511,"07:54:24",19234,337.0634837,432600.2341,6503900.186,17.43742831,432591.8205,6503912.371,432720.5156,6504196.404,204.3752304,311.8287958,47.31174665,"Middle Bay","Middle Bay","Middle Bay",-319,3077.265446,-319,3235.893838,"","","","","","",5,0,"W-With","0-Parallel","DF-Dive-fluke-up","90","none","light","calm","excellent",NA,"2",2,3,1,1,4
"11",705,"2008-05-13-N","2008-05-13-N-004","2008-05-13-N-004","5/13/2008","N","MultiOb",2,1,2008,"Veendam","Nat","Port","n","humpback whale",1,"y",20,58.46053384,-136.0390886,58.46053384,-136.0390886,"5/13/2008","5/13/2008",146,"5/13/2008","1/0/1900","5/13/2008",20080513,"07:06:56",25292,327.6402417,439372.3609,6480453.249,17.3343273,439367.2947,6480466.849,439625.5784,6481046.909,204.0020214,634.9643161,56.36177979,"Lower Bay","Lower Bay","Lower Bay",-68,1998.6689,-73,2182.269095,"","","","","","",5,0,"A-Away","9-Perpendicular","BL-Blowing","100","none","light","calm","excellent",NA,"1",1,2,0,1,2
"12",706,"2008-05-13-N","2008-05-13-N-005","2008-05-13-N-004","5/13/2008","Y","MultiOb",1,2,2008,"Veendam","Nat","Port","y","humpback whale",1,"y",20,58.46707718,-136.045205,58.46707718,-136.045205,"5/13/2008","5/13/2008",147,"5/13/2008","1/0/1900","5/13/2008",20080513,"07:08:26",25310,339.600414,439026.8357,6481187.27,17.77143511,439024.6979,6481201.625,439349.8347,6481358.289,244.2733546,360.9120647,84.6729406,"Lower Bay","Lower Bay","Lower Bay",-76,1577.328155,-77,1909.165779,"","","","","","",5,0,"G-Against","0-Parallel","BL-Blowing","100","none","light","calm","excellent",NA,"1",1,2,0,1,2
"13",708,"2008-05-25-N","2008-05-25-N-005","2008-05-25-N-005","5/25/2008","N","MultiOb",2,1,2008,"Ryndam","Nat","Starboard","y","humpback whale",1,"y",20,58.45547117,-136.0275311,58.45547117,-136.0275311,"5/25/2008","5/25/2008",383,"5/25/2008","1/0/1900","5/25/2008",20080525,"06:26:19",70265,336.2495152,440038.0599,6479879.24,15.8527109,440030.7921,6479890.791,441310.608,6480390.801,248.6599627,1374.022804,92.41044755,"Lower Bay","Lower Bay","Lower Bay",-58,2279.283242,-34,1003.862444,"","","","","","",5,0,"U-Unsure","U-Unsure","RE-Resting","5","none","light","calm","excellent",NA,"5",2,2,0,5,3
"14",709,"2008-05-25-N","2008-05-25-N-006","2008-05-25-N-005","5/25/2008","Y","MultiOb",1,2,2008,"Ryndam","Nat","Starboard","y","humpback whale",1,"y",20,58.4591608,-136.0310057,58.4591608,-136.0310057,"5/25/2008","5/25/2008",384,"5/25/2008","1/0/1900","5/25/2008",20080525,"06:27:15",70276,331.6751412,439841.6068,6480293.122,15.88313725,439833.4409,6480304.057,440632.9569,6480518.544,254.9827766,827.7865377,103.3076353,"Lower Bay","Lower Bay","Lower Bay",-67,2220.030104,-32,1421.321255,"","","","","","",5,0,"W-With","0-Parallel","DF-Dive-fluke-up","5","none","light","calm","excellent",NA,"2",2,2,1,5,3
"15",710,"2008-05-25-N","2008-05-25-N-016","2008-05-25-N-016","5/25/2008","N","MultiOb",2,1,2008,"Ryndam","Nat","Starboard","y","humpback whale",1,"n",0,58.61596509,-136.0849689,58.61596509,-136.0849689,"5/25/2008","5/25/2008",394,"5/25/2008","1/0/1900","5/25/2008",20080525,"07:01:50",70691,324.0005004,436975.0751,6497800.24,17.80625186,436965.5221,6497809.987,438520.6883,6497234.626,290.3028158,1658.186238,146.3023154,"Middle Bay","Middle Bay","Middle Bay",-241,1761.007218,-209,3001.655868,"","","","","","",5,0,"A-Away","9-Perpendicular","SA-Surface-active","5","none","light","calm","excellent",NA,"6",2,2,0,6,3
"16",711,"2008-05-25-N","2008-05-25-N-017","2008-05-25-N-016","5/25/2008","Y","MultiOb",1,2,2008,"Ryndam","Nat","Starboard","y","humpback whale",1,"n",0,58.62072567,-136.0924597,58.62072567,-136.0924597,"5/25/2008","5/25/2008",395,"5/25/2008","1/0/1900","5/25/2008",20080525,"07:03:05",70706,320.8961499,436548.5923,6498337.317,17.81434543,436538.5255,6498346.532,437018.1146,6497552.803,328.8586789,927.3681197,-172.037471,"Middle Bay","Middle Bay","Middle Bay",-254,1785.664666,-241,1699.073042,"","","","","","",5,0,"G-Against","0-Parallel","DF-Dive-fluke-up","5","none","light","calm","excellent",NA,"2",2,2,1,6,3
"17",719,"2008-05-26-N","2008-05-26-N-034","2008-05-26-N-034","5/26/2008","N","MultiOb",3,1,2008,"Sapphire Princess","Nat","Port","y","humpback whale",1,"n",0,58.56526279,-136.0630671,58.56526279,-136.0630671,"5/26/2008","5/26/2008",469,"5/26/2008","1/0/1900","5/26/2008",20080526,"19:10:30",83131,176.3311428,438157.8675,6492134.954,14.61334426,438158.9236,6492102.856,438629.4917,6489432.669,350.0053665,2711.333987,-6.325776269,"Lower Bay","Middle Bay","Middle Bay",-107,1522.391876,-93,2796.429019,"","","","","","",5,0,"A-Away","9-Perpendicular","SA-Surface-active","5","none","moderate","1'","excellent",NA,"6",2,3,0,6,4
"18",720,"2008-05-26-N","2008-05-26-N-035","2008-05-26-N-034","5/26/2008","Y","MultiOb",1,2,2008,"Sapphire Princess","Nat","Port","y","humpback whale",1,"n",0,58.56052408,-136.062422,58.56052408,-136.062422,"5/26/2008","5/26/2008",470,"5/26/2008","1/0/1900","5/26/2008",20080526,"19:11:44",83145,176.7935693,438187.0442,6491606.779,13.81935787,438187.8412,6491574.673,438120.0339,6489779.309,2.162918861,1796.644328,5.36934957,"Lower Bay","Middle Bay","Middle Bay",-102,1787.604928,-93,2626.10377,"","","","","","",5,0,"WA-With/Aw","4-45-degrees","DF-Dive-fluke-up","5","none","moderate","1'","excellent",NA,"2",2,3,1,6,4
"19",720,"2008-05-26-N","2008-05-26-N-035","2008-05-26-N-034","5/26/2008","Y","MultiOb",1,2,2008,"Sapphire Princess","Nat","Port","y","humpback whale",1,"n",0,58.56052408,-136.062422,58.56052408,-136.062422,"5/26/2008","5/26/2008",470,"5/26/2008","1/0/1900","5/26/2008",20080526,"19:11:44",83145,176.7935693,438187.0442,6491606.779,13.81935787,438187.8412,6491574.673,438120.0339,6489779.309,2.162918861,1796.644328,5.36934957,"Lower Bay","Middle Bay","Middle Bay",-102,1787.604928,-93,2626.10377,"","","","","","",5,0,"WA-With/Aw","4-45-degrees","DF-Dive-fluke-up","5","none","moderate","1'","excellent",NA,"2",2,3,0,2,4
"20",721,"2008-05-26-N","2008-05-26-N-036","2008-05-26-N-034","5/26/2008","N","MultiOb",2,3,2008,"Sapphire Princess","Nat","Port","y","humpback whale",1,"n",0,58.54490382,-136.0599522,58.54490382,-136.0599522,"5/26/2008","5/26/2008",471,"5/26/2008","1/0/1900","5/26/2008",20080526,"19:16:03",83197,175.6721707,438303.2833,6489865.44,12.69593036,438304.7085,6489833.356,436553.5601,6489333.834,74.07897303,1821.00076,78.40680232,"Lower Bay","Middle Bay","Middle Bay",-93,2718.256521,-78,2369.201737,"","","","","","",5,0,"W-With","0-Parallel","DF-Dive-fluke-up","5","none","moderate","1'","excellent",NA,"2",2,3,0,2,4
"21",722,"2008-05-28-N","2008-05-28-N-002","2008-05-28-N-002","5/28/2008","N","MultiOb",3,1,2008,"Statendam","Nat","Starboard","y","humpback whale",1,"y",20,58.44660287,-136.0107761,58.44660287,-136.0107761,"5/28/2008","5/28/2008",474,"5/28/2008","1/0/1900","5/28/2008",20080528,"06:06:10",83395,325.3564881,441000.9132,6478877.082,13.32966428,440991.5935,6478887.051,438653.0146,6482800.134,149.1361618,4558.636981,3.779673751,"Lower Bay","Lower Bay","Lower Bay",-51,2273.002055,-86,1927.797878,"","","","","","",5,0,"A-Away","9-Perpendicular","DF-Dive-fluke-up","50","none","light","calm","excellent",NA,"2",1,3,0,2,3
"22",723,"2008-05-28-N","2008-05-28-N-003","2008-05-28-N-002","5/28/2008","N","MultiOb",2,2,2008,"Statendam","Nat","Starboard","y","humpback whale",1,"y",20,58.46597403,-136.0342573,58.46597403,-136.0342573,"5/28/2008","5/28/2008",475,"5/28/2008","1/0/1900","5/28/2008",20080528,"06:12:19",83469,337.6895967,439663.5597,6481054.574,13.35354875,439656.5845,6481066.304,439293.1455,6481890.461,156.2033498,900.7346156,-1.486246905,"Lower Bay","Lower Bay","Lower Bay",-73,2167.123013,-83,1966.703015,"","","","","","",5,0,"T-Toward","9-Perpendicular","DF-Dive-fluke-up","50","none","light","calm","excellent",NA,"2",1,3,0,2,3
"23",724,"2008-05-28-N","2008-05-28-N-004","2008-05-28-N-002","5/28/2008","Y","MultiOb",1,3,2008,"Statendam","Nat","Starboard","y","humpback whale",2,"y",20,58.47024478,-136.0371877,58.47024478,-136.0371877,"5/28/2008","5/28/2008",476,"5/28/2008","1/0/1900","5/28/2008",20080528,"06:13:33",83484,344.6467041,439499.9518,6481532.684,13.27342739,439494.4488,6481545.172,439488.1451,6481584.235,170.8328577,39.56764001,6.186153582,"Lower Bay","Lower Bay","Lower Bay",-81,2075.004362,-81,2075.412513,"","","","","","",5,0,"T-Toward","9-Perpendicular","DF-Dive-fluke-up","50","none","light","calm","excellent",NA,"2",1,3,0,2,3
"24",727,"2008-05-28-N","2008-05-28-N-016","2008-05-28-N-016","5/28/2008","N","MultiOb",2,1,2008,"Statendam","Nat","Starboard","y","humpback whale",1,"n",0,58.86516024,-136.6074225,58.86516024,-136.6074225,"5/28/2008","5/28/2008",488,"5/28/2008","1/0/1900","5/28/2008",20080528,"07:59:10",84751,291.2751355,407294.7174,6526150.897,19.13452597,407281.4117,6526153.932,405259.3581,6527989.985,132.2398959,2731.262249,20.96476039,"West Arm","West Arm","West Arm",-389,2087.9343,-248,1133.767767,"","","","","","",5,0,"T-Toward","9-Perpendicular","DF-Dive-fluke-up","50","none","light","calm","excellent",NA,"2",2,2,0,2,3
"25",728,"2008-05-28-N","2008-05-28-N-017","2008-05-28-N-016","5/28/2008","Y","MultiOb",1,2,2008,"Statendam","Nat","Starboard","n","humpback whale",1,"n",0,58.87036985,-136.6356564,58.87036985,-136.6356564,"5/28/2008","5/28/2008",489,"5/28/2008","1/0/1900","5/28/2008",20080528,"08:02:06",84787,291.0180543,405680.7548,6526770.32,19.1321338,405667.4357,6526773.295,405288.1435,6526898.645,108.2879156,399.4686871,-2.730138679,"West Arm","West Arm","West Arm",-366,2172.438935,-401,2147.146712,"","","","","","",5,0,"T-Toward","9-Perpendicular","LF-Lunge-feed","50","none","light","calm","excellent",NA,"4",2,2,1,2,3
"26",729,"2008-05-28-N","2008-05-28-N-032","2008-05-28-N-032","5/28/2008","N","MultiOb",3,1,2008,"Statendam","Nat","Starboard","y","humpback whale",1,"n",0,58.90215084,-136.9452815,58.90215084,-136.9452815,"5/28/2008","5/28/2008",504,"5/28/2008","1/0/1900","5/28/2008",20080528,"11:19:08",87151,182.4786902,387932.2041,6530785.814,2.8168267,387933.6184,6530772.24,391555.0627,6531288.527,261.8863668,3658.061081,-100.5923234,"West Arm","West Arm","West Arm",-348,827.7629508,-374,2018.021007,"","","","","","",5,0,"U-Unsure","U-Unsure","DF-Dive-fluke-up","30","none","light","1'","excellent",NA,"2",2,3,0,2,4
"27",730,"2008-05-28-N","2008-05-28-N-033","2008-05-28-N-032","5/28/2008","N","MultiOb",2,2,2008,"Statendam","Nat","Starboard","y","humpback whale",1,"n",0,58.90047915,-136.9412958,58.90047915,-136.9412958,"5/28/2008","5/28/2008",505,"5/28/2008","1/0/1900","5/28/2008",20080528,"12:11:55",87784,52.73884862,388156.3773,6530593.053,2.321171696,388165.9108,6530602.818,390794.5887,6531344.567,254.2422244,2731.325462,21.50337578,"West Arm","West Arm","West Arm",-319,680.6437281,-297,1666.337194,"","","","","","",5,0,"U-Unsure","U-Unsure","DF-Dive-fluke-up","30","none","light","1'","excellent",NA,"2",2,3,0,2,4
"28",731,"2008-05-28-N","2008-05-28-N-037","2008-05-28-N-032","5/28/2008","Y","MultiOb",1,3,2008,"Statendam","Nat","Starboard","y","humpback whale",1,"n",0,58.84838236,-136.5884676,58.84838236,-136.5884676,"5/28/2008","5/28/2008",509,"5/28/2008","1/0/1900","5/28/2008",20080528,"12:58:19",88341,116.3913537,408343.4459,6524256.946,17.35186716,408356.4279,6524252.737,408077.6617,6525131.745,162.4042374,922.1527377,-133.9871163,"West Arm","West Arm","West Arm",-319,884.5315089,-418,1544.464174,"","","","","","",5,0,"G-Against","0-Parallel","BL-Blowing","30","none","light","1'","excellent",NA,"1",2,3,1,2,4
"29",732,"2008-05-28-N","2008-05-28-N-041","2008-05-28-N-041","5/28/2008","N","MultiOb",2,1,2008,"Statendam","Nat","Starboard","y","humpback whale",1,"n",0,58.79748333,-136.4373113,58.79748333,-136.4373113,"5/28/2008","5/28/2008",513,"5/28/2008","1/0/1900","5/28/2008",20080528,"13:17:44",88574,127.5045564,416942.8066,6518393.175,17.33185251,416954.7339,6518386.543,418104.569,6517227.35,315.2321854,1632.742393,7.727629036,"Middle Bay","West Arm","West Arm",-296,2356.234258,-389,2398.029928,"","","","","","",5,0,"A-Away","9-Perpendicular","BL-Blowing","30","none","light","1'","excellent",NA,"1",2,2,0,1,3
"30",733,"2008-05-28-N","2008-05-28-N-042","2008-05-28-N-041","5/28/2008","Y","MultiOb",1,2,2008,"Statendam","Nat","Starboard","y","humpback whale",1,"n",0,58.79023022,-136.4182675,58.79023022,-136.4182675,"5/28/2008","5/28/2008",514,"5/28/2008","1/0/1900","5/28/2008",20080528,"13:20:17",88605,127.5939555,418026.0796,6517562.219,17.31920238,418037.9965,6517555.568,417910.1418,6516747.597,8.992028615,818.0239564,61.39807309,"Middle Bay","West Arm","West Arm",-375,2493.194274,-289,1990.603431,"","","","","","",5,0,"W-With","0-Parallel","DF-Dive-fluke-up","30","none","light","1'","excellent",NA,"2",2,2,1,1,3
"31",734,"2008-05-31-N","2008-05-31-N-037","2008-05-31-N-037","5/31/2008","N","MultiOb",4,1,2008,"Coral Princess","Nat","Starboard","y","humpback whale",1,"n",0,58.56836057,-136.0602045,58.56836057,-136.0602045,"5/31/2008","5/31/2008",562,"5/31/2008","1/0/1900","5/31/2008",20080531,"14:35:40",95728,180.9716914,438329.8311,6492477.21,19.03848506,438332.5763,6492462.162,440608.9022,6488513.784,330.0356108,4557.558975,-30.93608062,"Lower Bay","Middle Bay","Middle Bay",-112,1613.406575,-49,616.505585,"","","","","","",5,0,"T-Toward","9-Perpendicular","DF-Dive-fluke-up","100","none","moderate","1'","excellent",NA,"2",2,4,0,2,5
"32",735,"2008-05-31-N","2008-05-31-N-038","2008-05-31-N-037","5/31/2008","N","MultiOb",3,2,2008,"Coral Princess","Nat","Starboard","y","humpback whale",1,"n",0,58.55459011,-136.0602782,58.55459011,-136.0602782,"5/31/2008","5/31/2008",563,"5/31/2008","1/0/1900","5/31/2008",20080531,"14:38:27",95761,180.9096682,438301.3366,6490944.154,16.49895484,438304.0981,6490929.108,439898.9666,6487653.965,334.035704,3642.824346,-26.8739642,"Lower Bay","Middle Bay","Middle Bay",-57,2117.706231,-68,929.3330289,"","","","","","",5,0,"A-Away","9-Perpendicular","DF-Dive-fluke-up","100","none","moderate","1'","excellent",NA,"2",2,4,0,2,5
"33",736,"2008-05-31-N","2008-05-31-N-039","2008-05-31-N-037","5/31/2008","N","MultiOb",2,3,2008,"Coral Princess","Nat","Starboard","y","humpback whale",1,"n",0,58.53848412,-136.0601984,58.53848412,-136.0601984,"5/31/2008","5/31/2008",564,"5/31/2008","1/0/1900","5/31/2008",20080531,"14:42:10",95806,181.3330224,438277.6672,6489150.936,14.59839635,438280.3174,6489135.87,438592.0783,6487349.442,350.1006488,1813.42852,-11.23237363,"Lower Bay","Middle Bay","Middle Bay",-95,3025.403363,-95,1846.314389,"","","","","","",5,0,"WA-With/Aw","4-45-degrees","BL-Blowing","100","none","moderate","1'","excellent",NA,"1",2,4,1,2,5
"34",736,"2008-05-31-N","2008-05-31-N-039","2008-05-31-N-037","5/31/2008","N","MultiOb",2,3,2008,"Coral Princess","Nat","Starboard","y","humpback whale",1,"n",0,58.53848412,-136.0601984,58.53848412,-136.0601984,"5/31/2008","5/31/2008",564,"5/31/2008","1/0/1900","5/31/2008",20080531,"14:42:10",95806,181.3330224,438277.6672,6489150.936,14.59839635,438280.3174,6489135.87,438592.0783,6487349.442,350.1006488,1813.42852,-11.23237363,"Lower Bay","Middle Bay","Middle Bay",-95,3025.403363,-95,1846.314389,"","","","","","",5,0,"WA-With/Aw","4-45-degrees","BL-Blowing","100","none","moderate","1'","excellent",NA,"1",2,4,0,1,5
"35",737,"2008-05-31-N","2008-05-31-N-040","2008-05-31-N-037","5/31/2008","Y","MultiOb",1,4,2008,"Coral Princess","Nat","Starboard","n","humpback whale",1,"n",0,58.52631846,-136.0604885,58.52631846,-136.0604885,"5/31/2008","5/31/2008",565,"5/31/2008","1/0/1900","5/31/2008",20080531,"14:45:20",95844,181.9223446,438239.394,6487796.754,13.66720751,438241.8891,6487781.662,437849.066,6487434.039,48.49325793,524.5490937,46.5709133,"Lower Bay","Middle Bay","Middle Bay",-96,2358.701611,-98,2236.366321,"","","","","","",5,0,"A-Away","9-Perpendicular","BL-Blowing","100","none","moderate","1'","excellent",NA,"1",2,4,0,1,5
"36",738,"2008-06-01-N","2008-06-01-N-007","2008-06-01-N-007","6/1/2008","N","MultiOb",2,1,2008,"Tahitian Princess","Nat","Starboard","y","humpback whale",1,"y",20,58.51961813,-136.0608138,58.51961813,-136.0608138,"6/1/2008","6/1/2008",573,"6/1/2008","1/0/1900","6/1/2008",20080601,"11:27:13",96138,354.5861546,438208.6698,6487051.081,14.50244247,438206.5138,6487063.232,437831.5723,6488840.537,168.0875137,1816.423431,-6.498640855,"Lower Bay","Lower Bay","Lower Bay",-99,2062.187813,-98,3163.839089,"","","","","","",6,1,"A-Away","9-Perpendicular","DF-Dive-fluke-up","100","none","light","calm","excellent",NA,"2",2,2,0,2,3
"37",739,"2008-06-01-N","2008-06-01-N-008","2008-06-01-N-007","6/1/2008","Y","MultiOb",1,2,2008,"Tahitian Princess","Nat","Starboard","n","humpback whale",1,"n",0,58.53892459,-136.0627167,58.53892459,-136.0627167,"6/1/2008","6/1/2008",574,"6/1/2008","1/0/1900","6/1/2008",20080601,"11:32:09",96197,1.228957239,438131.8435,6489202.292,13.63239135,438131.1075,6489214.611,438031.155,6489188.321,75.26340411,103.3522457,-105.9655531,"Lower Bay","Middle Bay","Middle Bay",-95,3069.326214,-98,3033.32269,"","","","","","",6,1,"W-With","0-Parallel","BL-Blowing","100","none","light","calm","excellent",NA,"1",2,2,1,2,3
"38",743,"2008-06-04-N","2008-06-04-N-035","2008-06-04-N-035","6/4/2008","N","MultiOb",2,1,2008,"Statendam","Nat","Starboard","y","humpback whale",1,"y",20,58.52895062,-136.0609075,58.52895062,-136.0609075,"6/4/2008","6/4/2008",645,"6/4/2008","1/0/1900","6/4/2008",20080604,"14:32:36",108767,180.0946506,438219.6215,6488090.188,14.77514115,438221.5992,6488076.684,437479.0138,6487554.077,54.86337204,908.0480913,54.76872149,"Lower Bay","Middle Bay","Middle Bay",-97,2522.014157,-90,1995.061045,"","","","","","",6,1,"WA-With/Aw","45-45-degrees","DF-Dive-fluke-up","100","moderate","moderate","1'","good",NA,"2",2,2,0,2,3
"39",744,"2008-06-04-N","2008-06-04-N-036","2008-06-04-N-035","6/4/2008","Y","MultiOb",1,2,2008,"Statendam","Nat","Starboard","n","humpback whale",1,"y",20,58.52601537,-136.0609019,58.52601537,-136.0609019,"6/4/2008","6/4/2008",646,"6/4/2008","1/0/1900","6/4/2008",20080604,"14:33:19",108776,182.757314,438214.7868,6487763.39,14.87203289,438216.1351,6487749.81,437737.8221,6487636.48,76.67033483,491.5556275,73.91302082,"Lower Bay","Middle Bay","Middle Bay",-96,2366.092791,-97,2252.197126,"","","","","","",6,1,"WA-With/Aw","45-45-degrees","SA-Surface-active","100","moderate","moderate","1'","good",NA,"6",2,2,1,2,3
