 steps turns
 0.2756444731 0.199641394	
 0.0095967884 4.558076393	
 0.1380742322 4.481850476	
 0.5364223744 2.123190527	
 0.0129926548 1.071282888	
 0.4816595480 5.960580501	
 0.0558509997 3.495548128	
 0.2896393507 2.565603630	
 0.2499064743 3.031944804	
 0.0057129987 4.152627358	
 0.0647537531 0.745697878	
 0.0577303346 2.920027127	
 0.0106545741 2.327503893	
 0.6226942317 5.069777066	
 0.1314822567 4.342486304	
 0.4496888356 3.668762278	
 0.6295101789 2.117116060	
 0.0045356932 3.686481832	
 0.0710786219 2.798192797	
 0.0084296895 3.315538757	
 0.0700844723 0.415557590	
 0.0146376927 5.855081835	
 0.9009364144 2.061012351	
 0.2234124751 2.722136090	
 0.1765670345 4.495788740	
 0.0126093675 2.901106121	
 0.1930067394 3.258682823	
 0.4026585723 0.951091313	
 0.1137478016 5.538259109	
 0.4073566192 0.172201248	
 0.2169141407 3.717697146	
 NA NA	
 NA NA	
 0.0088221689 NA	
 0.1718492389 3.312862188	
 0.0133267825 2.852195102	
 0.0421189839 6.179829529	
 0.3075491972 4.371757050	
 0.8230877230 2.479774036	
 0.1837882445 0.256255758	
 0.0103667957 4.030218387	
 0.0030303063 5.499959642	
 0.0955760458 1.034568937	
 0.0540903128 3.518073872	
 0.0092045273 4.463480151	
 0.1315844865 2.915439061	
 0.6587789502 6.075368156	
 0.3751570594 3.487286186	
 0.1737766010 1.400887955	
 0.1789129120 6.056630886	
 0.1998398702 3.064522085	
 0.7839721608 4.310439677	
 0.4094201168 0.137659683	
 1.0999461162 0.343538587	
 1.1922995975 1.164910768	
 0.0055801778 4.588284244	
 0.6350223329 6.100437099	
 NA NA	
 NA NA	
 0.4873134868 NA	
 0.4850925131 5.034815541	
 0.0357889687 0.407111671	
 0.7518841030 4.704898476	
 0.0395626405 5.233605095	
 0.0125805021 4.198474613	
 0.0942981814 3.248822011	
 0.5076745483 5.813966359	
 0.2486812514 0.895425254	
 0.4098142216 5.377488876	
 0.0450469503 3.663456286	
 0.0219339131 2.818510398	
 0.0200149778 4.833760735	
 0.0512017458 1.928041297	
 NA NA	
 NA NA	
 0.0238872319 NA	
 0.0109065976 2.805456972	
 0.0524720242 2.752540037	
 0.1430385956 5.553376749	
 0.0454609607 2.905225604	
 0.2042926187 5.824471492	
 0.0016982203 5.226669612	
 0.0986111038 1.493481337	
 0.0246868435 5.368328520	
 0.0212450186 3.001995477	
 0.0681920292 2.175911354	
 0.2907864094 2.003544065	
 0.1494817145 5.920422966	
 0.0266532937 2.005685090	
 0.0038290196 3.984729823	
 0.0379370683 4.536995865	
 0.0056827427 3.279874685	
 0.0044154760 2.436175601	
 0.0139564476 3.396268084	
 0.0123398673 2.496200133	
 0.0588942507 4.287016031	
 0.1274233164 1.928596000	
 0.0118172412 2.767246497	
 NA NA	
 NA NA	
 0.0047536185 NA	
 0.1119476522 3.855906967	
 0.0128179423 2.850077790	
 0.1656624363 2.267337213	
 0.0793599597 1.307564579	
 0.0319668680 0.629310680	
 0.0190467914 5.477216580	
 0.0825498489 3.543733565	
 0.0159006364 5.082293059	
 0.1627059648 3.518687521	
 0.0529371431 4.144087066	
 0.0648309322 3.499300085	
 0.0477227550 3.309586021	
 0.0140790288 3.898110149	
 0.0120790611 4.295679935	
 0.1191366941 2.214358742	
 0.0345160941 1.377767183	
 0.0805249256 2.582938638	
 0.1283641306 0.436527783	
 0.1465057224 2.796822985	
 0.0814889472 3.805941943	
 0.0072509765 0.747642543	
 0.0076905460 4.876641090	
 0.0845419289 3.787048175	
 0.0107048284 0.509544223	
 0.3301750116 1.650142830	
 0.5524185872 0.709913680	
 0.4365643772 1.135325546	
 0.1956169231 5.337035226	
 0.0100269847 0.366513033	
 0.0020492208 5.139749366	
 0.1678017565 3.916883003	
 0.0218147366 0.905693807	
 0.0298335650 4.968125816	
 0.4625892439 3.252882108	
 0.3404219387 5.770651510	
 2.1385209111 0.453750603	
 0.0320583887 5.830336276	
 0.0108863507 0.234649249	
 0.0090867842 3.636746509	
 0.0451940615 5.145329909	
 0.0731620727 4.968142594	
 NA NA	
 NA NA	
 0.1635518779 NA	
 0.0044303821 3.081124497	
 0.0102156460 3.915552740	
 0.0113866419 4.460312661	
 NA NA	
 NA NA	
 0.0098631047 NA	
 0.0735520353 2.067378551	
 0.8435533724 1.187199293	
 0.0182800810 2.384823226	
 0.0130465617 3.461501214	
 0.8454353047 0.270876931	
 0.1503848549 0.669114485	
 0.0354688065 5.795339890	
 NA NA	
 NA NA	
 0.1300203819 NA	
 0.0092809624 2.862928741	
 0.0056377104 5.801548773	
 0.0298531688 3.773077116	
 0.0312521347 2.262743906	
 0.4066198122 1.093617193	
 0.4843514392 6.165192377	
 0.3155261137 6.171782913	
 0.1098856951 2.079263768	
 0.0110947907 3.364358545	
 0.1078985099 5.069519782	
 0.0409009165 2.510839728	
 0.0076146300 2.337054757	
 0.0359380969 1.095811230	
 0.0121645199 0.569148418	
 0.0202715480 4.844445767	
 0.1580033547 0.965638410	
 0.0076486646 5.057117592	
 0.0551982162 5.193847505	
 0.0303864325 2.037326567	
 0.0070305645 5.406962499	
 0.7656522022 3.301423384	
 0.4174655040 1.445911569	
 0.3313512392 0.282553047	
 0.1899093619 3.800180749	
 0.0267540105 3.598360142	
 0.3364252399 4.309733572	
 0.1415844686 0.077693811	
 0.0047096681 0.072495527	
 0.0079366666 3.818909116	
 0.0648727328 5.427465244	
 0.0335817457 0.746795323	
 0.0028431167 5.552820707	
 0.0090683849 4.254122870	
 0.0077753795 3.375206213	
 0.0566071730 5.458164213	
 0.1097536066 0.612252498	
 0.0764635776 5.460560948	
 0.0434213383 5.475325516	
 0.2388450746 2.933241861	
 0.1637389708 0.464704330	
 0.0067700847 2.273118639	
 0.0058290550 2.548507106	
 0.0254990098 4.278277630	
 0.0174110410 0.881300298	
 1.1374117182 2.829401582	
 0.0628626697 3.637956780	
 0.1661730028 3.124254069	
 NA NA	
 NA NA	
 0.0348943214 NA	
 0.0291360045 3.124515266	
 0.0063930315 2.267546894	
 0.2731939595 3.932763513	
 0.1143727837 5.193004913	
 0.1941325400 4.893622560	
 0.7385425596 0.300643267	
 0.0225152619 3.579549053	
 0.0044658985 2.220447470	
 0.0092416286 3.821789905	
 0.0739147173 2.007795514	
 0.0678815881 1.579089675	
 0.0777567507 1.823111151	
 0.0692646629 1.546454755	
 0.0029511447 4.417675751	
 0.0091107869 2.968661734	
 0.0029517294 0.173205802	
 0.0041688275 3.617935963	
 0.0452025816 4.381973518	
 0.1472807665 5.893234062	
 0.1331814200 3.414465488	
 0.0515444476 4.758702564	
 0.1169694923 2.710134444	
 NA NA	
 NA NA	
 0.0095176115 NA	
 0.0743165822 1.355201884	
 0.2314091809 2.832554735	
 0.0181453061 4.482457329	
 0.7246210345 3.958808603	
 1.6558046333 5.559077750	
 0.0113972949 5.560495289	
 0.0029203988 0.523080636	
 0.0111771806 3.182876621	
 0.0391876888 6.148818136	
 0.0690849303 4.330464966	
 0.0591296503 1.259245485	
 0.0186342867 5.176947919	
 0.0654039803 1.888126981	
 0.0262437135 0.398992942	
 0.1834895474 4.461018337	
 0.2775773043 5.349078104	
 0.3719863462 0.151975178	
 0.0480305072 0.451988775	
 0.1562547851 0.580059236	
 0.1689393599 0.424117994	
 0.1852634792 5.794255945	
 NA NA	
 NA NA	
 0.0017758281 NA	
 0.3042225465 5.750182744	
 0.1202672565 1.001158463	
 0.0199774267 5.993197849	
 0.3913993863 1.216161848	
 0.4016592319 2.768301021	
 0.0198874890 4.765637324	
 0.0152089657 5.494902991	
 0.0099749622 1.105504927	
 0.0314977292 2.896698834	
 0.0210068922 5.025895162	
 0.0369036561 1.497056721	
 0.8263266155 5.768321784	
 0.0521533767 4.904707684	
 0.0153695184 6.095135012	
 0.9404924492 1.801449839	
 0.4776043552 6.203745943	
 0.0248613579 5.023394373	
 0.2862280357 0.769795689	
 1.3887104101 5.999816444	
 0.0213798947 2.268884191	
 0.0403075324 2.631026927	
 0.0035824465 4.546619611	
 0.0075959503 3.749297462	
 0.0143383850 3.915885761	
 0.0287487330 6.176685678	
 0.9385355177 2.191249363	
 0.7200725132 5.137638106	
 0.1420239278 5.158257851	
 0.1380751389 3.333040749	
 0.0102829874 2.136804168	
 0.0869737751 3.841980017	
 0.0089947052 3.590448494	
 0.0094363845 1.287603035	
 0.3784960792 1.030933585	
 0.4983262030 0.129807098	
 1.1624062710 6.086452679	
 0.0094538471 5.108702114	
 0.0115259438 2.599816310	
 0.0117641202 3.082989137	
 0.0820744021 3.661839855	
 0.0390527533 6.176889130	
 0.0453102951 0.584056077	
 0.0706582442 0.578946267	
 0.1193554058 3.477659791	
 0.0107139978 3.865315116	
 0.0122698303 5.724844246	
 0.0251632589 2.272526132	
 0.1432646277 1.720865488	
 0.0171521952 0.706837750	
 0.0972026577 0.930720244	
 0.0155064026 2.552467971	
 2.3227884123 0.752672912	
 1.7223336554 5.657802049	
 0.1228058873 0.127631522	
 0.1166708338 0.938822487	
 0.0910228315 5.887785580	
 0.5249438085 4.488054341	
 0.0318145094 0.238649140	
 0.9705513838 0.929196311	
 0.2251111425 3.760451965	
 0.0547620280 3.430401251	
 0.0127120325 6.199550341	
 0.0159773381 0.884330791	
 0.0160127868 0.782298500	
 0.0249536483 3.048199570	
 0.0511508482 0.852798154	
 0.1344785541 5.319985019	
 0.7934786891 1.113296786	
 0.7117492236 5.490868512	
 0.0051533214 3.529909023	
 0.0038931946 2.928410485	
 0.1894559944 6.079957880	
 0.0041449309 5.809062971	
 0.5698821706 0.514032750	
 0.0201383982 0.904947460	
 0.0216985148 2.492165330	
 0.6157384033 6.018355765	
 0.0022509740 1.983935663	
 0.0044177379 2.813674275	
 0.0006341804 0.323088176	
 0.0212344193 4.438634825	
 0.1177825742 3.231722708	
 0.0346330560 2.929787968	
 0.0358887344 5.939066800	
 0.0057902016 4.725436647	
 0.0057739810 3.809486512	
 0.3676909569 1.367218091	
 0.0365428699 0.125296869	
 0.3303338287 6.099023019	
 1.1314139655 0.493402898	
 0.0510190648 0.438040364	
 0.2581175646 5.397766766	
 0.8591923414 5.940360024	
 0.1224402932 1.065191033	
 0.0013116939 2.117408407	
 0.1660781765 2.696748902	
 0.0124010138 1.721774947	
 0.1850171288 2.221162777	
 0.0488622466 0.601634278	
 0.0749761599 5.634137605	
 0.0283134180 0.400498920	
 0.0038929582 2.773737477	
 0.0047245776 4.944716045	
 NA NA	
 NA NA	
 0.6055150191 NA	
 0.0076646889 3.431366821	
 0.1548451220 2.061742956	
 0.0219924102 4.374877164	
 0.0167440601 1.145331607	
 0.0129292311 5.362238985	
 0.0055664548 2.795451747	
 0.0199891731 1.280698850	
 0.5708323980 4.723105179	
 0.0948462466 3.947942744	
 0.2834358511 5.971426127	
 0.1455394567 0.366932334	
 0.0018766686 4.512109439	
 0.2071609703 0.482738118	
 0.0545588991 5.599001163	
 0.0375950081 2.023958556	
 0.0501394543 5.441042161	
 0.0719403285 5.444803742	
 0.0427018029 0.103312890	
 0.0193315934 2.937726429	
 0.0119726863 3.468508767	
 0.0311241344 3.839273684	
 0.0153300963 3.050960746	
 0.2549173142 2.990624710	
 0.3770063290 2.279663362	
 0.0604869426 6.126853458	
 0.0525389958 2.839718050	
 0.1093141520 1.115554147	
 0.0063325472 2.360249773	
 0.0878269029 5.473186098	
 0.7550714687 1.355204604	
 0.1995843481 3.311566876	
 0.0162346580 0.232893975	
 0.5335846119 5.738072180	
 0.1859947882 0.101846610	
 0.1391406592 4.624998786	
 0.0048691863 1.413467549	
 0.0107207545 5.828226675	
 0.0355513311 0.054939112	
 0.0930198058 0.524299463	
 0.1062941431 4.976707110	
 0.0061026315 1.337280816	
 0.1182558460 3.227754091	
 0.0264204688 5.282624259	
 0.0220795777 1.378226068	
 0.0209261284 0.493627727	
 0.0515492993 2.321456440	
 0.0791219816 3.887022162	
 0.1149097797 2.344909879	
 0.1462557940 0.127020270	
 0.3868880265 1.101369850	
 0.2107151023 1.000987247	
 0.0052075648 1.418286368	
 0.0060026349 3.875419376	
 0.1450043068 1.991474700	
 0.0686308726 6.131307819	
 0.0333657820 0.748207743	
 0.0646755795 6.234490860	
 0.2278827406 6.278973301	
 0.0159541087 1.750150914	
 0.0156874336 1.928181851	
 0.0024723624 3.790010997	
 0.0257128110 4.975107873	
 0.2577976039 6.126183414	
 0.4471547201 5.727808088	
 0.3519681221 6.248526645	
 0.1157048407 2.059204346	
 0.1060048660 3.571120025	
 0.0088262430 0.535260041	
 0.1948201800 5.250432716	
 0.0054515742 2.438840095	
 0.4770850695 1.565233712	
 0.4314652917 5.207114880	
 0.2190630687 6.211153221	
 0.0826249434 5.399102825	
 0.0239672904 4.803945665	
 0.0104255660 1.487469999	
 0.0031705724 2.388533433	
 0.0667617159 0.753345600	
 0.2226022732 6.281147343	
 0.2715871812 2.498021650	
 0.5083726803 4.764309305	
 0.6533068820 3.139277286	
 0.0710975888 0.026897094	
 0.0115912057 5.492824820	
 0.0086876393 0.999656822	
 0.1006929185 4.808543722	
 0.1859890613 3.327749578	
 0.1407127057 0.741440612	
 0.6338780892 0.771637327	
 0.0446188232 1.639542573	
 0.5378949030 0.606324555	
 0.0128701195 5.710729998	
 0.6310459163 6.261880751	
 0.0322760598 5.681696656	
 0.1978233602 0.847146317	
 2.7463815311 6.085309974	
 0.1802433343 5.385540689	
 0.2747637986 0.730949137	
 0.5501354179 0.464705747	
 0.0075903181 6.194297069	
 1.8372771672 6.118617078	
 1.7088230290 6.029724565	
 0.6704661357 3.055609404	
 0.5208104099 0.225631405	
 0.0654996579 6.199021641	
 0.9207374943 6.128414015	
 0.4584420772 5.183543905	
 0.0093708296 0.836979095	
 0.2232864789 0.042013908	
 0.0075072030 0.670766900	
 0.2092701173 2.899397533	
 0.1049804184 5.062113750	
 0.4663271516 4.150037055	
 1.6602564539 0.732672744	
 0.5011691590 5.570039120	
 0.0041152607 4.476122995	
 0.0932460782 1.657280238	
 0.0032479726 1.512869712	
 0.4635701471 1.244765914	
 0.5317348915 0.536232630	
 0.6480535445 0.331678086	
 2.9470326686 6.226139557	
 0.3766074741 4.838784548	
 0.0189843650 0.854937174	
 0.0314238092 1.545503702	
 0.0034127595 0.507306652	
 0.4172661150 0.551173977	
 0.5848584209 1.162024220	
 0.0804326637 5.685256795	
 0.2160697375 4.290355618	
 0.1939968785 3.488411032	
 0.0327463875 5.552778612	
 0.1824866273 5.659974784	
 0.0027848085 0.853686348	
 0.2291120834 5.590992181	
 0.9913967052 3.314528726	
 0.0946249007 0.623916104	
 NA NA	
