 steps turns
 6.3340403187 5.818588114	
 5.3467971057 0.786583966	
 1.7684108037 0.086414090	
 0.0342820043 0.460380427	
 0.0032933366 0.964941047	
 0.1561553752 1.986767198	
 0.1226163955 0.088560587	
 1.5927620026 2.886714700	
 0.0667636042 2.982731741	
 0.0476629384 5.675252648	
 1.6418475956 3.624630967	
 0.0321008472 0.867628042	
 0.0317343943 1.103074815	
 1.2155761500 4.467899706	
 0.2944129814 4.306789169	
 0.1674093649 4.869318789	
 0.1734775709 2.917809452	
 0.0040055814 0.719403500	
 0.6086477318 1.896688770	
 0.2105875928 5.453713851	
 0.0057322740 5.464507772	
 0.0684748345 4.216955046	
 0.1121213798 2.691553092	
 0.2057193565 5.534005202	
 0.1177238507 3.524832456	
 0.0283298640 2.187223079	
 0.3744902620 5.534602996	
 0.0246075268 4.893052202	
 0.0058322957 3.302294575	
 0.0845153014 3.887646796	
 0.0896823387 6.027580451	
 0.5908932327 3.488609064	
 0.0794124184 1.353424787	
 0.0156924535 3.023609018	
 0.2702413965 3.906539320	
 0.0261409499 4.920940260	
 0.0045563985 4.252228633	
 0.3772819683 0.329901919	
 1.2729700348 5.953399748	
 NA NA	
 NA NA	
 0.0760908327 NA	
 0.1470693383 4.976774801	
 0.0447790714 4.220840088	
 0.0210281657 4.684568227	
 1.1424829498 2.948691659	
 2.1671770987 4.760838528	
 0.8643288985 0.619851242	
 0.0541219518 0.917029259	
 0.0322293219 0.791994758	
 0.3881797284 4.020058284	
 0.4267579151 1.038328406	
 0.0140660140 4.207708431	
 1.3963403257 1.430497308	
 0.2155470310 0.799585194	
 0.6324978206 5.324241779	
 0.0070608983 1.266420374	
 0.0580187363 2.072389292	
 NA NA	
 NA NA	
 0.0061597659 NA	
 1.6162864547 2.803278590	
 0.4701767516 5.660626868	
 NA NA	
 NA NA	
 NA NA	
 NA NA	
 NA NA	
 0.0551828840 NA	
 NA NA	
 NA NA	
 NA NA	
 NA NA	
 0.0837731887 NA	
 NA NA	
 NA NA	
 NA NA	
 0.9461024199 NA	
 NA NA	
 NA NA	
 NA NA	
 0.4252835529 NA	
 0.0913834266 4.823210913	
 0.0030301652 2.946166081	
 0.2377262243 5.663519032	
 0.3841312591 5.142260995	
 NA NA	
 NA NA	
 0.1952247896 NA	
 0.0084022671 2.234255677	
 0.2203349258 3.556939243	
 0.0189138175 1.383791601	
 0.0632840559 0.006337841	
 0.3567532573 6.045578459	
 0.8073167001 5.474251078	
 NA NA	
 NA NA	
 0.0719691419 NA	
 0.0252930812 3.056276284	
 0.4034731682 4.142604579	
 0.0055002641 0.811730883	
 0.2932553778 3.991429595	
 1.8156588145 0.850287572	
 0.0410662257 5.894183951	
 0.0372205056 5.661094264	
 0.1444338976 5.421222406	
 0.1343674149 2.796448394	
 NA NA	
 NA NA	
 0.3737794653 NA	
 0.9519856649 6.144516549	
 0.2742914972 5.440446003	
 0.0111222447 5.675835922	
 0.0117946873 3.916914769	
 0.3793419901 6.125902082	
 0.1120884494 3.936088950	
 0.0050800590 2.679165658	
 0.5153567595 4.003314178	
 0.2019556971 0.465011388	
 NA NA	
 NA NA	
 0.0233089136 NA	
 1.1482990828 0.480191934	
 0.0683596622 1.036645944	
 0.0176677828 5.786048572	
 0.8464197376 5.640768400	
 0.4848957822 5.879059002	
 0.3642023798 2.541360229	
 0.1025421063 4.785020189	
 0.0082114360 0.877356206	
 0.3714502979 0.063575919	
 0.0915955175 0.529888533	
 0.0114192193 4.401947822	
 0.6038867408 0.980489383	
 0.1175423876 4.951592836	
 0.5088163180 1.656061853	
 0.2071076729 0.497533784	
 0.0075608343 5.428989618	
 0.0374794129 4.187628317	
 0.0170122153 3.901524900	
 0.0152428830 2.981563167	
 2.5976461995 0.412301275	
 1.4557194965 0.170880167	
 0.0162330974 1.892166564	
 0.0011630227 0.906884518	
 0.0386157938 0.519676891	
 0.0103587400 1.800929084	
 0.0104138691 4.260287475	
 0.0286986903 2.541630308	
 0.8995436601 6.243197313	
 0.0185546694 1.904532241	
 0.1826599400 5.309742182	
 0.1591502793 6.008534919	
 0.0375828405 3.509944153	
 NA NA	
 NA NA	
 NA NA	
 0.2226046831 NA	
 0.2196255037 1.325221138	
 0.3501988484 2.759042371	
 0.0076581064 5.371396876	
 0.0187622571 5.669804476	
 0.3837460032 2.414562384	
 0.1714642320 3.387007147	
 0.0320489018 3.784266559	
 0.2886514090 5.506196322	
 0.0487086700 5.603061528	
 0.1394315281 3.622671394	
 0.3336992685 6.133875628	
 0.0171580485 4.515094882	
 0.0568104533 1.802923119	
 0.2016256842 1.345714367	
 0.0179456363 2.511959769	
 2.1391608609 3.677780211	
 1.5921818695 0.336728370	
 0.6541347187 4.142301308	
 0.2394168125 2.482663918	
 0.0587008360 0.659478651	
 0.2502219054 3.439513564	
 1.9383307759 6.096525493	
 0.0095012254 0.398900502	
 0.0669689893 5.948894617	
 0.5617372159 0.966163553	
 0.7927940696 5.229059470	
 0.0786577397 5.681200042	
 0.3233268959 0.423795580	
 0.0338239493 4.611847119	
 0.0991843421 3.027433525	
 0.1871639980 2.148805786	
 0.0365799098 3.843647713	
 0.0449245810 3.277787127	
 0.0784937902 3.144914746	
 0.0993814891 5.218572217	
 0.0082555056 3.993438379	
 0.1652231540 3.075339907	
 0.0108012837 1.648597221	
 0.0217699977 0.233328280	
 0.2587321231 3.685675664	
 0.0659315322 5.595117366	
 0.1776219303 3.111606228	
 0.0343579643 3.028813859	
 0.0991586987 3.530477673	
 0.2096673100 2.585573399	
 0.1566696410 2.673462097	
 0.0050070275 4.549455875	
 0.1298144150 4.650232756	
 0.2813548215 4.439139512	
 0.0433643801 3.045722802	
 0.1225424967 0.378143058	
 0.0194982270 2.166506222	
 1.5495875717 3.908471618	
 0.1334117827 6.147811978	
 0.1131133667 0.814274540	
 0.6258118472 4.949343765	
 0.4422735358 3.277006543	
 0.0364808611 2.474546692	
 0.3925201739 5.118615536	
 0.1079001199 4.310075101	
 0.1300185779 6.129364674	
 0.4277150269 4.482601377	
 0.0055432076 1.072312030	
 1.1404495166 5.078916514	
 1.5471431037 3.079775489	
 0.0110250277 5.344121486	
 0.0623374367 3.722234252	
 0.0798198097 3.678224385	
 NA NA	
 NA NA	
 0.0031268818 NA	
 0.3060297060 3.564236721	
 0.6412595620 1.933100824	
 0.0409867733 3.968094889	
 0.0070349711 3.381899343	
 0.0879061985 6.036085807	
 0.4330426909 2.419484802	
 0.3432054563 6.191428370	
 0.0048390288 1.537198240	
 0.8838285874 5.015100063	
 NA NA	
 NA NA	
 0.0143315956 NA	
 0.0036052185 5.947354414	
 0.0669000786 2.465022832	
 0.0733557127 5.253808162	
 0.0739716378 4.399449021	
 0.4633310527 1.481542359	
 1.7920293100 5.873969282	
 0.2794244541 0.122088826	
 0.9825629584 0.603717719	
 0.0066838617 4.224848053	
 0.7337918828 0.095966147	
 NA NA	
 NA NA	
 0.2945127544 NA	
 0.4126960280 3.752878949	
 0.3376210100 6.150956641	
 0.0303144147 5.195339744	
 0.1927012259 1.765199051	
 0.1582848166 6.160832784	
 0.5319642570 1.225927124	
 0.0210441971 4.658829052	
 1.0465280120 2.288910588	
 0.5569403208 5.924707799	
 0.1932083672 6.267099274	
 0.0074843217 2.121047621	
 NA NA	
 NA NA	
 0.2954307555 NA	
 0.1299584106 2.724182177	
 0.6580777330 4.388359285	
 NA NA	
 NA NA	
 0.0162749157 NA	
 0.0150929006 2.937721362	
 0.1211392858 3.441557760	
 0.2782225194 5.123902031	
 0.0032694787 2.785438288	
 0.1855724789 0.582394575	
 0.1207897980 5.698369926	
 0.2788807804 3.654476386	
 0.0406778225 3.744564804	
 0.0047121223 1.057675372	
 0.0795203283 4.374214291	
 0.0034946301 3.835238933	
 0.0232074225 1.159631205	
 NA NA	
 NA NA	
 NA NA	
 0.1198380766 NA	
 0.1146213864 4.741979759	
 0.0424291810 1.833221353	
 0.2463653398 2.382370525	
 0.0266781104 2.828495356	
 0.1259492853 4.048301670	
 0.3468685431 4.131485760	
 0.3848858583 2.890079597	
 0.0985727857 1.691196022	
 0.0106322099 3.504705309	
 0.0279904695 0.539951913	
 0.1134965334 1.200423843	
 0.0039294426 1.741507777	
 0.2728745704 3.171516698	
 0.0847854902 5.516695518	
 0.0442530682 0.673529222	
 0.1042328423 2.347379538	
 0.0090453272 1.731790307	
 0.4014756421 5.509620000	
 0.1005137776 2.533635806	
 0.0401287165 4.113988795	
 0.3173168530 5.917630361	
 0.1529621705 1.322550083	
 0.1665624086 0.810228608	
 0.0255463721 3.473771724	
 0.0553466209 5.621440082	
 0.1059613494 5.435230601	
 0.1335333312 0.228122769	
 0.0098245636 2.628839940	
 0.1858035039 2.712455950	
 0.0670269552 3.872698798	
 0.5355097609 2.791612741	
 0.1573156593 3.258942441	
 0.0248820248 2.003077083	
 0.0232916023 2.608207963	
 0.1030716728 1.584016026	
 0.1701658585 5.647512206	
 0.0520913139 1.894482953	
 0.1839315396 5.721553029	
 0.0999074574 1.982062518	
 0.1212936133 2.091159485	
 0.1185381278 5.746611723	
 0.0486276755 5.036032264	
 0.0423686251 3.475932291	
 0.0044222461 5.679929132	
 0.0424635269 1.397654222	
 0.1343890580 5.148011017	
 0.2202188851 5.793805428	
 0.0892052196 3.864932221	
 0.0013630293 4.976819920	
 0.0388367822 3.748964164	
 0.0975435605 0.230902025	
 0.1275972410 2.850688856	
 0.1440425230 1.910631017	
 0.1361538391 1.695194380	
 0.5598495428 5.492020885	
 0.6988861715 6.135877954	
 0.0697423756 5.743468167	
 0.3275153320 0.260737705	
 0.3182441033 4.842691312	
 0.1251447969 5.058017444	
 0.2678039405 3.758333989	
 0.1994965109 5.652579977	
 0.6778432616 2.613895769	
 0.7372507459 1.293801673	
 0.0060720382 0.468027370	
 0.0316191163 2.805339465	
 0.0152259723 2.807433020	
 0.0035676753 0.770684976	
 0.9575184627 0.487066201	
 1.9068704093 6.104424624	
 0.3422120777 1.519968855	
