SwB_Wpt_ID,x,y,turn.angle,heading,dist
2014-07-09-S-003,452082.0715,6461890.178,-0.472122226,-1.742698998,1016.62434
2008-08-25-K-053,438638.0278,6482873.905,NA,0.2959898,1011.815929
2013-06-09-S-035,443030.2162,6462310.296,1.489822215,-2.442580798,1010.293702
2009-08-31-K-049,438610.2259,6479283.624,NA,2.931377346,1000.874236
2008-07-13-K-096,509001.63,6428720.063,NA,-0.308462602,988.3895633
2011-07-08-N-002,438456.1984,6484151.833,-1.376368322,-0.334016043,982.544972
2011-07-29-N-029,438604.1251,6502740.433,NA,1.151667495,980.141174
2013-09-16-N-017,421882.4821,6515050.917,2.328886834,-1.149329987,979.3597273
2008-07-02-K-090,439796.3095,6470829.499,-0.914850242,1.589769601,979.225548
2009-07-05-N-017,411741.538,6522957.174,-1.042429348,0.234639764,975.3771313
2008-07-13-K-108,509284.9262,6421737.353,-0.331229971,-1.587908361,971.2937045
2008-08-02-N-032,438211.541,6484976.825,-0.038400962,-2.577641273,962.7727636
2010-07-19-K-100,424899.4982,6463577.734,NA,-2.068491137,962.3455717
2013-07-24-S-014,438355.2479,6497106.052,NA,-0.149865736,958.8991731
2008-07-02-K-130,518225.7195,6328429.689,0.072717607,2.019790474,952.6364652
2009-07-20-N-008,439539.3728,6489004.968,0.30603741,-0.547794161,947.0847931
2013-06-26-S-021,441653.2196,6484018.601,NA,0.332522144,944.1167798
2008-07-28-K-047,438387.0546,6476101.62,NA,2.39203912,942.6017497
2010-07-25-K-085,475863.8953,6450890.066,2.195587916,-1.901910814,937.285894
2008-07-21-K-049,437399.9174,6486254.276,0.476546521,1.073351825,933.1086245
2014-08-03-S-035,512478.3581,6391828.065,2.891902957,-0.646053716,931.9421962
2008-07-14-N-048,435372.8041,6498970.827,NA,0.208038645,929.1524813
2009-06-07-K-004,485977.8672,6449317.959,0.302746111,-2.997264049,928.1805771
2009-06-10-K-091,440340.8637,6470756.148,NA,2.935786967,926.3950336
2013-07-24-S-010,436473.3163,6485614.213,NA,0.083244769,926.2434378
2008-07-02-K-090,438817.2602,6470848.077,0.380670294,2.504619843,925.6873857
2010-06-09-N-011,438326.9804,6491226.001,-2.310128995,1.082657074,917.9794289
2013-05-29-S-045,441395.0874,6471900.21,NA,0.691167804,909.6678187
2011-06-12-N-026,436068.2209,6504150.305,NA,-0.479317305,906.7766923
2013-07-17-S-069,436064.2399,6463694.805,-0.387493262,-2.497606288,901.2956261
2013-08-07-S-031,436982.9215,6488553.41,NA,-2.739721035,900.513419
2010-07-12-N-002,438914.0981,6480883.877,NA,0.831639316,896.8134973
2014-08-03-S-035,511614.1469,6394489.51,NA,2.590809546,896.7440469
2009-08-12-K-052,437890.9885,6485925.458,NA,1.637103249,895.0117872
2014-08-15-H-010,435931.8373,6499614.055,NA,2.606514432,892.659079
2008-07-20-N-029,439186.9014,6493131.869,NA,2.907926129,891.4809148
2014-06-06-H-009,413433.5005,6521280.377,2.818925322,-0.870756862,888.4654898
2009-07-01-K-089,439819.066,6479363.435,-1.876298369,-0.283676618,884.4884461
2009-07-01-K-096,441803.3406,6476747.217,NA,-0.1975497,884.2655812
2013-07-07-S-038,441816.3331,6473993.526,NA,1.534643309,883.1892192
2009-07-01-N-065,429572.2004,6507914.008,NA,-1.293106479,879.8301521
2009-08-12-K-009,437867.5903,6487552.47,NA,0.630486339,879.1767383
2008-07-02-K-113,485700.2025,6447402.388,1.141002896,-3.04763836,877.7382283
2010-08-02-K-057,440800.443,6475708.955,NA,1.156141241,873.1284834
2010-08-15-K-085,508275.7387,6418990.691,NA,2.674352224,870.6991851
2010-06-14-N-049,437351.4137,6491490.667,0.48949015,-1.54017002,868.8987689
2009-08-16-K-047,442195.1224,6466417.385,NA,-2.665049509,867.0101333
2013-06-30-S-039,439809.6221,6476714.269,NA,-0.669203131,866.9844466
2008-07-21-K-049,435793.9306,6484964.012,NA,2.486705865,864.6064805
2009-08-23-N-044,437776.3437,6489922.522,1.668133065,-3.016176255,864.0334062
2014-07-09-S-027,420943.4605,6460189.296,-2.186381753,1.147182415,863.1077362
2009-06-28-K-053,419974.8218,6514743.796,-2.030720623,0.090907997,862.8117975
2009-07-19-N-017,427946.7246,6509261.187,-1.345641693,0.379061566,862.471886
2009-05-24-K-069,443096.6388,6473331.846,NA,0.503945781,862.0540936
2011-08-17-N-019,439036.3494,6484390.787,0.294991638,0.198606916,858.8693182
2011-06-06-N-034,439292.7834,6491561.594,NA,2.652695868,851.4251612
2013-07-14-S-034,428602.2631,6504780.167,NA,-1.438184597,848.3446141
2008-06-07-N-034,438144.9229,6484910.13,0.936283248,-0.489150526,847.7575583
2008-08-06-K-104,516422.2433,6335613.226,-0.409213832,1.670359395,841.1984751
2010-08-02-K-054,441707.4465,6476659.554,-2.344712659,0.710739572,840.2482503
2008-08-06-K-092,515055.8242,6360965.561,-0.41960237,1.254759691,838.0256719
2008-07-02-K-130,518794.1633,6327818.792,0.372385878,2.392176352,834.4600041
2013-07-15-N-002,440004.6399,6480156.85,NA,2.537451672,833.0121761
2010-06-25-N-003,438012.2267,6488810.463,0.777143052,2.743964684,832.1267714
2013-06-30-S-033,440149.4993,6475425.056,0.816875009,-0.127694298,821.082123
2013-08-10-N-032,434524.5343,6501129.606,NA,2.922683222,820.5946025
2009-06-21-K-050,430199.6496,6507688.531,NA,-0.636476366,817.397448
2014-06-15-S-028,424138.4373,6464110.636,NA,-1.626305705,816.749899
2013-08-19-N-006,432630.6064,6503728.11,2.127044115,-0.578007812,815.2095436
2009-08-19-K-068,443639.4448,6475247.352,NA,1.693821802,806.834531
2013-07-30-S-032,441360.5643,6483641.547,NA,2.564239651,803.4308339
2013-07-07-S-003,440109.0283,6466762.395,-0.69544753,-1.703025626,800.8992002
2012-07-04-N-020,438795.2809,6492844.556,-1.868681135,-1.274411429,799.7578791
2008-08-20-K-080,512525.6054,6400964.29,NA,-1.406886825,798.8341656
2009-09-20-K-013,438191.3852,6484859.904,-2.396874077,-3.138055568,797.2399871
2010-05-17-N-009,425129.8801,6510043.233,1.782042582,1.655429187,796.9066067
2008-08-20-K-002,463001.6872,6459471.701,NA,2.470203868,796.7906409
2009-08-21-N-026,435806.495,6498198.224,NA,2.828102799,794.8410385
2013-06-04-S-026,437328.9109,6469782.754,1.349365769,0.816866225,786.6396511
2008-08-06-K-071,442945.6136,6467407.971,NA,2.688608463,783.8723913
2008-07-16-K-045,428645.9242,6506666.173,-0.636824664,1.42078917,779.6837419
2010-06-07-N-016,437826.5571,6497284.274,NA,3.087929776,775.8618584
2009-06-01-K-033,443376.9017,6471533.795,NA,2.498239719,774.7639085
2008-07-23-N-022,416875.486,6518934.506,0.229382994,2.886975979,772.3403161
2009-08-12-K-066,441410.2488,6472926.466,0.887440056,2.99636993,771.6324349
2013-06-28-N-004,438019.2176,6488018.953,NA,1.008459992,771.6234247
2012-06-06-N-046,432347.4605,6509638.653,NA,-1.613667494,771.4772547
2008-07-14-N-048,435246.04,6499731.28,-0.373215385,-0.16517674,770.9461085
2009-07-19-N-017,428705.9045,6509127.085,1.366571841,1.745633407,770.932855
2011-06-19-N-033,438864.6719,6486676.699,-2.548084528,-2.512827182,766.1215159
2011-06-20-N-033,438713.5147,6487299.751,2.415353179,-0.858445945,764.6358362
2010-09-15-N-044,438040.4655,6485699.4,0.076578334,-0.165888826,763.1911074
2008-05-28-N-032,390794.5887,6531344.567,NA,-1.497238401,762.5360229
2009-08-12-K-067,441108.0437,6472971.78,NA,2.241322793,760.2238454
2014-08-26-H-004,435028.3664,6497224.258,NA,0.600511326,757.6952085
2009-09-21-N-010,437437.9372,6496332.144,NA,1.602050346,756.5378682
2009-08-14-N-022,427118.2055,6509341.674,0.447427036,-2.389398778,751.3739421
2010-06-14-N-047,436162.8262,6495353.69,1.698352574,-1.321746913,751.2531925
2013-07-14-S-042,436002.0019,6486304.563,-2.992674965,-0.130148678,748.5477611
2008-05-31-N-037,437849.066,6487434.039,0.342297469,-1.457427728,747.8127642
2008-08-02-N-032,438726.1718,6485790.512,NA,-2.539240311,747.3885777
2014-07-21-H-011,435952.3255,6485096.376,1.246819686,-2.178258776,746.4640157
2010-05-31-N-064,437830.3838,6487094.691,-3.022048391,0.089403527,746.4030097
2009-07-06-K-058,412248.9986,6453775.839,NA,0.49560633,745.0807235
2014-07-09-S-027,421766.484,6459535.718,-0.494011195,-2.335601999,743.492748
2012-05-13-N-010,427202.9995,6510198.952,NA,-2.845499581,742.6660248
2013-08-03-N-026,437967.0911,6487047.376,-0.037263179,-2.644704283,740.1286835
2014-07-22-H-037,436005.0908,6484529.018,0.26168354,-0.544966347,739.9191891
2014-07-16-S-018,441946.5027,6483236.842,2.861685451,0.857850302,737.3318125
2010-07-12-N-003,438629.7686,6481804.335,NA,0.024807048,735.2052072
2009-08-24-N-036,439558.1251,6481187.313,1.874861546,2.696656737,732.4506809
2011-08-24-N-031,437877.9741,6490210.846,NA,2.790222113,732.0956725
2012-07-26-N-002,438036.0214,6488072.737,NA,2.358408399,731.3144649
2010-08-02-K-006,454064.8065,6462757.965,-0.293717343,-1.363436969,727.2999396
2013-05-29-S-045,440222.9748,6470052.359,-0.08520248,-2.63325547,726.9043894
2013-07-07-S-023,437003.3788,6486522.662,-0.942649673,2.60343224,725.6341971
2010-08-15-K-099,512286.1009,6384927.529,NA,2.903304659,724.342381
2010-08-02-K-048,439255.568,6482532.047,-1.704209455,0.416339101,721.4712579
2014-07-09-S-003,453083.7119,6462064.079,NA,-1.270576772,720.4207809
2013-08-18-N-005,437909.4748,6498943.552,-2.310914522,0.276115361,719.5108282
2008-08-30-N-036,439429.9494,6489626.653,NA,-2.387792849,718.2192694
2008-07-16-K-119,519256.3736,6329448.998,0.303839181,1.862294211,713.7651562
2013-06-23-S-019,435143.8927,6483528.095,1.762250819,-0.944752575,713.1968739
2013-06-23-S-019,435834.3986,6483702.593,2.268020935,1.323268361,712.213416
2008-07-02-K-113,485868.9393,6446366.258,0.440258429,3.128220117,709.5574423
2013-08-19-N-006,433328.8653,6502767.3,NA,-0.973160999,709.2102814
2009-09-11-N-006,439058.4782,6484507.454,NA,-2.434245856,709.0607113
2008-09-21-N-005,438079.8758,6487092.302,-0.113822114,-0.88938023,708.6785181
2013-06-03-N-003,408935.5504,6526192.26,-0.621842466,-1.073749567,708.352595
2010-08-15-K-070,454797.3806,6462222.482,-1.998031872,1.023347876,708.2665223
2009-08-03-K-007,448682.8865,6463716.244,NA,1.067724269,707.4349254
2010-08-30-K-033,438096.8917,6484459.643,NA,0.055269649,704.3054591
2014-07-16-S-005,445053.9861,6478457.29,NA,0.470854596,704.2430785
2009-08-26-K-028,438027.9128,6487734.831,NA,1.814675766,703.7174442
2011-08-24-N-002,438661.6515,6481909.541,NA,2.176225602,702.0196749
2013-07-30-S-004,455895.9045,6461598.448,NA,-0.735146407,698.2422279
2010-05-30-N-048,438571.5616,6492904.562,2.804117346,-3.085774119,697.4011674
2009-08-31-N-039,436799.76,6497208.96,NA,2.431981637,694.8975989
2013-07-07-S-030,436169.6933,6485694.748,NA,-1.619636586,694.4369803
2008-07-07-K-069,423122.2612,6509588.923,NA,1.785603405,692.8491818
2010-06-25-N-003,437690.0002,6489577.669,NA,1.966821632,691.3622804
2009-07-25-N-038,422346.6285,6514097.948,NA,-1.811796891,689.8393987
2008-07-07-K-062,428363.4719,6506985.036,NA,0.016567029,687.8433928
2013-08-15-N-034,436919.8831,6497699.812,1.618315527,1.998780816,687.6407711
2009-07-20-N-002,439149.4554,6483990.635,0.139204354,-0.539946369,685.4414716
2009-06-29-N-021,421496.5437,6513832.252,NA,-0.521057778,684.3684057
2013-06-09-N-015,431244.6861,6504798.456,NA,2.427554512,681.5349766
2010-06-07-N-010,436909.4381,6488016.734,NA,1.852462587,674.947016
2010-06-23-N-035,438039.6926,6490582.556,NA,0.160057892,670.8345682
2008-08-06-K-098,514507.56,6348423.176,NA,2.32381325,670.7532727
2009-07-19-N-017,427627.5679,6508459.94,NA,1.724703259,668.3559758
2011-07-20-N-034,438057.5447,6486753.031,NA,-0.362958961,668.096227
2011-09-12-N-031,438681.106,6483842.299,2.41518937,-0.863411863,667.5745504
2009-07-20-K-065,438150.3786,6486425.69,NA,0.904768628,667.3194276
2013-06-18-N-002,437630.6389,6486595.846,-1.669004627,-0.207902299,667.0420508
2008-08-06-K-076,445274.3063,6465275.681,0.136576716,2.751213568,666.7694897
2011-07-27-N-005,438252.0536,6490812.497,-2.122652853,-0.038615396,664.594443
2010-07-19-K-037,444115.2261,6467965.557,NA,2.520126801,663.864484
2014-08-03-S-042,512887.2239,6385712.62,NA,2.569715595,662.8670487
2013-08-30-N-003,437983.6657,6497183.849,NA,-2.8325322,661.1179217
2008-08-17-K-045,443671.9625,6471509.036,0.695581897,-1.538295632,659.3635106
2013-07-15-N-009,438704.0638,6482373.399,0.653367159,2.88962924,655.6492576
2010-08-02-K-006,454554.3897,6462327.274,-2.627460893,2.292287446,652.0632233
2011-08-24-N-004,439049.8146,6482384.784,-1.505721382,2.046667666,648.409679
2008-08-20-K-002,462374.5347,6459308.363,1.987401371,-1.825580069,648.0737308
2009-06-24-K-078,439756.9373,6470985.749,2.147501493,2.440909009,647.6386296
2011-06-10-N-037,425348.9568,6510731.267,NA,-0.043781081,646.61361
2008-08-06-K-076,444840.8189,6466201.232,NA,2.376097325,646.1964577
2013-08-10-N-037,436898.7706,6493747.137,NA,-0.312170148,644.0672159
2011-08-24-N-002,439117.5351,6481461.875,0.170874342,2.347099944,638.9324724
2014-08-03-S-027,504716.9322,6435632.66,-0.24367345,2.216445322,634.1586628
2008-08-01-N-029,437425.1607,6492076.767,-2.338719398,-2.916460441,631.2601004
2010-07-11-N-010,432704.2595,6506367.475,0.054300927,-0.346073771,630.3811884
2010-07-07-N-002,438850.0716,6481822.943,0.5688185,0.147304862,630.1089267
2014-06-04-S-006,444525.6593,6470651.569,-2.781284015,-2.617160222,629.3135311
2008-08-30-N-036,438475.2673,6489136.075,-0.259140026,-2.153815296,629.2617971
2013-07-15-N-009,438540.6066,6483008.346,NA,2.236262081,629.2207763
2008-07-13-K-038,438853.2058,6484043.37,0.236394527,-0.833336595,627.3748257
2013-05-14-N-019,438352.8495,6485622.244,1.123380445,-0.160014881,625.4866467
2008-08-03-K-092,454471.5705,6461148.172,1.962680547,2.081122859,622.6356921
2013-06-18-N-002,437385.6587,6485901.023,NA,-2.26098682,622.5929115
2014-07-21-H-011,436565.2464,6485522.447,2.985644458,2.858106846,622.3003216
2014-09-16-H-008,393015.2477,6536679.421,-1.287960124,-0.80110487,621.1359263
2014-07-08-H-020,442429.4534,6483763.774,NA,1.625217509,621.0574551
2012-07-23-N-034,438841.8552,6493479.715,NA,-0.977962547,620.9891244
2012-06-04-N-025,427437.6263,6510339.231,-1.302709224,2.715380446,620.6966077
2013-07-21-S-010,437417.4573,6480845.972,-1.102380529,2.492774642,619.2355527
2009-09-13-K-042,437849.6224,6485573.707,-1.210456917,0.438640172,618.8991648
2011-06-23-N-002,439744.9741,6482301.549,NA,-2.860971893,617.1610554
2008-05-26-N-034,438120.0339,6489779.309,NA,-0.973339605,616.2033265
2009-07-20-K-065,437971.0148,6485910.176,2.120272111,-1.982962054,616.1091153
2010-08-15-K-070,454176.2479,6461989.386,NA,0.311493359,615.602681
2013-08-07-S-004,445643.2995,6464992.397,NA,0.565167619,615.0168287
2012-06-04-N-028,430487.5048,6508124.949,-0.764863809,2.234958252,613.4918158
2009-07-01-K-099,440399.4153,6470829.978,2.147685612,3.000165212,612.9801175
2009-09-07-K-089,436027.3036,6467882.284,0.49073868,-1.32338839,609.6859614
2009-07-06-K-045,419310.6465,6460384.362,NA,-2.091199582,609.6654855
2008-07-16-K-090,440134.9857,6473360.18,0.446844132,2.017525843,609.532028
2013-07-24-S-014,438548.9324,6497683.791,0.473336407,0.323470672,609.3406581
2009-07-05-N-017,412333.4924,6522819.224,1.565111807,1.799751571,607.8159377
2009-09-20-K-007,438813.7962,6482782.215,NA,2.645552864,606.6271626
2013-07-17-S-020,444281.0911,6473269.246,NA,3.130363258,606.5992455
2008-07-26-N-026,439536.6788,6491920.349,-0.346654629,-1.797584752,606.2459122
2008-07-02-K-020,447624.6707,6465519.887,NA,-1.516325631,606.2034977
2010-08-23-K-043,443122.255,6471627.606,-1.044353217,-1.85302683,605.1807878
2012-08-29-N-006,436840.1157,6492211.032,1.013038702,-1.089708871,605.084714
2013-05-29-S-058,421416.008,6461046.737,NA,-1.797243191,601.6750953
2009-08-10-N-048,437979.5242,6488943.334,NA,0.932676544,601.4457885
2013-06-04-S-006,456093.635,6461554.083,NA,0.016630487,599.4748974
2010-08-02-K-080,416262.9186,6460175.024,NA,-2.015585534,599.1224898
2009-07-01-K-099,440313.0118,6471436.838,NA,0.8524796,598.7541047
2008-07-21-N-033,422974.8142,6514047.264,2.221744093,-1.350548068,596.1041437
2014-07-09-S-027,420244.7207,6460287.663,-0.383234518,-1.363526931,595.5142966
2009-08-09-K-094,422326.3341,6460696.732,NA,-1.452143877,595.1717211
2010-08-15-K-085,508649.6452,6418528.216,-0.212656059,2.461696165,594.7177451
2008-08-06-K-040,430221.8444,6505695.894,NA,2.61864061,594.4177746
2012-05-22-N-034,424481.0177,6512536.181,NA,-0.273456069,592.5460559
2008-07-13-K-005,461310.4857,6457814.726,0.099915414,-0.664877808,592.0541684
2009-05-18-K-016,443466.4348,6468928.962,-0.124305069,3.025576892,590.9394625
2009-08-09-K-086,439617.5935,6465579.824,NA,-1.616338777,590.8619519
2014-07-09-S-014,437229.0303,6489366.433,NA,3.017388601,589.1877564
2008-08-06-K-068,442494.1608,6472499.459,-0.107776547,1.300092762,589.1153154
2010-08-02-K-075,440166.1714,6467752.172,-2.075135081,-0.530885094,588.9053518
2009-07-29-K-021,416043.0146,6518379.508,2.949210805,-1.985755948,587.5362762
2008-06-07-N-034,438543.264,6484161.787,-1.354079507,-1.425433775,587.0094214
2014-07-09-S-003,451575.8905,6462184.036,0.697889971,-1.044809027,585.2962745
2008-08-17-K-045,443387.6562,6472020.234,1.030737719,-0.507557913,584.9388579
2013-07-24-S-007,437886.8882,6480911.217,-2.391846798,0.463641939,583.6780515
2014-07-20-S-003,454320.842,6461271.432,1.008072046,-0.036241595,583.1759452
2008-07-13-K-038,439317.5755,6483621.517,NA,-1.069731121,582.9876715
2010-06-07-N-024,430103.4843,6506694.831,NA,2.833929048,581.4476249
2010-08-15-K-080,494582.1798,6439369.479,NA,-0.319950768,580.8390572
2013-07-21-S-010,437043.2873,6481339.378,NA,-2.688030137,576.8191329
2008-07-02-K-074,435881.6479,6483466.463,-1.065580608,1.925659868,574.7902308
2009-09-11-N-006,438667.0701,6484087.028,0.042322943,-2.391922913,574.4199877
2014-08-03-S-054,516301.5956,6350469.457,NA,-3.096338897,574.1748267
2013-06-09-S-039,473555.4781,6455305.114,NA,0.964635736,573.0764779
2012-08-17-N-026,438566.0645,6490099.651,NA,0.363201961,572.6022459
2008-07-07-K-069,423586.7302,6509921.066,-0.835597281,0.950006124,571.0082525
2013-07-07-S-023,436631.4497,6487145.73,NA,-2.737103394,570.3372056
2013-07-15-N-032,437795.9465,6491973.591,2.670741154,1.448528826,568.7376333
2010-09-20-N-012,412530.5955,6526351.553,NA,0.445600091,568.6327426
2013-06-04-S-006,456490.6141,6461148.256,2.350584774,2.367215261,567.7041129
2011-06-06-N-034,438755.025,6491743.435,2.385769043,-1.244720397,567.6708959
2010-08-02-K-071,441370.4716,6469183.602,2.995016208,2.334310762,565.8959467
2009-08-09-K-088,436834.0204,6465237.001,-1.242500239,-1.599103124,559.7636473
2013-06-16-S-022,441017.7504,6470489.269,0.487718835,-0.330168469,556.8518262
2012-07-18-N-002,437808.8901,6488301.858,NA,3.058263703,555.2034719
2012-08-26-N-024,439853.3087,6492683.257,-2.274359233,2.924811941,553.7536399
2009-06-07-K-004,486111.3656,6450236.489,NA,2.983175147,552.1225867
2008-08-06-K-071,443288.7654,6466975.569,-0.217838667,2.470769796,552.0187021
2012-05-27-N-004,438135.0511,6487630.926,-2.531655502,0.210414525,551.9260498
2009-08-09-K-086,439070.0722,6465647.32,0.168199185,-1.448139592,551.665917
2013-06-21-N-040,438360.6842,6494643.722,NA,-0.80313483,551.2412978
2014-07-16-S-005,445403.6082,6478881.003,0.21902812,0.689882717,549.3344329
2010-06-04-N-013,414917.763,6520544.481,-0.268582118,2.372476889,548.4854201
2010-06-04-N-013,414536.2913,6520938.582,NA,2.641059007,548.0991957
2009-05-24-K-069,443088.125,6473879.509,-0.519490221,-0.015544439,547.7291725
2008-07-26-N-026,439042.8408,6491688.822,-0.211615265,-2.009200018,545.4179333
2011-08-03-N-003,439080.1911,6485058.557,-0.184938076,2.224642702,544.6761866
2014-06-06-H-003,408824.6455,6527432.849,NA,-2.170793173,544.3611334
2009-09-07-K-089,436618.4249,6467732.977,2.803343614,-1.81412707,544.2013013
2013-07-14-N-040,439595.6056,6481666.094,-1.133286068,-0.630864133,544.1066845
2014-06-25-S-015,441258.7346,6481704.332,NA,0.041139756,543.8051246
2013-09-03-N-030,428874.7033,6508093.45,1.532646653,0.114753904,543.3143825
2008-07-02-K-090,442806.3819,6469184.291,0.770547068,2.731151249,542.5888318
2014-07-08-H-020,442190.6677,6482927.559,-0.682572752,3.140515615,541.1133138
2008-07-13-K-005,462480.9399,6456509.721,NA,0.13790419,541.0122201
2009-08-31-N-039,437097.5628,6496331.689,-0.054394506,2.791693425,541.0081658
2013-06-30-S-046,440523.3109,6472588.421,0.063968351,-1.35492502,540.5591053
2010-07-19-K-087,441140.7675,6473294.613,NA,-3.097335698,539.2980695
2008-06-16-N-032,437789.6759,6492539.124,NA,3.077192712,538.6786591
2010-06-09-N-002,438461.0929,6483472.315,0.060088555,2.577696681,538.0208129
2012-05-06-N-018,434536.3822,6501604.636,NA,-1.121393605,538.0067451
2013-06-18-N-029,438855.0656,6483123.957,-1.827182598,3.02024885,537.8680135
2014-06-18-S-021,418594.4951,6460188.511,-2.136883576,2.298000528,536.7670933
2009-09-20-K-013,438402.2351,6485429.848,NA,-2.864088263,536.596026
2013-06-23-S-019,436258.4834,6484266.309,1.175937089,-1.598866329,535.9449284
2013-06-30-S-015,447527.1946,6465462.235,2.989482557,2.291875169,534.5629749
2008-08-06-K-071,443631.7946,6466565.816,-0.026170076,2.44459972,534.3842747
2009-08-19-K-002,452960.5357,6462921.81,NA,0.049198177,533.456475
2013-05-29-S-045,440567.2923,6470459.199,-2.947575125,0.702354712,532.9852966
2011-08-08-N-004,437465.7317,6492555.992,0.540550787,2.651159883,531.5775189
2013-06-26-S-024,442526.2773,6484071.039,NA,-2.689968694,531.1948335
2010-06-14-N-049,438219.905,6491464.06,NA,-2.029660171,530.5987956
2010-08-13-N-035,423270.6469,6513078.876,NA,-1.368842995,529.959252
2008-07-26-N-026,438590.479,6491415.581,-0.104975238,-2.114175255,528.4806923
2009-08-12-N-057,438721.939,6492168.193,-1.543271887,2.693055539,525.0629435
2012-07-04-N-020,439560.1682,6492610.975,NA,0.594269706,524.287017
2010-07-25-K-007,471043.9953,6453885.033,-2.070979114,3.121691864,522.3504328
2013-06-04-S-016,438918.0617,6478756.276,2.272885287,0.931272933,521.1045225
2008-07-21-K-056,441053.0449,6475615.254,0.865237248,1.873270909,520.8179497
2012-08-19-N-034,438442.196,6485877.384,-0.505947504,-3.085711174,519.8594817
2013-06-11-N-004,435782.1843,6496175.728,NA,-2.284336359,519.3759659
2012-08-19-N-034,438736.5598,6487007.988,NA,-0.513911492,518.6613503
2010-07-19-K-018,448760.2076,6464410.517,2.860197065,-1.395374585,518.0106985
2008-08-17-K-045,445448.2669,6472360.273,NA,-2.060002857,516.5029985
2014-06-29-S-025,509009.9088,6412101.466,0.34321839,-2.757149354,515.6614922
2009-06-24-N-049,437924.3602,6489888.539,NA,-2.531856267,513.1904252
2009-08-12-K-067,441604.1192,6473103.166,-0.929432794,1.311889998,513.1794839
2013-07-24-S-010,436312.5463,6486101.375,-0.402004436,-0.318759667,513.0046853
2008-07-02-K-074,435342.6706,6483666.181,1.483802468,2.991240476,512.0426667
2014-07-22-H-002,441083.6758,6482673.924,NA,1.349786505,511.903853
2008-07-07-N-004,439521.1417,6480382.095,NA,-2.334702217,510.3525428
2008-07-02-K-113,485782.5485,6448276.255,-0.1660662,2.094544051,509.9404479
2011-07-24-N-003,438138.8282,6482533.362,-1.700160285,1.528658347,509.8098446
2009-08-12-K-052,438265.7238,6485580.013,0.678442856,2.315546105,509.6653736
2009-08-12-K-048,437937.1685,6491309.869,NA,2.226035393,508.9383803
2010-06-07-N-016,437879.5847,6496781.859,-0.051493218,3.036436559,505.2056597
2013-06-16-S-048,435868.6401,6483616.335,1.459610686,-0.7746662,503.8546179
2009-08-26-K-072,417167.0355,6459399.428,NA,-2.789544794,503.0146228
2012-06-06-N-006,435599.8101,6499404.898,NA,2.530455141,501.0367306
2010-06-12-N-042,423550.9524,6512132.011,0.600454088,0.064210646,500.6316995
2010-07-18-N-056,438128.4622,6484906.493,NA,-0.649513333,500.3702834
2009-09-23-N-043,438537.482,6483808.157,0.860345708,1.835922813,498.1846892
2010-07-19-K-018,449270.2684,6464320.112,-0.086997688,2.027613657,497.9686596
2009-07-15-K-084,420479.0716,6461671.435,-1.865615015,-2.636042003,496.469381
2010-08-02-K-006,454273.4657,6462279.204,3.118064261,-1.419620717,494.0224677
2008-07-21-N-033,423422.4089,6514208.912,NA,2.855870237,493.9339263
2013-06-07-N-038,438802.9202,6497192.702,NA,-0.631338398,491.9452067
2008-07-02-K-113,486127.2512,6445948.499,-0.540414219,2.587805898,491.1696446
2011-07-17-N-002,439397.5568,6482472.82,NA,0.838256128,490.8559379
2010-07-26-N-023,410596.3869,6521284.019,NA,-0.283472847,489.3947933
2009-08-07-N-010,430409.3902,6505698.99,-0.121211855,2.097159047,486.3734491
2013-08-07-S-031,436657.4423,6488192.774,0.332330945,-2.40739009,485.793201
2010-06-07-N-016,437630.2632,6497198.768,2.707783611,-0.538965137,485.7718854
2013-08-12-N-008,426384.955,6510723.192,NA,-0.279526761,485.4346039
2012-06-04-N-028,430283.3715,6507684.605,1.34072133,-2.707505725,485.3588801
2008-07-19-N-005,438310.7353,6488923.076,0.098601595,-2.456189708,485.3312412
2010-07-19-K-106,417827.3155,6460232.468,NA,2.825092845,484.5208379
2011-07-08-N-054,437664.3876,6492458.567,NA,-0.504807593,480.7101576
2009-07-06-K-058,412564.8473,6454136.633,0.223465288,0.719071618,479.5129943
2013-06-16-S-078,448537.049,6460535.996,2.910075782,1.449300829,478.3211461
2012-08-03-N-023,438675.8987,6492031.245,NA,0.624278961,477.1373663
2009-09-07-K-014,442401.2845,6477616.371,0.695170178,0.48259224,475.7105729
2012-08-19-N-034,438575.8915,6486562.691,-2.281407328,-2.79531882,473.3959451
2013-08-12-N-024,436879.5579,6485398.895,NA,-0.666693768,473.2128248
2008-08-02-N-006,438608.7348,6492121.288,-0.409572893,-0.41084209,472.8208675
2013-06-30-S-046,441051.3237,6472472.634,NA,-1.418893371,471.6512043
2008-06-23-K-017,443753.7455,6474843.852,NA,1.25108862,470.894484
2009-09-07-K-089,435649.9097,6468162.834,0.39184788,-0.93154051,470.2493575
2008-06-18-K-057,443942.2969,6467359.126,NA,-0.726277036,470.2361752
2009-07-20-K-065,438535.5281,6486156.986,1.275182514,2.179951142,469.61897
2010-08-15-K-085,509057.087,6418298.395,-0.377327281,2.084368884,467.7889614
2009-07-18-N-020,409821.8331,6524574.097,NA,2.705536371,464.5649392
2010-05-29-N-060,437630.8786,6485419.692,-0.051791898,2.966838978,463.3470555
2008-08-06-K-098,516562.5098,6348054.005,-0.010650018,2.088763178,463.2542662
