SwB_Wpt_ID,x,y,turn.angle,heading,dist
2013-06-23-S-019,437179.2252,6485283.522,NA,NA,NA
2013-06-26-N-046,438604.8745,6485537.136,NA,NA,NA
2013-06-26-S-012,438235.2377,6492423.537,NA,NA,NA
2013-06-26-S-021,441345.0334,6483126.201,NA,NA,NA
2013-06-26-S-024,442758.1052,6484548.976,NA,NA,NA
2013-06-28-N-004,437366.4151,6487607.551,NA,NA,NA
2013-06-28-N-005,437743.1274,6485555.666,NA,NA,NA
2013-06-28-N-014,437589.2875,6490354.505,NA,NA,NA
2013-06-28-N-052,439019.5433,6494570.298,NA,NA,NA
2013-06-28-N-056,438042.8739,6486427.676,NA,NA,NA
2013-06-30-S-009,451239.0289,6464338.046,NA,NA,NA
2013-06-30-S-015,447813.6758,6464994.365,NA,NA,NA
2013-06-30-S-030,438033.4239,6481397.824,NA,NA,NA
2013-06-30-S-033,441199.0725,6473927.084,NA,NA,NA
2013-06-30-S-039,440347.4656,6476034.279,NA,NA,NA
2013-06-30-S-046,441517.5438,6472401.264,NA,NA,NA
2013-07-07-S-003,442187.2,6466057.051,NA,NA,NA
2013-07-07-S-005,441017.69,6468937.798,NA,NA,NA
2013-07-07-S-011,444505.5524,6475246.253,NA,NA,NA
2013-07-07-S-023,436855.9055,6487670.043,NA,NA,NA
2013-07-07-S-030,436863.3022,6485728.651,NA,NA,NA
2013-07-07-S-038,440933.721,6473961.603,NA,NA,NA
2013-07-07-S-058,440988.4954,6472072.892,NA,NA,NA
2013-07-08-N-024,437466.0639,6489199.488,NA,NA,NA
2013-07-09-N-027,439001.9338,6487912.345,NA,NA,NA
2013-07-09-N-031,438347.1247,6485808.093,NA,NA,NA
2013-07-10-S-004,443542.5616,6465610.121,NA,NA,NA
2013-07-12-N-003,438541.0719,6484883.903,NA,NA,NA
2013-07-12-N-030,420651.124,6516408.7,NA,NA,NA
2013-07-12-N-038,438977.1775,6487902.822,NA,NA,NA
2013-07-14-N-006,438458.4002,6483299.02,NA,NA,NA
2013-07-14-N-036,438457.8066,6484481.965,NA,NA,NA
2013-07-14-N-040,439753.4356,6480929.863,NA,NA,NA
2013-07-14-S-002,448294.2783,6465784.354,NA,NA,NA
2013-07-14-S-016,440178.2129,6480930.752,NA,NA,NA
2013-07-14-S-023,437076.6133,6487543.062,NA,NA,NA
2013-07-14-S-034,429443.1592,6504667.996,NA,NA,NA
2013-07-14-S-042,435726.3639,6486863.319,NA,NA,NA
2013-07-14-S-056,439012.5204,6483536.622,NA,NA,NA
2013-07-14-S-084,424962.7728,6461030.302,NA,NA,NA
2013-07-15-N-002,439531.4429,6480842.411,NA,NA,NA
2013-07-15-N-009,438045.6431,6483396.843,NA,NA,NA
2013-07-15-N-032,437275.1101,6491880.037,NA,NA,NA
2013-07-15-N-045,438735.2217,6483443.512,NA,NA,NA
2013-07-17-N-004,438823.4037,6482173.142,NA,NA,NA
2013-07-17-N-032,438141.2863,6485539.945,NA,NA,NA
2013-07-17-N-040,439462.3082,6482705.277,NA,NA,NA
2013-07-17-S-020,444274.2795,6473875.807,NA,NA,NA
2013-07-17-S-025,438779.3816,6484663.576,NA,NA,NA
2013-07-17-S-066,440461.6467,6467836.776,NA,NA,NA
2013-07-17-S-069,437929.8908,6465208.308,NA,NA,NA
2013-07-21-S-007,435397.6741,6499976.981,NA,NA,NA
2013-07-21-S-010,437296.0325,6481857.876,NA,NA,NA
2013-07-22-N-022,437073.8521,6490171.153,NA,NA,NA
2013-07-22-N-028,437848.6631,6487604.883,NA,NA,NA
2013-07-24-S-007,437505.5229,6480798.233,NA,NA,NA
2013-07-24-S-010,436396.3004,6484691.177,NA,NA,NA
2013-07-24-S-014,438498.4167,6496157.901,NA,NA,NA
2013-07-25-N-031,437445.4745,6488083.618,NA,NA,NA
2013-07-29-N-019,439220.332,6482969.952,NA,NA,NA
2013-07-30-S-004,456364.2126,6461080.539,NA,NA,NA
2013-07-30-S-028,421276.2157,6512985.843,NA,NA,NA
2013-07-30-S-032,440922.0454,6484314.75,NA,NA,NA
2013-08-03-N-026,438442.3215,6487904.958,NA,NA,NA
2013-08-05-N-018,413640.0572,6521053.181,NA,NA,NA
2013-08-06-N-023,437690.474,6491527.71,NA,NA,NA
2013-08-07-S-004,445313.9227,6464473.016,NA,NA,NA
2013-08-07-S-031,437335.1497,6489382.18,NA,NA,NA
2013-08-09-N-021,437683.4949,6492715.878,NA,NA,NA
2013-08-10-N-002,440746.1116,6479713.859,NA,NA,NA
2013-08-10-N-009,435990.6958,6490999.035,NA,NA,NA
2013-08-10-N-016,428696.9305,6508227.842,NA,NA,NA
2013-08-10-N-032,434346.3297,6501930.617,NA,NA,NA
2013-08-10-N-037,437096.5795,6493134.198,NA,NA,NA
2013-08-11-S-009,436477.1577,6501267.694,NA,NA,NA
2013-08-11-S-023,434674.4378,6500461.536,NA,NA,NA
2013-08-11-S-040,438147.9288,6481137.543,NA,NA,NA
2013-08-11-S-051,463720.9296,6457564.827,NA,NA,NA
2013-08-12-N-008,426518.8868,6510256.599,NA,NA,NA
2013-08-12-N-024,437172.1885,6485027.011,NA,NA,NA
2013-08-13-N-003,435836.8956,6499419.531,NA,NA,NA
2013-08-15-N-007,434886.2674,6499947.258,NA,NA,NA
2013-08-15-N-026,430986.4292,6504725.668,NA,NA,NA
2013-08-15-N-029,430878.1053,6505173.666,NA,NA,NA
2013-08-15-N-034,436215.3845,6497787.985,NA,NA,NA
2013-08-15-N-038,436897.2719,6498102.013,NA,NA,NA
2013-08-16-N-002,434918.584,6498990.469,NA,NA,NA
2013-08-18-N-005,438110.5821,6496668.535,NA,NA,NA
2013-08-19-N-006,433915.1471,6502368.235,NA,NA,NA
2013-08-20-N-026,432859.0411,6505969.361,NA,NA,NA
2013-08-25-N-007,417646.9761,6519096.872,NA,NA,NA
2013-08-28-N-020,422100.99,6514897.389,NA,NA,NA
2013-08-28-N-025,438947.5252,6500662.921,NA,NA,NA
2013-08-30-N-003,438184.7538,6497813.643,NA,NA,NA
2013-09-03-N-030,430131.1462,6507350.496,NA,NA,NA
2013-09-03-N-036,431550.4828,6503650.939,NA,NA,NA
2013-09-05-N-003,428619.8259,6508098.116,NA,NA,NA
2013-09-08-N-023,392445.9296,6530950.891,NA,NA,NA
2013-09-08-N-031,430425.1032,6505611.589,NA,NA,NA
2013-09-16-N-017,422711.2037,6514835.819,NA,NA,NA
2013-09-24-N-032,409932.5119,6523266.683,NA,NA,NA
2013-09-26-N-015,422130.6704,6515839.774,NA,NA,NA
2013-09-26-N-019,438873.4863,6500108.594,NA,NA,NA
2014-06-04-S-006,444631.9976,6469935.706,NA,NA,NA
2014-06-06-H-003,409273.9271,6527740.217,NA,NA,NA
2014-06-06-H-009,414047.4318,6520815.412,NA,NA,NA
2014-06-10-H-007,418886.1026,6516963.964,NA,NA,NA
2014-06-11-S-022,442074.7939,6471085.004,NA,NA,NA
2014-06-11-S-025,439074.9697,6469059.845,NA,NA,NA
2014-06-11-S-029,422164.5815,6462133.811,NA,NA,NA
2014-06-15-S-028,424953.9292,6464155.95,NA,NA,NA
2014-06-16-H-011,420484.0296,6515853.266,NA,NA,NA
2014-06-17-H-009,438095.8927,6483319.865,NA,NA,NA
2014-06-18-S-021,418283.3671,6460570.941,NA,NA,NA
2014-06-25-S-015,441236.3689,6481160.987,NA,NA,NA
2014-06-29-S-006,445080.3676,6473362.444,NA,NA,NA
2014-06-29-S-025,509219.0397,6412960.973,NA,NA,NA
2014-07-06-S-015,436372.6788,6488624.288,NA,NA,NA
2014-07-06-S-025,439968.8296,6473177.94,NA,NA,NA
2014-07-06-S-029,445577.0267,6470368.462,NA,NA,NA
2014-07-06-S-041,501763.8852,6436381.702,NA,NA,NA
2014-07-08-H-020,441809.3154,6483797.556,NA,NA,NA
2014-07-09-S-003,453771.9094,6461851.029,NA,NA,NA
2014-07-09-S-014,437156.0388,6489951.082,NA,NA,NA
2014-07-09-S-027,424187.679,6460573.743,NA,NA,NA
2014-07-16-S-005,444734.5076,6477829.682,NA,NA,NA
2014-07-16-S-018,441629.3429,6482865.803,NA,NA,NA
2014-07-16-S-026,428219.7029,6460192.45,NA,NA,NA
2014-07-18-H-030,437252.0502,6491507.028,NA,NA,NA
2014-07-20-S-003,455765.2033,6460065.632,NA,NA,NA
2014-07-21-H-011,436441.1839,6485730.016,NA,NA,NA
2014-07-21-H-014,436058.5676,6486270.671,NA,NA,NA
2014-07-22-H-002,440584.2232,6482561.707,NA,NA,NA
2014-07-22-H-008,435109.5416,6489087.519,NA,NA,NA
2014-07-22-H-037,436630.1867,6483664.804,NA,NA,NA
2014-07-23-S-021,437983.2119,6481027.462,NA,NA,NA
2014-07-27-H-002,436171.9106,6485654.575,NA,NA,NA
2014-08-03-S-014,435959.5417,6496637.028,NA,NA,NA
2014-08-03-S-024,500568.662,6437301.166,NA,NA,NA
2014-08-03-S-027,503997.0763,6436277.278,NA,NA,NA
2014-08-03-S-035,511144.8317,6395253.639,NA,NA,NA
2014-08-03-S-042,512528.4727,6386270.016,NA,NA,NA
2014-08-03-S-054,516327.5703,6351043.044,NA,NA,NA
2014-08-03-S-057,517681.2751,6348925.96,NA,NA,NA
2014-08-03-S-060,516659.6164,6340373.066,NA,NA,NA
2014-08-03-S-069,515933.3477,6331695.853,NA,NA,NA
2014-08-03-S-078,518696.4597,6319715.975,NA,NA,NA
2014-08-10-S-008,454097.3288,6461051.1,NA,NA,NA
2014-08-15-H-010,435476.663,6500381.946,NA,NA,NA
2014-08-15-H-014,437221.0018,6494332.974,NA,NA,NA
2014-08-26-H-004,434600.2198,6496599.124,NA,NA,NA
2014-09-09-H-004,432258.1839,6507453.421,NA,NA,NA
2014-09-16-H-008,393294.6114,6535932.272,NA,NA,NA
2010-05-21-N-039,383546.0809,6531663.268,NA,-1.297819005,30239.33195
2010-05-21-N-039,412428.1191,6523589.179,3.141210402,1.843391396,29989.38218
2008-05-28-N-032,408077.6617,6525131.745,-2.87006039,1.915886517,18365.83158
2010-06-25-N-003,439855.6594,6481496.488,0.751176754,2.900488225,7495.769197
2010-06-25-N-003,438163.6421,6488788.414,-3.128493096,-0.228004871,7485.660113
2008-09-15-K-011,438057.8875,6488211.393,-3.063846803,0.309332406,5893.211417
2013-07-14-S-002,442848.5535,6467392.996,NA,-1.283569281,5678.349028
2013-06-09-S-003,468819.7753,6455292.11,NA,-1.066755101,4975.30558
2008-05-11-N-018,433853.2566,6502586.575,NA,-1.69803741,4704.715001
2008-09-15-K-011,436263.8596,6482597.891,NA,-2.910006098,4270.799525
2008-09-21-N-003,438665.7802,6486236.414,-0.441346404,-1.044699879,4228.8727
2008-09-15-K-051,436713.6761,6483789.703,NA,-0.580375417,4212.626762
2008-07-02-K-090,438266.6941,6471592.237,NA,2.123949549,4103.373639
2010-07-04-N-004,438335.0246,6487932.799,NA,-1.26541177,4095.221035
2014-08-03-S-035,513039.4247,6391083.941,0.154419088,2.745228634,3691.79049
2008-09-15-K-051,439954.9083,6482081.017,2.63631971,2.055944293,3664.040669
2008-07-02-K-130,517367.5044,6328843.19,NA,1.947072867,3557.034194
2009-07-20-N-002,439501.834,6483402.707,NA,-0.679150723,3454.686659
2008-07-16-K-117,518164.9835,6330290.788,-0.553080201,1.194200774,3352.950137
2009-06-01-K-012,453335.7047,6462240.377,NA,-2.403322327,3063.064654
2011-07-29-N-029,439334.2079,6499783.379,1.747870673,2.899538168,3045.847871
2008-07-02-K-090,442589.8813,6469681.815,0.37083458,1.960604181,3020.136084
2008-09-21-N-005,438630.2933,6486645.91,NA,-0.775558117,2942.352317
2013-07-07-S-023,434525.7874,6488061.873,2.664857019,-1.014896048,2916.784128
2010-06-09-N-011,437516.2145,6490795.484,NA,-2.890399238,2868.648292
2010-06-20-N-005,438276.0181,6488825.412,-0.790159223,2.617633144,2858.515157
2009-08-19-K-050,419603.5143,6514394.421,NA,1.876911772,2852.666894
2008-05-25-N-021,419874.0776,6520261.056,NA,-1.312019105,2837.337812
2008-07-21-K-063,441174.4243,6471897.449,-0.134022126,1.093267704,2763.19974
2008-09-21-N-011,439579.9447,6491205.897,NA,-1.097811073,2619.383043
2009-07-20-K-010,443889.8898,6470565.905,NA,2.17998867,2561.977413
2009-07-20-N-008,440032.6197,6488196.465,0.007764503,-0.853831571,2548.270739
2008-06-23-K-066,407526.7701,6448184.042,NA,-2.880502982,2517.838378
2014-08-03-S-024,504069.9462,6435479.963,0.153203405,2.106682059,2503.550672
2013-06-09-S-035,443680.3014,6463083.654,NA,2.350782294,2468.093867
2013-07-25-N-031,437830.3305,6490461.507,NA,0.160456376,2408.831716
2013-07-07-S-005,439386.0443,6470602.927,1.850510823,-0.307549124,2382.834478
2008-07-02-K-123,506000.1235,6423385.718,NA,2.02538433,2374.701737
2010-09-12-N-030,411363.3908,6524763.071,NA,-1.47808409,2371.594792
2013-07-10-S-004,439967.3154,6467288.156,0.771226188,-0.790429114,2360.471314
2008-09-15-K-006,438556.1973,6483436.297,NA,2.655644154,2331.009483
2013-07-14-S-002,441160.8338,6468976.886,0.466445187,-0.817124094,2314.54214
2014-07-06-S-015,434141.8378,6488123.673,NA,-1.791545701,2286.321706
2008-08-11-K-004,452836.2916,6462748.926,2.39969324,0.981899884,2281.754233
2008-08-27-N-027,438453.1825,6487110.473,NA,2.406079312,2239.796934
2009-07-20-K-010,442639.8869,6472422.407,-2.772576983,-0.592588314,2238.103422
2011-09-02-N-005,408877.7694,6526093.808,-0.371408943,-0.784206148,2188.562521
2008-08-06-K-092,511946.3799,6361258.657,NA,2.58726913,2170.515066
2008-07-13-K-024,446316.3263,6466384.782,-1.017094117,-1.229131043,2157.999681
2009-08-14-N-022,427631.576,6509890.321,NA,-2.836825814,2081.998872
2011-08-03-N-003,438647.8543,6485389.853,NA,2.409580779,2025.760583
2013-07-14-S-084,423334.5268,6459994.778,-2.515968222,-2.155903877,1979.124899
2013-06-09-S-003,467485.3508,6456753.422,0.326711885,-0.740043216,1978.919278
2010-08-23-K-043,443116.5521,6471998.875,NA,2.329305949,1975.568748
2014-07-09-S-027,422302.9266,6460050.51,NA,-1.841590803,1956.032817
2010-05-24-N-066,439304.6292,6484548.334,-1.370361225,2.834740425,1928.167426
2009-06-24-K-078,439221.4548,6471090.494,NA,1.86118932,1922.737167
2013-06-26-S-012,438960.6359,6490364.671,1.686468961,-2.843111433,1905.420667
2013-07-10-S-004,441644.7967,6465627.469,NA,-1.561655302,1897.84419
2008-07-16-K-119,518572.719,6329654.125,NA,1.55845503,1879.347818
2008-07-02-K-123,507453.6301,6422197.686,0.230646494,2.256030824,1877.259031
2008-05-25-N-021,418004.9268,6520348.279,-0.212146543,-1.524165648,1871.184802
2013-06-16-S-078,448062.2538,6460478.025,NA,-1.460774953,1866.98405
2009-08-12-K-062,441795.5291,6475496.104,NA,2.107857072,1856.658186
2008-07-16-K-063,437822.971,6490634.279,NA,2.780799379,1851.256287
2013-07-30-S-004,452735.1991,6461479.259,-0.137135232,-1.666418963,1830.629779
2009-08-09-K-094,421260.5709,6462177.911,0.82842577,-0.623718107,1824.758184
2013-06-09-S-031,441812.0711,6472575.734,2.399716339,-0.12000053,1815.687384
2008-07-16-K-117,515047.0013,6329057.718,NA,1.747280975,1801.908915
2014-06-06-H-003,409583.7124,6525383.198,-0.310732738,2.73096673,1801.686104
2012-05-27-N-004,438019.7729,6487091.173,NA,2.742070027,1799.60899
2008-07-07-K-069,425030.7732,6510977.895,-0.010996119,0.939010005,1789.454588
2008-07-02-K-074,435265.9736,6484172.447,NA,1.507438009,1785.411469
2010-08-12-N-036,416325.681,6518734.282,NA,-0.776136339,1770.032144
2009-07-15-K-076,438377.6103,6467950.015,NA,1.310036389,1753.227007
2013-06-26-S-021,441402.2936,6485752.135,-0.476271984,-0.14374984,1751.600407
2013-06-09-S-020,437289.7695,6501634.691,NA,-0.143599039,1748.639108
2008-09-10-N-030,437943.7371,6483820.773,0.555510466,1.875496221,1744.679836
2008-05-11-N-018,433141.8862,6504142.267,1.269154691,-0.42888272,1710.621362
2008-07-07-K-089,438702.8839,6471094.592,NA,1.503695134,1708.747935
2013-08-18-N-005,437428.8008,6498234.252,NA,-0.410683032,1707.716448
2008-07-16-K-090,441977.4165,6473683.506,-1.018101166,1.266262849,1704.099216
2013-06-26-N-046,438273.2034,6487201.393,NA,-0.196713539,1696.984703
2008-07-13-K-082,443626.7118,6470978.348,NA,-0.526082771,1689.955546
2008-07-13-K-024,444635.2929,6466225.235,-0.436291905,-1.665422948,1688.587735
2010-08-15-K-094,511940.9082,6390365.89,0.395727607,2.478809016,1684.889665
2014-08-03-S-042,513136.2482,6384139.8,-3.055241597,2.980188432,1672.928737
2013-08-25-N-007,419418.2003,6518639.272,-1.415259838,1.897784282,1650.352227
2008-05-26-N-034,436553.5601,6489333.834,-0.874523059,-1.847862664,1628.584705
2010-08-04-N-031,439164.5484,6488667.579,NA,-0.292630206,1610.837188
2009-08-03-K-007,450240.2781,6464076.354,0.275839231,1.343563501,1598.482971
2008-07-19-N-005,438617.9427,6489298.802,NA,-2.554791303,1594.624042
2009-07-26-K-080,420869.9664,6460710.21,NA,-2.988985732,1594.365484
2010-09-19-N-041,397670.4133,6529598.506,NA,-1.492758886,1586.425891
2012-07-20-N-002,437758.9266,6487373.756,NA,2.900155666,1572.657302
2008-06-07-N-006,438083.7632,6484831.23,NA,-1.80282721,1565.453474
2009-08-21-N-026,436846.4828,6497035.729,-0.416343246,2.411759553,1559.797823
2008-09-21-N-003,442322.7988,6484112.837,NA,-0.603353474,1558.651454
2008-07-07-K-027,442822.5599,6472873.586,NA,1.238659209,1548.299904
2008-07-07-K-089,440460.5534,6470536.25,-0.503296068,1.791266356,1545.821161
2013-07-17-S-069,436605.3671,6464415.579,NA,-2.110113026,1543.626347
2010-08-02-K-006,454776.5262,6462608.231,NA,-1.069719626,1540.391285
2011-06-30-N-031,438175.9046,6491305.444,NA,-0.033996402,1528.503203
2008-07-28-K-047,439707.3657,6475334.374,-0.2948288,2.097210319,1527.052005
2009-08-07-N-010,429988.8522,6505943.34,NA,2.218370902,1524.636929
2013-07-07-S-003,440902.936,6466867.989,NA,-1.007578096,1518.866176
2009-07-29-K-021,416580.6882,6518616.375,NA,1.348218554,1486.328967
2010-06-14-N-017,410890.1714,6524406.558,-0.952849623,2.175228749,1485.970801
2010-09-09-N-032,416009.3769,6519785.427,NA,-1.044496833,1478.82777
2010-06-07-N-024,430892.6865,6505445.805,-0.255849325,2.578079723,1477.466095
2013-08-16-N-002,436373.6818,6497930.246,-0.492781329,2.105869744,1475.5968
2013-05-29-S-045,440576.7776,6470687.35,3.043964514,-2.548052989,1463.099555
2010-06-14-N-047,436890.9011,6495168.519,NA,-3.020099487,1460.735404
2014-08-03-S-024,501917.3515,6436758.283,NA,1.953478653,1453.85189
2010-07-25-K-078,443089.5545,6474994.254,NA,1.347601778,1442.469793
2009-05-18-K-016,443398.0302,6469515.929,NA,-3.133303346,1431.511181
2009-09-09-N-066,438108.0914,6487248.228,NA,0.482177583,1420.895152
2008-08-17-K-045,444330.9778,6471487.61,-0.173874671,-2.233877528,1417.70083
2013-07-22-N-022,437199.7102,6491573.574,NA,0.089503681,1408.057145
2009-08-09-N-042,421955.291,6514952.652,NA,-1.716990492,1400.332635
2008-07-13-K-096,508573.9278,6428275.579,-2.005099427,2.67591785,1400.194433
2010-07-19-K-049,439534.3064,6479090.624,NA,-2.837717112,1395.857588
2010-08-12-N-010,432377.1908,6503946.738,NA,2.529448131,1392.204897
2008-08-06-K-092,514259.302,6360705.101,-0.309631491,1.67436206,1384.146248
2013-08-12-N-008,425017.7399,6510631.692,-1.358094281,-1.637621043,1370.273469
2008-07-16-K-090,439149.0289,6473623.459,NA,2.085362131,1369.03895
2013-06-09-S-031,442029.432,6470773.104,NA,-2.519716869,1366.881882
2013-07-14-S-042,436099.1496,6485562.346,NA,2.862526287,1353.3292
2008-08-06-K-098,515856.6422,6348460.561,-0.780721266,1.543091985,1349.600097
2008-05-31-N-037,438592.0783,6487349.442,0.651662764,-1.799725197,1341.898389
2013-07-30-S-004,454557.4659,6461654.042,-0.794137324,-1.52928373,1339.592691
2013-09-03-N-030,428812.4926,6507553.709,NA,-1.417892749,1334.219937
2014-07-16-S-026,429047.6347,6461412.664,-0.93689417,0.474887101,1332.617677
2010-06-20-N-005,436845.8676,6491300.443,NA,-2.87539294,1326.079723
2009-07-20-K-070,443525.5919,6476249.583,-1.315786626,2.28612031,1322.500731
2010-05-17-N-040,426785.9546,6509429.798,NA,-1.177471365,1320.852404
2011-07-22-N-035,426067.3967,6510878.52,NA,-0.76077621,1320.724313
2009-07-06-K-055,415057.9593,6458479.797,NA,1.09068908,1314.045835
2013-06-26-S-012,439520.9609,6492185.842,NA,1.753604913,1307.510252
2012-06-04-N-033,432758.9376,6503589.801,NA,-0.10197518,1304.168107
2009-07-05-N-017,411514.77,6522008.524,NA,1.277069111,1302.247308
2009-08-09-K-088,437393.5598,6465252.844,NA,-0.356602884,1299.599207
2013-06-09-S-020,437536.7778,6502903.586,0.335858699,0.192259659,1292.713279
2014-07-06-S-015,433224.9317,6489030.653,1.000705311,-0.79084039,1289.701328
2012-07-20-N-026,438365.8933,6484036.008,2.00265951,2.802248703,1286.365233
2010-07-09-N-006,438750.5082,6487884.44,NA,-2.931503126,1286.070806
2008-07-13-K-096,508003.9641,6429528.523,-0.581312722,-0.889775324,1284.112464
2010-06-13-N-047,438454.989,6495486.14,NA,-0.489329045,1282.255724
2008-07-21-K-063,438720.3342,6470627.522,NA,1.22728983,1282.042142
2009-09-28-K-084,439877.032,6480477.295,-2.458115034,1.195574873,1281.417304
2013-06-26-S-021,440126.0457,6485814.916,-1.377894255,-1.521644094,1277.791124
2014-06-04-S-006,444840.7703,6471196.308,NA,0.164123793,1277.772845
2008-07-21-K-049,436579.897,6485809.014,-2.227593813,0.596805305,1275.728469
2009-07-12-N-053,417799.8705,6517503.003,NA,2.957148057,1275.38474
2013-06-23-S-019,435721.8332,6483110.202,-1.108137065,-2.707003394,1274.588888
2011-06-23-N-002,439679.4936,6483572.568,2.809499286,-0.051472607,1272.704598
2008-07-02-K-074,437142.597,6483343.001,-0.257262678,1.66839719,1266.978886
2013-06-09-S-039,472555.6045,6456079.865,-1.876216376,-0.91158064,1264.90566
2008-06-06-N-037,440095.1313,6496096.627,NA,2.09483222,1262.370367
2009-07-20-N-008,441953.5155,6486521.997,NA,-0.861596074,1255.479147
2013-06-05-N-020,438215.7484,6501586.178,-0.220107292,2.825526171,1251.555259
2012-05-27-N-040,437517.7047,6496353.485,NA,-0.130322482,1249.124529
2008-09-21-N-011,438430.5044,6491674.941,-0.085547441,-1.183358513,1241.456917
2013-06-18-N-026,437383.6635,6488643.38,NA,0.031190848,1237.772046
2008-07-13-K-024,448349.5893,6465661.73,NA,-0.212036926,1232.225593
2010-08-02-K-080,417487.927,6460058.873,-2.602269569,1.665330204,1230.502594
2012-08-31-N-003,438431.0917,6487638.287,NA,-3.126018892,1228.461974
2008-08-06-K-104,515585.2107,6335696.84,NA,2.079573228,1228.288685
2008-08-31-K-088,444684.7699,6464895.456,NA,-1.358979484,1227.57
2008-07-28-K-024,440162.3105,6479733.905,-2.703010549,2.344642247,1220.997073
2008-07-26-N-026,440127.4009,6492056.663,NA,-1.450930123,1219.215304
2010-06-06-N-050,437958.1652,6483778.717,0.92588539,0.106983231,1219.113979
2010-07-25-K-085,476372.9867,6451461.22,NA,2.195592188,1218.675593
2012-06-04-N-033,433726.9543,6502900.306,-2.094049048,2.14416611,1218.454236
2010-08-15-K-094,510904.1728,6391694.059,NA,2.083081409,1218.397043
2008-07-21-K-056,440555.8709,6475770.397,NA,1.008033662,1215.028691
2008-08-20-K-077,508968.4887,6412384.036,-0.836489158,-2.245786848,1214.953194
2008-07-20-N-029,438236.2094,6492382.595,1.13699842,-2.238260758,1210.465533
2014-07-20-S-003,454644.6299,6460512.734,NA,-1.19115754,1206.476251
2010-06-12-N-042,423636.4623,6511434.486,NA,-0.686276906,1205.097317
2008-07-13-N-043,432550.1642,6503536.938,NA,0.645699275,1203.549608
2008-08-06-K-104,517546.9957,6335220.706,0.236205873,1.906565268,1191.276589
2011-06-19-N-026,414353.9831,6520361.897,NA,-1.215308646,1188.37482
2010-07-19-K-018,447502.9342,6464619.404,1.095337193,-1.308601059,1183.407889
2009-07-15-K-084,421652.5674,6461647.912,-2.056304425,1.590838878,1173.731538
2010-08-15-K-070,453862.0338,6462929.813,-1.946672095,-0.923324219,1172.685286
2013-06-30-S-033,440254.0621,6474610.659,NA,-0.944569307,1166.327328
2008-07-13-K-116,516788.9925,6338822.405,NA,-2.724785443,1163.029392
2008-07-13-K-005,461675.7612,6457348.784,-0.902697411,-0.764793222,1162.90131
2010-06-14-N-053,437924.1529,6486588.707,NA,-0.670002507,1160.916886
2009-06-24-N-039,422317.3277,6515215.473,NA,-2.212032749,1153.034637
2008-06-18-K-063,449028.1411,6464532.594,NA,-1.741404855,1147.529861
2008-07-14-N-004,438598.5779,6483041.276,NA,1.721781765,1147.285482
2011-08-17-N-019,438866.8912,6483548.801,NA,-0.096384722,1139.986146
2013-06-04-S-026,436755.4472,6469244.292,NA,-0.532499545,1137.203288
2010-07-12-N-062,437471.2202,6485958.736,2.689833075,-0.527377116,1136.870536
2013-07-14-S-016,439580.3434,6482039.218,-0.208603007,-0.516110507,1131.41754
2014-07-09-S-027,420827.4889,6460165.113,1.355309586,-0.980292413,1130.420216
2008-07-02-K-074,438069.6802,6482402.18,-0.600588758,2.266255379,1127.287686
2011-06-20-N-033,439292.2123,6486799.974,NA,3.009386183,1123.286419
2008-05-31-N-037,439898.9666,6487653.965,NA,-2.451387961,1115.032407
2008-05-28-N-002,439293.1455,6481890.461,NA,2.528392186,1112.327531
2008-07-02-K-032,442617.3699,6473646.629,-1.942609219,2.323599461,1111.786369
2013-08-10-N-009,436957.7395,6489839.225,0.091309268,2.600324095,1110.927693
2013-06-30-S-009,450639.5181,6465261.299,NA,-0.575915449,1100.822102
2008-07-07-K-027,443215.3258,6474281.274,-0.357411712,0.181185798,1100.147638
2008-07-13-K-029,444806.2013,6469551.165,NA,-1.086288154,1094.914873
2013-07-07-S-005,440107.3847,6468331.899,NA,-2.158059947,1093.512386
2013-06-16-S-048,436560.2231,6483521.364,NA,2.993718223,1078.60942
2010-08-02-K-054,441073.1477,6475787.454,3.059682557,-2.512763178,1078.375342
2013-06-23-S-019,436794.2172,6484281.351,NA,-2.774803418,1073.581796
2008-07-23-N-022,416680.9532,6519681.946,NA,2.657592986,1071.128939
2013-06-30-S-015,447125.6876,6465815.151,NA,-0.697607388,1070.988992
2010-06-09-N-002,438173.5299,6483927.039,NA,2.517608127,1069.232547
2013-06-12-N-007,414834.7028,6520706.739,NA,2.635972015,1062.734704
2010-06-21-N-066,438062.2513,6484387.981,-2.403153462,-0.650195377,1054.354684
2008-07-02-K-113,485340.9651,6448531.291,NA,2.260610251,1054.282972
2011-06-19-N-033,439315.2638,6487296.303,NA,0.035257346,1053.666828
2009-08-23-N-031,394167.2825,6531003.899,NA,-2.720883874,1048.724054
2008-09-10-N-030,436279.4224,6484344.189,-1.530235971,1.319985754,1044.755154
2010-07-25-K-002,477724.476,6454300.348,NA,-0.846566668,1040.715421
2013-06-30-S-030,436717.1812,6481608.013,-0.257875691,-1.470222711,1038.861442
2008-08-01-N-029,437566.0802,6492692.097,NA,-0.577741043,1036.803842
2008-08-03-K-111,512324.8765,6379547.696,-2.279012445,0.011642983,1029.123753
2013-07-08-N-024,437775.8819,6490179.658,NA,0.306148472,1027.969076
2008-08-06-K-092,512882.5722,6360848.195,-0.603275578,1.983993552,1022.220659
2013-06-12-N-002,435391.0794,6489218.169,0.970887028,2.431679402,1021.747337
