"unique_event_ID","same_whale_ID","X_ship_UTM","Y_ship_UTM","X_whale_UTM","Y_whale_UTM","ship_whale_dist","ship_whale_azimuth","Y_PROJ","X_PROJ","ob_order_time","X_whale_long","X_whale_lat","X_ship_rad","Y_ship_rad","bearing_rad","ship_whale_dist_w_err","new_lat_whale_rad","new_long_whale_rad","new_whale_lat","new_whale_long"
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,2881.43873557701,1.02468965994098,-2.37796364028759,58.7103928253137,-136.247280424044
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,3084.85718914494,1.02469831381182,-2.37802290132359,58.7108886555891,-136.250675831297
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,3025.92762880595,1.02469580697837,-2.37800573345088,58.7107450246128,-136.249692184647
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,3108.63697006232,1.02469932535453,-2.37802982909656,58.7109466127172,-136.251072763449
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,2886.2409150969,1.02468986425428,-2.37796503926675,58.7104045316035,-136.247360579646
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,2727.72406006555,1.02468311954489,-2.37791886036215,58.7100180882212,-136.24471472331
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,3094.91510513188,1.02469874165737,-2.37802583149741,58.7109131693333,-136.25084371789
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,2969.42394923595,1.02469340321782,-2.37798927243989,58.7106072992779,-136.248749038191
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,2939.09245727553,1.02469211281607,-2.37798043613062,58.7105333647039,-136.248242754963
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,2897.78493525763,1.02469035540205,-2.37796840229431,58.710432672298,-136.247553266931
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,3260.67222785002,1.02470579211658,-2.3780741221333,58.7113171308898,-136.253610567516
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,3176.91300961107,1.0247022295577,-2.37804972011029,58.7111130113016,-136.252212434586
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,2820.38640765028,1.02468706233585,-2.37794585450091,58.7102439935028,-136.246261373532
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,2846.0849441311,1.02468815575353,-2.3779533409895,58.7103066417213,-136.246690317732
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,2842.733281615,1.02468801314888,-2.37795236458283,58.7102984710767,-136.246634373751
"2009-07-19-N-018","2009-07-19-N-017",430507.8399,6507647.78,427627.5679,6508459.94,2992.586074,285.7470461,58.70335976,-136.1991946,2,-136.249261345068,58.7102207585809,-2.37712438433448,1.02456690979475,4.98722678229302,3245.48365022151,1.02470514611534,-2.37806969714215,58.7112801177451,-136.253357034199
