"unique_event_ID","same_whale_ID","X_ship_UTM","Y_ship_UTM","X_whale_UTM","Y_whale_UTM","ship_whale_dist","ship_whale_azimuth","Y_PROJ","X_PROJ","ob_order_time","X_whale_long","X_whale_lat","X_ship_rad","Y_ship_rad","bearing_rad","ship_whale_dist_w_err","new_lat_whale_rad","new_long_whale_rad","new_whale_lat","new_whale_long"
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5094.75159862426,1.02471986264284,-2.37822070894633,58.7121233126599,-136.262009373235
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5465.08947227022,1.02474233095623,-2.37832410145516,58.7134106521904,-136.267933327624
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4428.93310013366,1.02467945565687,-2.37803484212509,58.7098081629011,-136.251359988827
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5035.58896162181,1.02471627281981,-2.37820419237698,58.7119176309511,-136.261063043519
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5432.89575041541,1.02474037795884,-2.37831511317102,58.7132987536824,-136.267418336878
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4515.50902816751,1.02468471061705,-2.37805900886392,58.7101092499412,-136.252744640966
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4408.19066956426,1.02467819660043,-2.37802905216082,58.7097360242813,-136.251028248311
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4511.72647155573,1.02468448102996,-2.37805795299521,58.7100960955698,-136.252684144146
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4527.32537533967,1.02468542782211,-2.37806230730251,58.7101503427641,-136.252933627577
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5174.38551233378,1.02472469441441,-2.37824294083714,58.7124001527788,-136.263283166749
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4892.18977127298,1.02470757125641,-2.37816416010507,58.7114190680935,-136.258769363295
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4401.48404762935,1.02467778950824,-2.37802718010466,58.7097126996169,-136.250920987394
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4591.34269553779,1.0246893133337,-2.37808017735961,58.7103729661794,-136.253957506428
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5421.00066514509,1.02473965634726,-2.37831179215283,58.7132574083844,-136.267228056552
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5005.39258480011,1.02471444054161,-2.37819576246027,58.7118126491436,-136.26058004487
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4355.42154399757,1.0246749934706,-2.37801432249318,58.7095524984603,-136.250184300521
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4338.52727832832,1.02467396795426,-2.37800960675867,58.7094937407024,-136.249914108836
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5075.42960344574,1.02471869025163,-2.37821531475907,58.7120561395916,-136.261700309071
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5225.80037280487,1.02472781388412,-2.37825729482862,58.7125788852273,-136.26410558988
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4547.15825056985,1.02468663158753,-2.37806784350815,58.7102193134424,-136.253250828794
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4506.80515505213,1.02468418232365,-2.37805657925249,58.7100789809586,-136.252605434486
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4652.9234048946,1.0246930508222,-2.37809736746678,58.7105871084964,-136.254942427018
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4853.36860986515,1.02470521543879,-2.37815332272859,58.7112840896863,-136.258148427361
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4676.54435359605,1.02469448440233,-2.378103961254,58.7106692465872,-136.255320223197
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5470.09883891859,1.02474263484083,-2.37832550004394,58.7134280634953,-136.268013460859
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5541.47241326885,1.02474696450146,-2.3783454273218,58.7136761347763,-136.269155209777
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4890.7887952253,1.0247074862407,-2.37816376900493,58.7114141970518,-136.258746954908
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4787.18463272072,1.02470119901991,-2.37813484689915,58.7110539658359,-136.257089840311
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4653.16486817746,1.02469306547696,-2.37809743487109,58.7105879481522,-136.254946289
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5526.69307532952,1.02474606797238,-2.37834130095374,58.7136247674438,-136.268918786303
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4436.72335026116,1.02467992851779,-2.37803701667249,58.7098352558362,-136.251484581215
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5453.37021369942,1.02474162002421,-2.37832082950538,58.713369918786,-136.267745858711
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4985.32104318999,1.02471322260824,-2.37819015911998,58.7117428667018,-136.260258997121
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4693.2438805006,1.02469549790247,-2.37810862294527,58.7107273158678,-136.255587318432
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4332.16863847886,1.02467358196931,-2.37800783186129,58.709471625394,-136.249812414707
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4706.63242229993,1.02469631045079,-2.37811236038265,58.7107738714577,-136.25580145782
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4970.6611588637,1.02471233304333,-2.37818606655763,58.711691898387,-136.26002451057
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5416.68796105669,1.02473939471722,-2.37831058808029,58.7132424180874,-136.267159068277
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4754.13953405503,1.02469919359931,-2.37812562216556,58.7109390636995,-136.256561302009
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4542.60567620014,1.02468635526816,-2.37806657268755,58.7102034815082,-136.253178016137
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,4771.35479604692,1.02470023835324,-2.37813042789957,58.7109989236904,-136.256836650286
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5276.20859086898,1.02473087218951,-2.37827136792892,58.7127541132187,-136.264911919132
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5422.80352327294,1.02473976571739,-2.37831229549673,58.7132636748313,-136.267256896033
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5098.6946277703,1.02472010189049,-2.37822180973778,58.7121370205409,-136.262072443939
"2009-07-19-N-017","2009-07-19-N-017",431570.0643,6506629.501,426967.1121,6508562.399,4992.320586,292.7787915,58.69438576,-136.1805578,1,-136.260691926327,58.7110297102744,-2.37679911081245,1.02441028394767,5.10995389168499,5218.25942934078,1.02472735636172,-2.37825518954016,58.7125526711246,-136.263984965737
