"unique_event_ID","same_whale_ID","X_ship_UTM","Y_ship_UTM","X_whale_UTM","Y_whale_UTM","ship_whale_dist","ship_whale_azimuth","Y_PROJ","X_PROJ","ob_order_time","X_whale_long","X_whale_lat","X_ship_rad","Y_ship_rad","bearing_rad","ship_whale_dist_w_err","new_lat_whale_rad","new_long_whale_rad","new_whale_lat","new_whale_long"
"2009-07-19-N-019","2009-07-19-N-017",429741.1739,6508395.695,427946.7246,6509261.187,1992.266357,295.7487734,58.70994902,-136.2126594,3,-136.244010300557,58.7174683837464,-2.3773593894276,1.02468191407702,5.16178985456463,1885.09928749924,1.02481056779073,-2.37787331780772,58.7173203348145,-136.242105327153
"2009-07-19-N-019","2009-07-19-N-017",429741.1739,6508395.695,427946.7246,6509261.187,1992.266357,295.7487734,58.70994902,-136.2126594,3,-136.244010300557,58.7174683837464,-2.3773593894276,1.02468191407702,5.16178985456463,1953.48373598858,1.02481523266939,-2.37789196532367,58.7175876126732,-136.243173751115
"2009-07-19-N-019","2009-07-19-N-017",429741.1739,6508395.695,427946.7246,6509261.187,1992.266357,295.7487734,58.70994902,-136.2126594,3,-136.244010300557,58.7174683837464,-2.3773593894276,1.02468191407702,5.16178985456463,2027.32783417474,1.02482026980743,-2.37791210193392,58.7178762194242,-136.244327493896
"2009-07-19-N-019","2009-07-19-N-017",429741.1739,6508395.695,427946.7246,6509261.187,1992.266357,295.7487734,58.70994902,-136.2126594,3,-136.244010300557,58.7174683837464,-2.3773593894276,1.02468191407702,5.16178985456463,1838.57780095042,1.02480739421654,-2.37786063219001,58.7171385024074,-136.241378494797
"2009-07-19-N-019","2009-07-19-N-017",429741.1739,6508395.695,427946.7246,6509261.187,1992.266357,295.7487734,58.70994902,-136.2126594,3,-136.244010300557,58.7174683837464,-2.3773593894276,1.02468191407702,5.16178985456463,1864.83226268053,1.02480918523606,-2.37786779131865,58.7172411202669,-136.241788682654
"2009-07-19-N-019","2009-07-19-N-017",429741.1739,6508395.695,427946.7246,6509261.187,1992.266357,295.7487734,58.70994902,-136.2126594,3,-136.244010300557,58.7174683837464,-2.3773593894276,1.02468191407702,5.16178985456463,1923.46784613521,1.02481318513976,-2.37788378036044,58.7174702978671,-136.242704787267
"2009-07-19-N-019","2009-07-19-N-017",429741.1739,6508395.695,427946.7246,6509261.187,1992.266357,295.7487734,58.70994902,-136.2126594,3,-136.244010300557,58.7174683837464,-2.3773593894276,1.02468191407702,5.16178985456463,2208.63801738497,1.02483263678162,-2.37796154497906,58.7185847948505,-136.247160371709
"2009-07-19-N-019","2009-07-19-N-017",429741.1739,6508395.695,427946.7246,6509261.187,1992.266357,295.7487734,58.70994902,-136.2126594,3,-136.244010300557,58.7174683837464,-2.3773593894276,1.02468191407702,5.16178985456463,1823.8855751503,1.02480639193647,-2.37785662589759,58.7170810759894,-136.24114895115
"2009-07-19-N-019","2009-07-19-N-017",429741.1739,6508395.695,427946.7246,6509261.187,1992.266357,295.7487734,58.70994902,-136.2126594,3,-136.244010300557,58.7174683837464,-2.3773593894276,1.02468191407702,5.16178985456463,1899.14245809264,1.02481152576508,-2.3778771471674,58.7173752227017,-136.242324733301
"2009-07-19-N-019","2009-07-19-N-017",429741.1739,6508395.695,427946.7246,6509261.187,1992.266357,295.7487734,58.70994902,-136.2126594,3,-136.244010300557,58.7174683837464,-2.3773593894276,1.02468191407702,5.16178985456463,2238.86577149247,1.02483469847897,-2.37796978824304,58.7187029214075,-136.247632675944
