unique_event_ID,same_whale_ID,ob_order_time,year,TimeTxt,X_whale_UTM,Y_whale_UTM,ship_whale_azimuth,ship_whale_dist,ship_whale_bearing,whale_direction,whale_orientation,whale_behavior
2013-09-26-N-015,2013-09-26-N-015,1,2013,14:14:39,422130.6704,6515839.774,110.3257706,1985.423982,-15.05255151,U-Unsure,U-Unsure,BL-Blowing
2013-09-26-N-016,2013-09-26-N-015,2,2013,14:15:50,421683.0692,6515857.594,109.6566301,985.3715344,-15.10588603,T-Toward,90-Perpendicular,BL-Blowing
2013-09-26-N-017,2013-09-26-N-015,3,2013,14:16:33,421632.0346,6515774.246,109.8143726,618.3107238,-15.16874553,T-Toward,90-Perpendicular,BL-Blowing
2013-09-26-N-018,2013-09-26-N-015,4,2013,14:17:11,421573.9581,6515756.441,99.42854401,267.6698918,-25.92375727,T-Toward,90-Perpendicular,DF-Dive-fluke-up
2013-09-26-N-019,2013-09-26-N-019,1,2013,14:59:13,438873.4863,6500108.594,154.7691466,3185.467321,0.035973236,A-Away,90-Perpendicular,BL-Blowing
2013-09-26-N-020,2013-09-26-N-019,2,2013,15:03:19,439283.5845,6500251.261,136.2857144,1185.389016,-15.08801926,T-Toward,90-Perpendicular,BL-Blowing
2013-09-26-N-021,2013-09-26-N-019,3,2013,15:06:05,439558.4416,6500012.041,67.80929039,441.7348512,-86.85129694,W-With,0-Parallel,DN-Dive-no-fluke
2014-06-04-S-006,2014-06-04-S-006,1,2014,5:41:33,444631.9976,6469935.706,3.397246441,3488.232722,30.16832947,WT-With/To,45-45-degrees,BL-Blowing
2014-06-04-S-007,2014-06-04-S-006,2,2014,5:46:37,444840.7703,6471196.308,13.51083324,2985.421159,10.10769019,WT-With/To,45-45-degrees,BL-Blowing
2014-06-04-S-008,2014-06-04-S-006,3,2014,5:51:55,444525.6593,6470651.569,45.1895359,490.1330231,41.41844823,G-Against,0-Parallel,BL-Blowing
2014-06-06-H-009,2014-06-06-H-009,1,2014,13:58:03,414047.4318,6520815.412,128.9678981,2286.453879,0.025058796,GA-Ag/Away,90-Perpendicular,BL-Blowing
2014-06-06-H-010,2014-06-06-H-009,2,2014,13:59:13,414113.0138,6520707.985,130.0283862,1786.441068,0.032072585,GT-Ag/To,45-45-degrees,DN-Dive-no-fluke
2014-06-06-H-011,2014-06-06-H-009,3,2014,13:59:48,413433.5005,6521280.377,129.9562445,586.3231931,0.09772052,GT-Ag/To,45-45-degrees,DN-Dive-no-fluke
2014-06-06-H-012,2014-06-06-H-009,4,2014,14:00:13,413618.4832,6521524.385,88.86112769,463.8586555,-40.97728606,GA-Ag/Away,0-Parallel,DF-Dive-fluke-up
2014-06-10-H-007,2014-06-10-H-007,1,2014,16:58:00,418886.1026,6516963.964,126.4730022,1686.438491,0.067948868,A-Away,90-Perpendicular,BL-Blowing
2014-06-10-H-008,2014-06-10-H-007,2,2014,16:58:02,418740.5397,6517071.173,126.4821452,1486.43029,0.077091805,A-Away,90-Perpendicular,DN-Dive-no-fluke
2014-06-10-H-009,2014-06-10-H-007,3,2014,16:58:34,418723.6199,6516941.187,131.6883777,1286.647598,5.141118707,A-Away,90-Perpendicular,DN-Dive-no-fluke
2014-06-10-H-010,2014-06-10-H-007,4,2014,16:59:38,418595.4169,6516560.739,156.5075237,989.238436,30.49127859,A-Away,45-45-degrees,BL-Blowing
2014-06-10-H-011,2014-06-10-H-007,5,2014,17:00:49,418851.8361,6516333.053,167.9591905,790.8766424,40.73967314,A-Away,45-45-degrees,DN-Dive-no-fluke
2014-06-10-H-012,2014-06-10-H-007,6,2014,17:02:44,419297.3202,6516268.985,215.3942456,300.7689847,87.59602595,GT-Ag/To,0-Parallel,BL-Blowing
2014-06-11-S-029,2014-06-11-S-029,1,2014,16:13:01,422164.5815,6462133.811,258.1439338,5984.565196,4.993691678,T-Toward,90-Perpendicular,BL-Blowing
2014-06-11-S-030,2014-06-11-S-029,2,2014,16:15:36,422160.4627,6461849.434,255.936187,4484.675446,-0.025551807,A-Away,90-Perpendicular,BL-Blowing
2014-06-11-S-031,2014-06-11-S-029,3,2014,16:17:57,421735.7939,6461889.724,257.8308459,3484.668431,-0.032884496,T-Toward,90-Perpendicular,BL-Blowing
2014-06-18-S-021,2014-06-18-S-021,1,2014,16:44:21,418283.3671,6460570.941,253.1292229,1984.648482,-15.05854963,T-Toward,90-Perpendicular,BL-Blowing
2014-06-18-S-022,2014-06-18-S-021,2,2014,16:45:22,418193.5108,6460545.345,248.1266028,1584.871897,-20.12123557,A-Away,90-Perpendicular,BL-Blowing
2014-06-18-S-023,2014-06-18-S-021,3,2014,16:46:43,418594.4951,6460188.511,201.6897168,991.6943092,-65.75233406,WA-With/Aw,45-45-degrees,DF-Dive-fluke-up
2014-06-29-S-006,2014-06-29-S-006,1,2014,6:38:52,445080.3676,6473362.444,53.00251391,1192.257891,45.23141192,U-Unsure,U-Unsure,BL-Blowing
2014-06-29-S-007,2014-06-29-S-006,2,2014,6:40:54,445242.8014,6473670.782,69.09205755,1093.765213,60.34729138,W-With,0-Parallel,BL-Blowing
2014-07-06-S-025,2014-07-06-S-025,1,2014,16:00:52,439968.8296,6473177.94,221.2941557,4493.906604,35.08531454,U-Unsure,U-Unsure,BL-Blowing
2014-07-06-S-026,2014-07-06-S-025,2,2014,16:08:56,440074.5292,6472756.938,226.4057442,3996.561446,55.11990695,W-With,0-Parallel,BL-Blowing
2014-07-06-S-027,2014-07-06-S-025,3,2014,16:10:38,440049.9563,6472740.343,231.6185783,3797.30275,60.1302095,W-With,0-Parallel,DF-Dive-fluke-up
2014-07-06-S-029,2014-07-06-S-029,1,2014,16:18:40,445577.0267,6470368.462,137.8850934,3191.330934,-30.04798898,W-With,0-Parallel,BL-Blowing
2014-07-06-S-030,2014-07-06-S-029,2,2014,16:20:09,445760.8619,6470207.057,132.3162907,2991.594865,-35.06540312,W-With,0-Parallel,BL-Blowing
2014-07-06-S-031,2014-07-06-S-029,3,2014,16:20:39,445544.7244,6469911.323,137.421368,2891.32686,-30.05296832,W-With,0-Parallel,BL-Blowing
2014-07-06-S-041,2014-07-06-S-041,1,2014,18:24:09,501763.8852,6436381.702,120.2159412,991.2720658,5.159542294,T-Toward,90-Perpendicular,BL-Blowing
2014-07-06-S-042,2014-07-06-S-041,2,2014,18:25:09,502104.216,6436316.104,115.3059053,741.0198724,0.15464052,A-Away,90-Perpendicular,BL-Blowing
2014-07-06-S-043,2014-07-06-S-041,3,2014,18:25:43,502398.6778,6436310.603,105.3877006,692.7920401,-9.963629408,A-Away,90-Perpendicular,BL-Blowing
2014-07-09-S-014,2014-07-09-S-014,1,2014,14:37:18,437156.0388,6489951.082,199.2325311,3784.555602,10.0104038,U-Unsure,U-Unsure,BL-Blowing
2014-07-09-S-015,2014-07-09-S-014,2,2014,14:39:25,437229.0303,6489366.433,198.7057306,3184.669186,15.03648744,T-Toward,90-Perpendicular,BL-Blowing
2014-07-09-S-016,2014-07-09-S-014,3,2014,14:41:20,437270.5421,6488930.15,201.426557,2584.897568,20.07433284,T-Toward,90-Perpendicular,BL-Blowing
2014-07-09-S-017,2014-07-09-S-014,4,2014,14:43:26,437284.6197,6488994.225,217.1044728,1486.261957,35.27515025,W-With,0-Parallel,BL-Blowing
2014-07-09-S-027,2014-07-09-S-027,1,2014,16:04:48,424187.679,6460573.743,254.5407509,5984.566434,10.00657922,U-Unsure,U-Unsure,BL-Blowing
2014-07-09-S-028,2014-07-09-S-027,2,2014,16:10:21,422302.9266,6460050.51,257.9715085,4984.911142,-5.038227052,U-Unsure,U-Unsure,BL-Blowing
2014-07-09-S-030,2014-07-09-S-027,4,2014,16:15:06,420827.4889,6460165.113,258.5428079,3785.25296,-10.07002838,T-Toward,90-Perpendicular,BL-Blowing
2014-07-09-S-031,2014-07-09-S-027,5,2014,16:17:30,420244.7207,6460287.663,258.2623272,2985.245822,-10.08879509,W-With,0-Parallel,BL-Blowing
2014-07-09-S-032,2014-07-09-S-027,6,2014,16:19:35,420156.6434,6459834.509,240.26641,2087.71732,-30.25748396,A-Away,90-Perpendicular,BL-Blowing
2014-07-09-S-034,2014-07-09-S-027,7,2014,16:21:11,420943.4605,6460189.296,189.4087816,699.3219778,-81.26304863,WA-With/Aw,45-45-degrees,BL-Blowing
2014-07-16-S-018,2014-07-16-S-018,1,2014,14:49:44,441629.3429,6482865.803,140.4357146,5490.588653,-45.12765422,U-Unsure,U-Unsure,BL-Blowing
2014-07-16-S-020,2014-07-16-S-018,2,2014,14:53:51,441388.7567,6482754.579,133.4092205,4487.734618,-30.11978255,A-Away,90-Perpendicular,DF-Dive-fluke-up
2014-07-16-S-021,2014-07-16-S-018,3,2014,14:59:41,441946.5027,6483236.842,107.5009911,3594.079051,-60.22717302,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up
2014-07-21-H-014,2014-07-21-H-014,1,2014,18:36:01,436058.5676,6486270.671,234.8138693,2692.38026,50.22560523,G-Against,0-Parallel,BL-Blowing
2014-07-21-H-015,2014-07-21-H-014,2,2014,18:36:54,436062.3768,6486276.224,240.3951941,2493.333464,55.25789053,G-Against,0-Parallel,BL-Blowing
2014-07-21-H-016,2014-07-21-H-014,3,2014,18:38:10,436171.3663,6486511.077,254.7653374,2096.466221,70.34320901,G-Against,0-Parallel,BL-Blowing
2014-08-03-S-027,2014-08-03-S-027,1,2014,17:12:01,503997.0763,6436277.278,111.8736501,1890.981395,-4.962896834,U-Unsure,U-Unsure,BL-Blowing
2014-08-03-S-028,2014-08-03-S-027,2,2014,17:13:16,504210.4237,6436014.244,114.2049917,1490.890206,-9.983099188,W-With,0-Parallel,DF-Dive-fluke-up
2014-08-03-S-029,2014-08-03-S-027,3,2014,17:15:22,504716.9322,6435632.66,103.9500631,991.2443067,-30.15450166,WT-With/To,45-45-degrees,BL-Blowing
2014-08-03-S-030,2014-08-03-S-027,4,2014,17:16:15,504807.5151,6435790.203,68.76351658,744.3255309,-65.54957142,A-Away,90-Perpendicular,BL-Blowing
2014-08-03-S-042,2014-08-03-S-042,1,2014,18:40:46,512528.4727,6386270.016,176.0157497,2991.355908,5.05286888,WT-With/To,45-45-degrees,BL-Blowing
2014-08-03-S-043,2014-08-03-S-042,2,2014,18:42:40,512887.2239,6385712.62,170.9389601,2491.13896,0.04599967,WA-With/Aw,45-45-degrees,BL-Blowing
2014-08-03-S-044,2014-08-03-S-042,3,2014,18:44:17,512867.4013,6385790.985,171.1234508,1491.104935,0.07685012,A-Away,90-Perpendicular,BL-Blowing
2014-08-03-S-045,2014-08-03-S-042,4,2014,18:46:20,513136.2482,6384139.8,170.9452584,1991.126201,0.057551138,U-Unsure,U-Unsure,BL-Blowing
2014-08-03-S-046,2014-08-03-S-042,5,2014,18:47:23,513190.0299,6383840.228,170.7482832,1691.114943,0.067760968,A-Away,90-Perpendicular,DF-Dive-fluke-up
2014-08-03-S-057,2014-08-03-S-057,1,2014,19:49:03,517681.2751,6348925.96,145.6231943,1291.273383,-30.11860294,A-Away,90-Perpendicular,BL-Blowing
2014-08-03-S-058,2014-08-03-S-057,2,2014,19:49:44,517679.3805,6348904.787,135.2648069,991.8445621,-40.23862822,T-Toward,90-Perpendicular,BL-Blowing
2014-08-03-S-059,2014-08-03-S-057,3,2014,19:50:31,517731.2402,6348823.625,115.4630064,793.7286145,-60.4785733,G-Against,0-Parallel,BL-Blowing
2014-08-15-H-010,2014-08-15-H-010,1,2014,15:28:41,435476.663,6500381.946,140.2465097,1985.678867,5.093954569,A-Away,90-Perpendicular,BL-Blowing
2014-08-15-H-011,2014-08-15-H-010,2,2014,15:31:26,435931.8373,6499614.055,145.5555712,1485.430291,0.077143703,A-Away,90-Perpendicular,BL-Blowing
2014-08-15-H-012,2014-08-15-H-010,3,2014,15:32:16,436045.5367,6499427.953,146.0288306,1285.419569,0.089147239,A-Away,90-Perpendicular,DF-Dive-fluke-up
2014-08-15-H-014,2014-08-15-H-014,1,2014,15:42:39,437221.0018,6494332.974,201.1180865,1688.403828,30.30480624,GA-Ag/Away,45-45-degrees,BL-Blowing
2014-08-15-H-015,2014-08-15-H-014,2,2014,15:43:16,437239.6654,6494366.357,207.1882653,1389.228987,35.4105829,GA-Ag/Away,45-45-degrees,BL-Blowing
2014-08-15-H-016,2014-08-15-H-014,3,2014,15:45:07,437305.5624,6494609.69,263.1688924,701.9974935,91.18354823,GA-Ag/Away,45-45-degrees,BL-Blowing
2015-06-05-K-019,2015-06-05-K-019,1,2015,16:25:30,441271.4444,6498187.307,138.3526477,4983.850302,-10.02101858,U-Unsure,U-Unsure,BL-Blowing
2015-06-05-K-020,2015-06-05-K-019,2,2015,16:27:58,442465.3775,6497830.166,128.4378152,4984.414583,-20.05288883,G-Against,0-Parallel,DF-Dive-fluke-up
2015-06-05-K-021,2015-06-05-K-019,3,2015,16:31:45,442430.2422,6496134.119,135.5629673,4485.451222,-30.09240461,U-Unsure,90-Perpendicular,DF-Dive-fluke-up
2015-06-12-K-002,2015-06-12-K-002,1,2015,7:19:53,442158.8074,6493445.404,35.59454543,6987.047118,30.08021563,G-Against,0-Parallel,BL-Blowing
2015-06-12-K-003,2015-06-12-K-002,2,2015,7:22:35,442966.8422,6492578.052,52.37532411,5990.02396,45.12242158,G-Against,0-Parallel,BL-Blowing
2015-06-12-K-005,2015-06-12-K-002,3,2015,7:27:46,439227.5427,6493253.148,18.26845471,2218.444616,10.12307484,G-Against,0-Parallel,BL-Blowing
2015-06-12-K-012,2015-06-12-K-012,1,2015,8:44:59,419336.6193,6519808.201,323.0032026,3157.635213,12.09623602,W-With,0-Parallel,BL-Blowing
2015-06-12-K-013,2015-06-12-K-012,2,2015,8:46:47,419542.7682,6519807.512,331.106141,2304.516352,20.18363166,W-With,0-Parallel,BL-Blowing
2015-06-12-K-014,2015-06-12-K-012,3,2015,8:46:49,419701.3414,6519662.429,333.1389157,2087.780762,22.21640629,W-With,0-Parallel,BL-Blowing
2015-06-19-K-034,2015-06-19-K-034,1,2015,14:45:53,416325.0952,6514237.707,192.8190764,4675.129472,60.17358128,GA-Ag/Away,45-45-degrees,BL-Blowing
2015-06-19-K-036,2015-06-19-K-034,3,2015,14:50:38,416879.4951,6514247.79,216.6668149,3693.401545,84.23774983,GA-Ag/Away,45-45-degrees,BL-Blowing
2015-06-19-K-037,2015-06-19-K-034,4,2015,14:51:39,416812.0972,6513989.424,222.5200431,3911.000757,90.22267908,GA-Ag/Away,45-45-degrees,BL-Blowing
2015-06-21-K-042,2015-06-21-K-042,1,2015,13:48:17,433141.0261,6497174.631,180.2890656,5911.284492,40.06350852,WT-With/To,45-45-degrees,BL-Blowing
2015-06-21-K-045,2015-06-21-K-042,2,2015,13:53:08,432951.2378,6496612.23,206.29302,4719.629718,66.09649108,WT-With/To,45-45-degrees,BL-Blowing
2015-06-21-K-046,2015-06-21-K-042,3,2015,13:58:46,440889.8085,6495705.744,123.7263955,4492.047945,-25.01897977,G-Against,0-Parallel,BL-Blowing
2015-06-21-K-047,2015-06-21-K-042,4,2015,14:02:49,442066.797,6495734.444,93.48024687,3995.422578,-70.09543452,G-Against,0-Parallel,BL-Blowing
2015-07-10-K-003,2015-07-10-K-003,1,2015,7:17:58,440571.7356,6491287.62,28.57677315,4986.237717,25.09901349,W-With,0-Parallel,BL-Blowing
2015-07-10-K-004,2015-07-10-K-003,2,2015,7:21:17,441972.2533,6490881.184,55.09661676,4491.177847,50.17374199,W-With,0-Parallel,BL-Blowing
2015-07-10-K-005,2015-07-10-K-003,3,2015,7:24:33,441444.2727,6491408.822,60.22342818,3492.399704,55.23518671,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up
2015-07-14-K-040,2015-07-14-K-040,1,2015,7:41:34,438887.9701,6504362.199,14.18701598,7989.425276,35.07057031,U-Unsure,U-Unsure,BL-Blowing
2015-07-14-K-042,2015-07-14-K-040,2,2015,7:44:55,435149.7278,6497065.346,235.7463467,1350.992532,-90.6064763,U-Unsure,U-Unsure,BL-Blowing
2015-07-14-K-043,2015-07-14-K-040,3,2015,7:53:22,436947.7673,6506085.223,26.26655533,5994.578242,60.12792505,U-Unsure,U-Unsure,BL-Blowing
2015-07-19-K-008,2015-07-19-K-008,1,2015,7:09:19,436945.7273,6504251.988,356.7142482,3306.618512,10.05762829,U-Unsure,45-45-degrees,BL-Blowing
2015-07-19-K-009,2015-07-19-K-008,2,2015,7:10:53,437387.1017,6504562.581,10.37195493,2784.195594,30.11600458,WT-With/To,45-45-degrees,DN-Dive-no-fluke
2015-07-19-K-010,2015-07-19-K-008,3,2015,7:12:50,437813.8187,6504569.478,39.32332346,2232.164585,70.20593791,W-With,0-Parallel,BL-Blowing
2015-07-21-K-009,2015-07-21-K-009,1,2015,10:54:40,442762.1168,6492478.404,78.07046526,4165.998539,75.20904501,W-With,0-Parallel,BL-Blowing
2015-07-21-K-011,2015-07-21-K-009,3,2015,10:59:48,442187.5306,6496236.23,56.7585418,4296.680585,70.19958867,W-With,0-Parallel,BL-Blowing
2015-07-21-K-012,2015-07-21-K-009,4,2015,11:05:34,441733.1763,6497695.162,71.12842327,4000.668816,85.21935614,W-With,0-Parallel,BL-Blowing
2015-07-22-K-009,2015-07-22-K-009,1,2015,7:41:00,442834.8627,6494996.764,60.42601014,4592.332081,50.15271147,U-Unsure,0-Parallel,BL-Blowing
2015-07-22-K-012,2015-07-22-K-009,3,2015,7:46:41,442451.5324,6494636.186,98.1690644,3116.483761,80.26529378,W-With,0-Parallel,BL-Blowing
2015-07-22-K-013,2015-07-22-K-009,4,2015,7:48:31,442556.3889,6495004.31,106.2540102,3068.996635,90.26697084,G-Against,0-Parallel,BL-Blowing
2015-07-27-K-022,2015-07-27-K-022,1,2015,17:53:39,429606.7629,6506171.815,170.1324942,973.900082,31.09127287,WA-With/Aw,45-45-degrees,BL-Blowing
2015-07-27-K-023,2015-07-27-K-022,2,2015,17:54:57,429677.4658,6506036.272,191.2579822,682.0881527,52.21524152,WA-With/Aw,45-45-degrees,BL-Blowing
2015-07-27-K-024,2015-07-27-K-022,3,2015,17:56:20,429725.9676,6505879.078,232.2470088,603.5929346,93.02950414,A-Away,90-Perpendicular,DF-Dive-fluke-up
2015-07-28-K-032,2015-07-28-K-032,1,2015,17:03:18,428009.7059,6509397.237,140.7214312,2484.449643,10.10989745,T-Toward,90-Perpendicular,BL-Blowing
2015-07-28-K-034,2015-07-28-K-032,2,2015,17:15:25,429901.1882,6506800.482,182.143819,1491.167369,50.5232919,GA-Ag/Away,45-45-degrees,BL-Blowing
2015-07-28-K-035,2015-07-28-K-032,3,2015,17:17:12,429799.0224,6507092.809,222.4416265,1002.012301,90.92064912,A-Away,90-Perpendicular,BL-Blowing
2015-08-07-K-008,2015-08-07-K-008,1,2015,7:58:52,434775.1902,6503995.133,308.7996121,1783.836095,0.064238852,A-Away,0-Parallel,BL-Blowing
2015-08-07-K-009,2015-08-07-K-008,2,2015,8:00:11,434709.5935,6503823.89,300.0101058,1183.700046,-10.0399875,A-Away,0-Parallel,BL-Blowing
2015-08-07-K-010,2015-08-07-K-008,3,2015,8:01:08,435049.684,6503480.785,269.3474266,386.1890475,-41.3081905,GA-Ag/Away,45-45-degrees,BL-Blowing
2015-08-14-K-049,2015-08-14-K-049,1,2015,15:31:51,425490.2092,6513147.05,127.019224,4984.777901,0.022988298,T-Toward,90-Perpendicular,BL-Blowing
2015-08-14-K-050,2015-08-14-K-049,2,2015,15:37:22,425290.5882,6513567.384,123.1834108,1984.744757,0.057736179,A-Away,90-Perpendicular,BL-Blowing
2015-08-14-K-051,2015-08-14-K-049,3,2015,15:39:18,424955.8698,6513977.977,107.7786224,584.6161886,-15.19622739,A-Away,90-Perpendicular,BL-Blowing
2015-08-19-K-009,2015-08-19-K-009,1,2015,7:57:37,429071.7251,6508308.956,319.2940024,3985.672377,0.028750874,A-Away,90-Perpendicular,BL-Blowing
2015-08-19-K-010,2015-08-19-K-009,2,2015,8:01:36,429694.9309,6506979.798,299.5616283,1185.788426,-20.14551212,A-Away,90-Perpendicular,BL-Blowing
2015-08-19-K-011,2015-08-19-K-009,3,2015,8:04:38,429331.055,6506814.374,238.0769362,795.5251645,-80.98931211,A-Away,90-Perpendicular,BL-Blowing
2015-08-25-K-016,2015-08-25-K-016,1,2015,10:04:02,420186.3637,6517949.485,320.8948524,6284.47512,10.04344588,GT-Ag/To,45-45-degrees,BL-Blowing
2015-08-25-K-018,2015-08-25-K-016,2,2015,10:14:32,419208.8936,6520640.097,340.8580045,4987.043176,30.11238535,GT-Ag/To,45-45-degrees,BL-Blowing
2015-08-25-K-019,2015-08-25-K-016,3,2015,10:17:45,419668.9466,6519794.666,356.8408959,2990.018171,45.24525265,GT-Ag/To,45-45-degrees,BL-Blowing
2015-08-25-K-017,2015-08-25-K-017,1,2015,10:06:21,418172.6249,6518308.643,311.2636408,6983.883566,0.016408,U-Unsure,U-Unsure,BL-Blowing
2015-08-25-K-020,2015-08-25-K-017,2,2015,10:22:01,413149.2263,6521267.794,301.5069636,6283.778775,-10.0075326,GA-Ag/Away,45-45-degrees,DN-Dive-no-fluke
2015-08-25-K-021,2015-08-25-K-017,3,2015,10:24:49,413936.3168,6520228.996,291.6616865,3984.159298,-20.05216152,GT-Ag/To,45-45-degrees,BL-Blowing
2015-08-25-K-022,2015-08-25-K-017,4,2015,10:27:53,414907.6539,6519656.827,271.645178,1786.337842,-40.28279477,GA-Ag/Away,45-45-degrees,BL-Blowing
2015-08-29-K-019,2015-08-29-K-019,1,2015,13:55:17,439961.1898,6495228.066,137.7603074,8989.4448,-4.999483354,U-Unsure,U-Unsure,BL-Blowing
2015-08-29-K-020,2015-08-29-K-019,2,2015,14:00:11,440274.8655,6493135.289,144.1401885,7989.491063,0.007171393,U-Unsure,90-Perpendicular,BL-Blowing
2015-08-29-K-024,2015-08-29-K-019,3,2015,14:14:51,441905.8727,6488322.542,138.2862001,5491.303914,-40.06242846,G-Against,0-Parallel,BL-Blowing
2015-09-04-K-016,2015-09-04-K-016,1,2015,8:52:06,419475.6621,6519642.971,321.4259118,3115.863271,0.036776828,A-Away,90-Perpendicular,BL-Blowing
2015-09-04-K-019,2015-09-04-K-016,4,2015,8:54:59,419568.8783,6519794.745,330.5124812,1981.510114,20.21356561,G-Against,0-Parallel,DF-Dive-fluke-up
2015-09-07-K-021,2015-09-07-K-021,1,2015,16:49:58,415389.7545,6517428.069,143.4242649,7469.951706,15.08555388,WT-With/To,45-45-degrees,BL-Blowing
2015-09-07-K-022,2015-09-07-K-021,2,2015,17:05:15,416804.2028,6515124.587,183.8627967,3484.228734,55.45800687,W-With,0-Parallel,BL-Blowing
2015-09-07-K-023,2015-09-07-K-021,3,2015,17:05:42,416711.3117,6515110.29,188.6592293,3386.729105,60.49275553,W-With,0-Parallel,DN-Dive-no-fluke
2015-09-15-K-009,2015-09-15-K-007,2,2015,10:24:28,442382.3858,6495839.258,56.67323982,5015.38772,65.16703182,W-With,0-Parallel,BL-Blowing
2015-09-15-K-011,2015-09-15-K-007,3,2015,10:29:44,442203.1459,6497845.383,60.90004033,4996.680596,70.1716276,W-With,0-Parallel,BL-Blowing
2015-09-15-K-012,2015-09-15-K-007,4,2015,10:31:36,442372.8786,6498025.615,69.12656262,4999.331125,80.17553648,W-With,0-Parallel,BL-Blowing
