unique_event_ID,same_whale_ID,ob_order_time,year,TimeTxt,X_whale_UTM,Y_whale_UTM,ship_whale_azimuth,ship_whale_dist,ship_whale_bearing,whale_direction,whale_orientation,whale_behavior
2012-06-06-N-046,2012-06-06-N-046,1,2012,14:11:57,433118.2289,6509671.717,102.3156944,2984.546482,-4.987350653,U-Unsure,U-Unsure,BL-Blowing
2012-06-06-N-047,2012-06-06-N-046,2,2012,14:12:55,432347.4605,6509638.653,107.3364203,1684.635009,0.06802161,A-Away,90-Perpendicular,BL-Blowing
2012-06-06-N-048,2012-06-06-N-046,3,2012,14:13:43,431931.1866,6509768.253,107.4262486,784.5619118,0.146058178,A-Away,90-Perpendicular,DF-Dive-fluke-up
2012-06-24-N-003,2012-06-24-N-003,1,2012,7:20:39,439135.0527,6488557.277,34.36900487,693.2377032,20.40437308,G-Against,0-Parallel,BL-Blowing
2012-06-24-N-004,2012-06-24-N-003,2,2012,7:21:25,439127.6615,6488489.954,51.74172103,404.6702899,35.94746985,G-Against,0-Parallel,DN-Dive-no-fluke
2012-06-24-N-005,2012-06-24-N-003,3,2012,7:21:56,439102.4357,6488458.44,78.41385658,247.9603775,61.99444901,G-Against,0-Parallel,BL-Blowing
2012-07-20-N-002,2012-07-20-N-002,1,2012,7:22:14,437382.9071,6488900.799,345.4676018,4985.359603,4.991625983,A-Away,90-Perpendicular,BL-Blowing
2012-07-20-N-003,2012-07-20-N-002,2,2012,7:27:37,437758.9266,6487373.756,332.6490055,1187.641499,-25.38308288,A-Away,90-Perpendicular,BL-Blowing
2012-07-20-N-004,2012-07-20-N-002,3,2012,7:29:11,437497.7299,6487423.787,298.0283183,894.4663708,-60.86846164,GA-Ag/Away,45-45-degrees,BL-Blowing
2012-08-17-N-002,2012-08-17-N-002,1,2012,7:04:45,441548.4392,6478617.795,301.1912517,368.2764838,-15.88445465,WA-With/Aw,45-45-degrees,BL-Blowing
2012-08-17-N-004,2012-08-17-N-002,3,2012,7:05:26,441527.1487,6478586.292,257.0961072,158.2112889,-59.72226051,WT-With/To,45-45-degrees,DN-Dive-no-fluke
2012-08-26-N-024,2012-08-26-N-024,1,2012,15:40:59,439964.0312,6493102.411,173.147378,4991.16448,0.022958883,U-Unsure,U-Unsure,BL-Blowing
2012-08-26-N-025,2012-08-26-N-024,2,2012,15:42:28,439734.2036,6493224.05,175.3820295,3991.017,-4.982420172,T-Toward,90-Perpendicular,DF-Dive-fluke-up
2012-08-26-N-027,2012-08-26-N-024,3,2012,15:46:07,439853.3087,6492683.257,166.5457405,2490.985683,-20.0260791,WT-With/To,45-45-degrees,DF-Dive-fluke-up
2012-09-11-N-022,2012-09-11-N-022,1,2012,18:10:52,433654.7538,6508904.92,132.6671819,1484.326114,10.18461571,T-Toward,90-Perpendicular,BL-Blowing
2012-09-11-N-023,2012-09-11-N-022,2,2012,18:12:28,433693.6521,6508955.481,139.1893868,634.7260903,15.55287796,T-Toward,90-Perpendicular,BL-Blowing
2012-09-11-N-024,2012-09-11-N-022,3,2012,18:12:49,433829.4888,6508884.71,138.5491632,600.7182064,15.58417856,T-Toward,90-Perpendicular,DF-Dive-fluke-up
2013-05-14-N-019,2013-05-14-N-019,1,2013,16:54:49,438671.0804,6484940.142,175.7213041,3985.552049,-4.989274705,A-Away,90-Perpendicular,BL-Blowing
2013-05-14-N-020,2013-05-14-N-019,2,2013,16:59:26,438452.5101,6485004.748,175.1797165,1985.513768,-10.01481956,U-Unsure,U-Unsure,BL-Blowing
2013-05-14-N-021,2013-05-14-N-019,3,2013,17:01:21,438352.8495,6485622.244,163.4063384,586.0223054,-25.41365414,WA-With/Aw,45-45-degrees,BL-Blowing
2013-05-14-N-022,2013-05-14-N-019,4,2013,17:02:41,438322.0621,6485448.533,130.5323944,289.9769071,-57.08831321,W-With,0-Parallel,BL-Blowing
2013-06-03-N-003,2013-06-03-N-003,1,2013,7:45:48,410018.0451,6525168.243,312.4642595,3969.064431,0.057742362,A-Away,90-Perpendicular,BL-Blowing
2013-06-03-N-004,2013-06-03-N-003,2,2013,7:47:58,409778.4848,6525387.365,312.5674405,2969.052581,0.07719068,A-Away,90-Perpendicular,BL-Blowing
2013-06-03-N-005,2013-06-03-N-003,3,2013,7:50:14,409610.4001,6525746.933,317.006362,1969.502358,5.194270251,A-Away,90-Perpendicular,BL-Blowing
2013-06-03-N-006,2013-06-03-N-003,4,2013,7:51:18,409558.1885,6525854.495,321.7563216,1471.135757,15.46195923,A-Away,90-Perpendicular,BL-Blowing
2013-06-03-N-007,2013-06-03-N-003,5,2013,7:53:38,408935.5504,6526192.26,333.339245,958.0594291,36.25599163,A-Away,90-Perpendicular,DN-Dive-no-fluke
2013-06-04-S-016,2013-06-04-S-016,1,2013,7:08:50,438937.2782,6478343.25,267.138649,2988.759287,-40.15536544,U-Unsure,U-Unsure,BL-Blowing
2013-06-04-S-017,2013-06-04-S-016,2,2013,7:11:12,438499.9377,6478445.274,256.6018821,2791.245941,-55.22026958,G-Against,0-Parallel,BL-Blowing
2013-06-04-S-018,2013-06-04-S-016,3,2013,7:12:35,438918.0617,6478756.276,248.0645811,1993.241942,-65.34736929,G-Against,0-Parallel,BL-Blowing
2013-06-04-S-019,2013-06-04-S-016,4,2013,7:13:24,438906.9367,6478576.259,233.334432,1997.791509,-85.39177532,G-Against,0-Parallel,BL-Blowing
2013-06-04-S-020,2013-06-04-S-016,5,2013,7:13:54,438817.81,6478676.661,230.2838268,1998.991384,-90.39554349,G-Against,0-Parallel,DF-Dive-fluke-up
2013-06-07-N-004,2013-06-07-N-004,1,2013,8:41:37,421163.3484,6516157.199,335.8874138,1304.64701,25.34872617,A-Away,90-Perpendicular,BL-Blowing
2013-06-07-N-005,2013-06-07-N-004,2,2013,8:42:10,421151.6092,6516115.967,340.984682,1027.379312,30.50092517,A-Away,90-Perpendicular,BL-Blowing
2013-06-07-N-006,2013-06-07-N-004,3,2013,8:42:32,421214.9291,6516104.272,351.3462599,845.12295,40.73577468,GA-Ag/Away,45-45-degrees,BL-Blowing
2013-06-07-N-007,2013-06-07-N-004,4,2013,8:43:07,421248.3474,6516092.342,11.86891529,643.4606472,61.20728047,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up
2013-06-17-N-005,2013-06-17-N-005,1,2013,9:38:57,437753.4506,6484954.167,312.1184458,1070.105274,-30.6738921,W-With,0-Parallel,BL-Blowing
2013-06-17-N-006,2013-06-17-N-005,2,2013,9:39:44,437598.3085,6485147.618,301.5536299,964.8110408,-41.04341949,W-With,0-Parallel,BL-Blowing
2013-06-17-N-007,2013-06-17-N-005,3,2013,9:40:18,437608.5797,6485208.843,290.6917647,769.3825863,-51.63996557,W-With,0-Parallel,BL-Blowing
2013-06-17-N-008,2013-06-17-N-005,4,2013,9:40:41,437611.132,6485180.875,274.5987944,657.1039347,-67.38999443,W-With,0-Parallel,DF-Dive-fluke-up
2013-06-18-N-002,2013-06-18-N-002,1,2013,10:15:51,437865.7555,6486297.418,344.8110048,3283.766518,0.034896381,U-Unsure,U-Unsure,BL-Blowing
2013-06-18-N-003,2013-06-18-N-002,2,2013,10:18:40,437385.6587,6485901.023,327.5366614,1984.040067,-20.10573351,A-Away,90-Perpendicular,BL-Blowing
2013-06-18-N-004,2013-06-18-N-002,3,2013,10:19:04,437768.3216,6485943.168,337.4160153,1683.632852,-10.02870467,W-With,0-Parallel,DF-Dive-fluke-up
2013-06-18-N-005,2013-06-18-N-002,4,2013,10:21:24,437630.6389,6486595.846,335.0600207,1390.756242,-15.09314845,GT-Ag/To,45-45-degrees,DN-Dive-no-fluke
2013-06-18-N-006,2013-06-18-N-002,5,2013,10:21:58,437559.2445,6486649.304,330.20525,1244.009038,-20.16863197,W-With,0-Parallel,DN-Dive-no-fluke
2013-06-18-N-029,2013-06-18-N-029,1,2013,18:52:56,439084.4621,6483617.856,163.7448756,3483.802954,-15.03718544,U-Unsure,U-Unsure,BL-Blowing
2013-06-18-N-030,2013-06-18-N-029,2,2013,18:58:37,438789.9587,6483657.87,160.0190509,1183.707936,0.096807337,U-Unsure,U-Unsure,BL-Blowing
2013-06-18-N-031,2013-06-18-N-029,3,2013,19:01:31,438855.0656,6483123.957,176.0844695,585.3205248,20.72635837,U-Unsure,U-Unsure,BL-Blowing
2013-06-26-N-046,2013-06-26-N-046,1,2013,14:01:06,438604.8745,6485537.136,176.9602275,3967.242005,-4.983359427,GT-Ag/To,45-45-degrees,BL-Blowing
2013-06-26-N-047,2013-06-26-N-046,2,2013,14:04:59,438273.2034,6487201.393,183.9666061,711.33267,0.322190074,A-Away,90-Perpendicular,BL-Blowing
2013-06-26-N-048,2013-06-26-N-046,3,2013,14:05:15,438217.6736,6487247.906,189.8463267,566.7914771,5.689167479,A-Away,90-Perpendicular,BL-Blowing
2013-06-26-N-049,2013-06-26-N-046,4,2013,14:05:46,438181.194,6487321.519,202.2739216,307.4945414,17.28788159,A-Away,90-Perpendicular,BL-Blowing
2013-06-26-N-050,2013-06-26-N-046,5,2013,14:06:02,438147.7914,6487369.948,226.8171631,192.3090555,41.54433355,A-Away,90-Perpendicular,BL-Blowing
2013-06-26-N-051,2013-06-26-N-046,6,2013,14:06:14,438168.3586,6487397.129,254.6682249,117.2317508,69.28013915,A-Away,90-Perpendicular,DF-Dive-fluke-up
2013-06-28-N-005,2013-06-28-N-005,1,2013,7:34:00,437743.1274,6485555.666,329.8283617,954.721174,-15.13569076,T-Toward,90-Perpendicular,BL-Blowing
2013-06-28-N-006,2013-06-28-N-005,2,2013,7:34:34,437755.1422,6485515.742,324.1994055,732.3394615,-25.39383073,T-Toward,90-Perpendicular,DF-Dive-fluke-up
2013-06-28-N-007,2013-06-28-N-005,3,2013,7:35:35,437947.7849,6485673.11,334.3876256,437.8603824,-20.47910668,WA-With/Aw,45-45-degrees,DN-Dive-no-fluke
2013-06-28-N-009,2013-06-28-N-005,5,2013,7:36:39,438140.8898,6485769.929,357.237218,107.7988545,-10.44832222,WA-With/Aw,45-45-degrees,DF-Dive-fluke-up
2013-06-28-N-014,2013-06-28-N-014,1,2013,7:46:29,437589.2875,6490354.505,334.5220573,1083.996845,-20.19352435,WA-With/Aw,45-45-degrees,BL-Blowing
2013-06-28-N-015,2013-06-28-N-014,2,2013,7:46:53,437636.6234,6490428.408,335.4443118,972.9860703,-20.2156042,WT-With/To,45-45-degrees,BL-Blowing
2013-06-28-N-016,2013-06-28-N-014,3,2013,7:47:10,437621.5458,6490414.109,331.2364711,855.358218,-25.33718876,WT-With/To,45-45-degrees,DF-Dive-fluke-up
2013-06-30-S-046,2013-06-30-S-046,1,2013,15:58:25,441517.5438,6472401.264,198.2112275,3993.166523,15.04100636,A-Away,90-Perpendicular,BL-Blowing
2013-06-30-S-048,2013-06-30-S-046,2,2013,16:00:19,441051.3237,6472472.634,208.8599879,3493.762763,25.06552642,A-Away,90-Perpendicular,BL-Blowing
2013-06-30-S-049,2013-06-30-S-046,3,2013,16:00:59,440523.3109,6472588.421,218.9599042,3494.552139,35.08217542,A-Away,90-Perpendicular,BL-Blowing
2013-07-07-S-011,2013-07-07-S-011,1,2013,5:55:49,444505.5524,6475246.253,349.5375962,215.612976,0.265735328,T-Toward,90-Perpendicular,BL-Blowing
2013-07-07-S-012,2013-07-07-S-011,2,2013,5:56:40,444450.1703,6475363.921,342.1450817,160.4244753,0.357153424,WT-With/To,45-45-degrees,DF-Dive-fluke-up
2013-07-07-S-013,2013-07-07-S-011,3,2013,5:56:44,444456.3903,6475338.926,341.4953013,121.1933118,0.472768908,W-With,0-Parallel,DF-Dive-fluke-up
2013-07-12-N-003,2013-07-12-N-003,1,2013,7:16:22,438541.0719,6484883.903,344.9704591,3983.659252,-4.991651326,A-Away,90-Perpendicular,BL-Blowing
2013-07-12-N-005,2013-07-12-N-003,3,2013,7:26:22,438188.452,6484693.085,321.5731157,1407.402519,-25.20492796,WT-With/To,45-45-degrees,DN-Dive-no-fluke
2013-07-12-N-030,2013-07-12-N-030,1,2013,14:41:39,420651.124,6516408.7,135.3659402,1984.342924,10.13809594,T-Toward,90-Perpendicular,BL-Blowing
2013-07-12-N-033,2013-07-12-N-030,4,2013,14:43:50,420444.8671,6516507.299,160.9457508,663.8004448,35.94348394,T-Toward,90-Perpendicular,DF-Dive-fluke-up
2013-07-12-N-038,2013-07-12-N-038,1,2013,15:55:00,438977.1775,6487902.822,163.9780641,1484.022454,-20.14135878,T-Toward,90-Perpendicular,BL-Blowing
2013-07-12-N-039,2013-07-12-N-038,2,2013,15:55:40,438810.4341,6488134.391,164.5432764,983.9872447,-20.21319369,T-Toward,90-Perpendicular,BL-Blowing
2013-07-12-N-040,2013-07-12-N-038,3,2013,15:56:48,438726.1785,6487889.641,164.5712389,805.964383,-20.26028459,T-Toward,90-Perpendicular,BL-Blowing
2013-07-12-N-041,2013-07-12-N-038,4,2013,15:57:13,438729.9836,6487879.281,159.7605183,669.3272531,-25.43090764,WT-With/To,45-45-degrees,DF-Dive-fluke-up
2013-07-14-N-036,2013-07-14-N-036,1,2013,13:45:17,438457.8066,6484481.965,173.6403221,1468.005221,0.156118928,A-Away,90-Perpendicular,BL-Blowing
2013-07-14-N-037,2013-07-14-N-036,2,2013,13:46:33,438347.4443,6484689.424,179.7823041,969.1752282,10.56036604,A-Away,90-Perpendicular,BL-Blowing
2013-07-14-N-038,2013-07-14-N-036,3,2013,13:48:22,438045.1294,6484765.208,216.6588456,630.5515831,47.30727227,GA-Ag/Away,45-45-degrees,BL-Blowing
2013-07-14-N-039,2013-07-14-N-036,4,2013,13:48:43,438091.0724,6484938.03,233.0619807,431.1935832,63.93975064,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up
2013-07-14-N-040,2013-07-14-N-040,1,2013,13:53:36,439753.4356,6480929.863,161.3732733,3367.828764,-4.979508051,A-Away,90-Perpendicular,BL-Blowing
2013-07-14-N-041,2013-07-14-N-040,2,2013,13:54:24,439916.543,6481226.718,156.2575436,2967.840358,-10.03089169,A-Away,90-Perpendicular,DF-Dive-fluke-up
2013-07-14-N-042,2013-07-14-N-040,3,2013,13:59:00,439595.6056,6481666.094,154.6459118,1467.790684,-10.06246233,A-Away,90-Perpendicular,BL-Blowing
2013-07-14-S-034,2013-07-14-S-034,1,2013,7:28:33,429443.1592,6504667.996,300.741453,2993.431642,-20.06584065,U-Unsure,U-Unsure,BL-Blowing
2013-07-14-S-035,2013-07-14-S-034,2,2013,7:33:13,428602.2631,6504780.167,256.5105275,1797.758779,-65.22461641,W-With,0-Parallel,BL-Blowing
2013-07-14-S-036,2013-07-14-S-034,3,2013,7:34:09,428439.7421,6504752.682,241.6237792,1799.658537,-80.2347221,WA-With/Aw,45-45-degrees,BL-Blowing
2013-07-15-N-045,2013-07-15-N-045,1,2013,18:31:18,438735.2217,6483443.512,164.2880263,1967.600633,-10.04760696,WA-With/Aw,45-45-degrees,BL-Blowing
2013-07-15-N-046,2013-07-15-N-045,2,2013,18:32:42,438713.763,6483566.939,162.4891187,1467.549839,-4.953654283,WA-With/Aw,45-45-degrees,BL-Blowing
2013-07-15-N-047,2013-07-15-N-045,3,2013,18:34:38,438801.6114,6483455.975,160.1084936,1067.738166,0.214644059,WT-With/To,45-45-degrees,DN-Dive-no-fluke
2013-07-15-N-048,2013-07-15-N-045,4,2013,18:36:38,438920.4309,6483193.893,160.0155838,768.1678763,5.505895174,W-With,0-Parallel,BL-Blowing
2013-07-15-N-049,2013-07-15-N-045,5,2013,18:37:22,438925.0233,6483138.257,163.9389608,598.8621352,10.91022121,W-With,0-Parallel,BL-Blowing
2013-07-15-N-050,2013-07-15-N-045,6,2013,18:37:50,438867.9751,6483119.093,174.7017657,470.0616588,21.79666144,W-With,0-Parallel,BL-Blowing
2013-07-17-N-004,2013-07-17-N-004,1,2013,9:25:07,438823.4037,6482173.142,300.6769053,554.2871143,-40.90477097,GA-Ag/Away,45-45-degrees,BL-Blowing
2013-07-17-N-005,2013-07-17-N-004,2,2013,9:25:26,438822.3259,6482139.04,291.0644315,487.0340251,-51.29077831,GA-Ag/Away,45-45-degrees,BL-Blowing
2013-07-17-N-006,2013-07-17-N-004,3,2013,9:26:07,438828.6457,6482062.356,260.3224109,402.2127129,-82.19566099,G-Against,0-Parallel,BL-Blowing
2013-07-17-N-040,2013-07-17-N-040,1,2013,20:03:17,439462.3082,6482705.277,152.5684072,1983.827881,-10.02335801,U-Unsure,U-Unsure,BL-Blowing
2013-07-17-N-044,2013-07-17-N-040,2,2013,20:07:26,439428.1881,6482657.062,148.0189753,1183.916167,-15.10691716,GT-Ag/To,45-45-degrees,BL-Blowing
2013-07-17-N-045,2013-07-17-N-040,3,2013,20:07:54,439375.522,6482728.259,147.0927928,1008.897154,-15.1254647,GT-Ag/To,45-45-degrees,DF-Dive-fluke-up
2013-07-17-S-066,2013-07-17-S-066,1,2013,16:26:23,440461.6467,6467836.776,193.3796541,986.229614,-5.127749472,W-With,0-Parallel,BL-Blowing
2013-07-17-S-067,2013-07-17-S-066,2,2013,16:28:21,440436.1321,6467775.891,189.9962858,686.7833003,-15.37856026,W-With,0-Parallel,BL-Blowing
2013-07-17-S-068,2013-07-17-S-066,3,2013,16:30:15,440427.0695,6467777.634,170.6847287,381.9058763,-41.44588023,W-With,0-Parallel,DF-Dive-fluke-up
2013-07-17-S-069,2013-07-17-S-069,1,2013,16:34:05,437929.8908,6465208.308,218.8175588,2986.547715,-10.06486614,U-Unsure,U-Unsure,BL-Blowing
2013-07-17-S-070,2013-07-17-S-069,2,2013,16:41:23,436605.3671,6464415.579,212.6690469,1988.507764,-30.22376659,WT-With/To,45-45-degrees,BL-Blowing
2013-07-17-S-071,2013-07-17-S-069,3,2013,16:45:41,436064.2399,6463694.805,168.5007341,1497.38088,-75.51996113,W-With,0-Parallel,DF-Dive-fluke-up
2013-07-21-S-007,2013-07-21-S-007,1,2013,13:43:30,435397.6741,6499976.981,175.7853778,744.4296207,35.38575625,T-Toward,90-Perpendicular,BL-Blowing
2013-07-21-S-008,2013-07-21-S-007,2,2013,13:44:11,435536.8246,6499921.238,186.7390713,495.3137349,45.67973319,T-Toward,90-Perpendicular,BL-Blowing
2013-07-21-S-009,2013-07-21-S-007,3,2013,13:44:25,435606.8988,6499969.062,192.0932554,345.7531303,51.03453146,T-Toward,90-Perpendicular,DF-Dive-fluke-up
2013-07-22-N-028,2013-07-22-N-028,1,2013,14:21:56,437848.6631,6487604.883,204.9239871,987.1481453,25.47315509,GA-Ag/Away,45-45-degrees,BL-Blowing
2013-07-22-N-029,2013-07-22-N-028,2,2013,14:22:26,437812.4511,6487563.448,210.3228499,895.9072572,30.59042597,GA-Ag/Away,45-45-degrees,BL-Blowing
2013-07-22-N-030,2013-07-22-N-028,3,2013,14:23:58,437770.7641,6487739.223,260.3790178,505.3220393,81.7145657,G-Against,0-Parallel,DF-Dive-fluke-up
2013-07-29-N-019,2013-07-29-N-019,1,2013,17:51:49,439220.332,6482969.952,152.2633409,1467.549839,-4.953654283,T-Toward,90-Perpendicular,BL-Blowing
2013-07-29-N-020,2013-07-29-N-019,2,2013,17:52:46,438962.4534,6483109.303,160.2070162,967.7220045,0.236828107,T-Toward,90-Perpendicular,BL-Blowing
2013-07-29-N-021,2013-07-29-N-019,3,2013,17:54:25,438928.0243,6483225.536,153.4803506,417.5680891,-15.60983943,T-Toward,90-Perpendicular,BL-Blowing
2013-07-29-N-022,2013-07-29-N-019,4,2013,17:55:16,438923.227,6483220.226,137.7089924,218.8137484,-33.29740285,WT-With/To,45-45-degrees,BL-Blowing
2013-07-30-S-028,2013-07-30-S-028,1,2013,15:40:24,421276.2157,6512985.843,180.3124556,1992.190162,50.31150836,W-With,0-Parallel,BL-Blowing
2013-07-30-S-029,2013-07-30-S-028,2,2013,15:40:47,421108.0894,6512893.931,189.2362988,1994.195989,60.34529843,W-With,0-Parallel,BL-Blowing
2013-07-30-S-030,2013-07-30-S-028,3,2013,15:41:28,421006.8152,6512785.117,199.7921393,1996.375865,70.36850725,W-With,0-Parallel,BL-Blowing
2013-08-05-N-018,2013-08-05-N-018,1,2013,16:05:06,413640.0572,6521053.181,135.7918407,1769.004372,10.30812627,T-Toward,90-Perpendicular,BL-Blowing
2013-08-05-N-019,2013-08-05-N-018,2,2013,16:06:10,413875.2292,6521127.297,131.0571693,1224.241268,5.317428737,T-Toward,90-Perpendicular,BL-Blowing
2013-08-05-N-020,2013-08-05-N-018,3,2013,16:06:48,413929.1234,6521207.116,126.8314419,827.6930742,0.276894923,T-Toward,90-Perpendicular,DN-Dive-no-fluke
2013-08-06-N-023,2013-08-06-N-023,1,2013,16:29:54,437690.474,6491527.71,190.7249525,2087.846243,25.21559057,T-Toward,90-Perpendicular,BL-Blowing
2013-08-06-N-024,2013-08-06-N-023,2,2013,16:31:09,437917.0487,6491200.191,189.5407612,1796.197005,20.21596128,T-Toward,90-Perpendicular,BL-Blowing
2013-08-06-N-025,2013-08-06-N-023,3,2013,16:31:45,437953.7777,6491189.79,191.8071197,1520.188125,20.25517195,T-Toward,90-Perpendicular,BL-Blowing
2013-08-09-N-021,2013-08-09-N-021,1,2013,15:41:20,437683.4949,6492715.878,186.2360678,1983.744757,0.057765284,T-Toward,90-Perpendicular,BL-Blowing
2013-08-09-N-022,2013-08-09-N-021,2,2013,15:42:06,437860.941,6492582.393,180.5995463,1683.73501,0.06805797,T-Toward,90-Perpendicular,DF-Dive-fluke-up
2013-08-09-N-024,2013-08-09-N-021,3,2013,15:43:24,438057.9631,6492475.579,173.0858455,1081.699385,0.105936664,T-Toward,90-Perpendicular,DF-Dive-fluke-up
2013-08-10-N-016,2013-08-10-N-016,1,2013,7:47:01,428696.9305,6508227.842,321.8445195,984.8658965,0.116352529,WA-With/Aw,45-45-degrees,BL-Blowing
2013-08-10-N-017,2013-08-10-N-016,2,2013,7:47:35,428795.6871,6508231.698,329.9465688,620.3776384,10.42247275,A-Away,90-Perpendicular,BL-Blowing
2013-08-10-N-018,2013-08-10-N-016,3,2013,7:48:13,428772.5041,6508314.121,343.4053687,384.9947639,26.21327305,GA-Ag/Away,45-45-degrees,BL-Blowing
2013-08-11-S-023,2013-08-11-S-023,1,2013,13:48:09,434674.4378,6500461.536,154.7114641,1192.572614,15.0444906,T-Toward,90-Perpendicular,BL-Blowing
2013-08-11-S-024,2013-08-11-S-023,2,2013,13:48:27,434626.7588,6500485.16,159.177559,992.6604399,20.09006972,T-Toward,90-Perpendicular,BL-Blowing
2013-08-11-S-025,2013-08-11-S-023,3,2013,13:48:50,434577.5335,6500469.694,168.6225792,793.012236,30.2015061,GT-Ag/To,45-45-degrees,BL-Blowing
2013-08-11-S-026,2013-08-11-S-023,4,2013,13:49:15,434596.2376,6500468.255,178.9040745,593.554409,40.37962931,GT-Ag/To,45-45-degrees,DF-Dive-fluke-up
2013-08-11-S-040,2013-08-11-S-040,1,2013,14:29:22,438147.9288,6481137.543,196.1064397,2493.388862,35.07752435,U-Unsure,U-Unsure,BL-Blowing
2013-08-11-S-041,2013-08-11-S-040,2,2013,14:30:41,438084.2901,6481252.736,205.2071424,2094.066979,45.12208063,T-Toward,90-Perpendicular,BL-Blowing
2013-08-11-S-042,2013-08-11-S-040,3,2013,14:31:10,438038.5169,6481272.829,209.7267549,1994.476535,50.14240093,WT-With/To,45-45-degrees,DF-Dive-fluke-up
2013-08-11-S-051,2013-08-11-S-051,1,2013,16:05:57,463720.9296,6457564.827,126.7979688,742.4579213,4.97228917,U-Unsure,U-Unsure,BL-Blowing
2013-08-11-S-052,2013-08-11-S-051,2,2013,16:06:19,463763.9783,6457718.627,111.4455254,492.7205827,-10.26212669,W-With,0-Parallel,BL-Blowing
2013-08-11-S-053,2013-08-11-S-051,3,2013,16:06:45,463769.3601,6457787.013,85.56992848,252.1325602,-36.13902433,WA-With/Aw,45-45-degrees,BL-Blowing
2013-08-12-N-024,2013-08-12-N-024,1,2013,18:50:19,437172.1885,6485027.011,196.7250718,3969.238035,15.17868845,GA-Ag/Away,45-45-degrees,BL-Blowing
2013-08-12-N-025,2013-08-12-N-024,2,2013,18:54:48,436879.5579,6485398.895,222.8852335,1977.441349,40.7015499,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up
2013-08-12-N-026,2013-08-12-N-024,3,2013,18:57:57,437145.8166,6485429.272,263.0555274,1170.333586,91.61089072,G-Against,0-Parallel,BL-Blowing
2013-08-15-N-038,2013-08-15-N-038,1,2013,13:11:13,436897.2719,6498102.013,138.0277384,948.7686866,-9.894241776,A-Away,90-Perpendicular,BL-Blowing
2013-08-15-N-039,2013-08-15-N-038,2,2013,13:11:43,436965.8598,6498098.176,129.7952961,720.6219286,-20.04378417,A-Away,90-Perpendicular,BL-Blowing
2013-08-15-N-040,2013-08-15-N-038,3,2013,13:12:24,437043.2412,6498081.981,106.5620961,459.0372239,-45.75905087,WA-With/Aw,45-45-degrees,DF-Dive-fluke-up
2013-08-20-N-026,2013-08-20-N-026,1,2013,18:33:49,432859.0411,6505969.361,126.7726031,885.3838289,0.129425965,A-Away,90-Perpendicular,BL-Blowing
2013-08-20-N-027,2013-08-20-N-026,2,2013,18:34:43,433111.7314,6505912.644,118.5288195,785.2399465,-10.040006,A-Away,90-Perpendicular,DN-Dive-no-fluke
2013-08-20-N-028,2013-08-20-N-026,3,2013,18:35:37,433272.9242,6505983.515,98.38981938,586.290939,-30.53925423,A-Away,90-Perpendicular,BL-Blowing
2013-08-20-N-029,2013-08-20-N-026,4,2013,18:36:02,433347.4165,6505939.485,93.13685184,529.8209213,-35.7222499,A-Away,90-Perpendicular,DF-Dive-fluke-up
2013-09-03-N-036,2013-09-03-N-036,1,2013,18:42:14,431550.4828,6503650.939,170.7158345,688.3489624,30.74765597,WT-With/To,45-45-degrees,BL-Blowing
2013-09-03-N-037,2013-09-03-N-036,2,2013,18:43:27,431716.4903,6503696.189,187.1810763,266.0292971,47.51363048,WT-With/To,45-45-degrees,BL-Blowing
2013-09-03-N-038,2013-09-03-N-036,3,2013,18:44:00,431793.9713,6503709.33,231.2127961,128.7260743,91.52102374,WT-With/To,45-45-degrees,DF-Dive-fluke-up
2013-09-08-N-031,2013-09-08-N-031,1,2013,18:20:38,430425.1032,6505611.589,146.2445587,2984.000399,5.065366203,T-Toward,90-Perpendicular,BL-Blowing
2013-09-08-N-032,2013-09-08-N-031,2,2013,18:21:28,430625.2654,6505861.796,140.1149363,2483.755805,0.046136408,T-Toward,90-Perpendicular,BL-Blowing
2013-09-08-N-033,2013-09-08-N-031,3,2013,18:22:29,430732.0511,6505940.405,136.7123453,1983.744757,0.057765284,WT-With/To,45-45-degrees,DF-Dive-fluke-up
2013-09-08-N-034,2013-09-08-N-031,4,2013,18:25:07,430778.799,6506223.141,123.2007836,501.4823004,-10.0963706,A-Away,90-Perpendicular,BL-Blowing
2013-09-08-N-035,2013-09-08-N-031,5,2013,18:25:27,430814.1077,6506228.519,114.1546676,361.8137287,-20.57980932,GA-Ag/Away,45-45-degrees,DF-Dive-fluke-up
2013-09-24-N-032,2013-09-24-N-032,1,2013,15:53:11,409932.5119,6523266.683,126.7643777,1186.839471,5.156352247,T-Toward,90-Perpendicular,BL-Blowing
2013-09-24-N-033,2013-09-24-N-032,2,2013,15:53:47,409978.7985,6523301.782,125.0268534,951.8177708,5.19495869,T-Toward,90-Perpendicular,BL-Blowing
2013-09-24-N-034,2013-09-24-N-032,3,2013,15:54:08,410024.4811,6523311.782,123.7300356,834.8024906,5.222286415,T-Toward,90-Perpendicular,DF-Dive-fluke-up
2013-09-24-N-035,2013-09-24-N-032,4,2013,15:54:31,409987.1013,6523304.16,127.6433848,645.1091777,10.39548001,T-Toward,90-Perpendicular,DF-Dive-fluke-up
